#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2014.0000326,"COPISTERIA DE CASTELLON, S.L.",16/01/14. COPIAS PLANOS PARA ACTIVIDADES.,18/03/2014,"117,61 €",6,15124,22000
2014.0007119,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,18/09/14 A 19/10/14 GASTOS LUZ Y 01/10/14 GASTOS AGUA DEL ALQUILER DEL LOCAL SITO EN CTRA ALCORA KM 9 51 A CON DESTINO A AVV VENTA NOVA,23/12/2014,"107,50 €",5,92400,20200
2014.0007120,FERRER LABERNIA CB,21/09/14 A 20/10/14 DE GASTOS LUZ DE ALQUILER DEL LOCAL SITO EN CL MONCADA 13 CON DESTINO A AVV DR MARAÑÓN,23/12/2014,"69,37 €",5,92400,20200
2014.0000157,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN CL MARQUES DE LA ENSENADA 10 CON DESTINO A CTRO SERV SOCIALES RAFALAFENA,29/01/2014,"993,17 €",5,23000,20200
2014.0000158,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN CL DR FLEMING 19 CON DESTINO A AS MADRES UNIDAS DE CASTELLON,29/01/2014,"1.434,27 €",5,23000,20200
2014.0000159,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE 13  ALQUILER DEL LOCAL SITO EN CL SAN PEDRO PASCUAL 62 CON DESTINO A CONSULTORIO INSALUD,29/01/2014,"688,26 €",5,23000,20200
2014.0000160,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DICIEMBRE 13  ALQUILER DEL LOCAL SITO EN CL OBISPO SALINAS CHAFLAN CL CISCAR CON DESTINO A LA FEDERACIÓN DISMINUIDOS ""COCEMFE""",29/01/2014,"1.723,26 €",5,23000,20200
2014.0000161,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN  CL CISCAR 4 CON DESTINO A LA FEDERACIÓN DISMINUIDOS ""COCEMFE""",29/01/2014,"3.844,02 €",5,23000,20200
2014.0000162,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN PSO RIBALTA 21 CON DESTINO A DEPENDENCIAS SERVICIO DE IGUALDAD,29/01/2014,"1.003,01 €",5,23000,20200
2014.0000163,COMUNIDAD DE EXPLOTACION FAMILIA CERVERA CB,DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN AV BENICASIM 8 CON DESTINO A ALBERGUE TRANSEUNTES Y AS GITANA,29/01/2014,"6.420,66 €",5,23000,20200
2014.0000164,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN CTRA ALMAZORA 219 BAJO B  CON DESTINO A AS JUBILADOS Y PENSIONISTAS GPO STA TERESA,29/01/2014,"500,46 €",5,23000,20200
2014.0000165,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN CL SAN JOAQUIN 5 1 1  CON DESTINO A VIVIENDA,29/01/2014,"185,15 €",5,23000,20200
2014.0000166,INTURMED SL,DICIEMBRE 13  ALQUILER DEL LOCAL SITO EN CL PELAYO 16 BAJO CON DESTINO A BANCO ALIMENTOS Y MAT HUMANITARIO,29/01/2014,"799,82 €",5,23000,20200
2014.0000171,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN CL CARCAGENTE 13  CON DESTINO A CENTRO 3 EDAD AZAHAR (TALLERES),29/01/2014,"827,33 €",5,23000,20200
2014.0000172,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN CL CANALEJAS 95  CON DESTINO A BANCO ALIMENTOS GRAO,29/01/2014,"573,14 €",5,23000,20200
2014.0000173,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN AV TOMBATOSSALS 56 CON DESTINO A AS JUBILADOS Y PENSIONISTAS ""SAN JUAN BAUTISTA""",29/01/2014,"583,83 €",5,23000,20200
2014.0000174,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN CL LEPANTO 42 2 2 CON DESTINO A VIVIENDA,29/01/2014,"340,52 €",5,23000,20200
2014.0000175,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN CL  MAYOR 100 LOCALES 6 Y 7  CON DESTINO A AS JUBILADOS Y PENSIONISTAS Y CONSEJO FED LOCAL,29/01/2014,"876,28 €",5,23000,20200
2014.0000176,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN PSO MORELLA 44 PLANTA BAJA CON DESTINO A CENTRO 3 EDAD ""CREMOR""",29/01/2014,"987,77 €",5,23000,20200
2014.0000177,FUNDACION CAJA CASTELLON,"DICIEMBRE 13 ALQUILER ""EDIFICIO HUCHA"" PROPIEDAD DE LA FUNDACIÓN CAJA CASTELLÓN"" PARA DEPENDENCIAS DE LA AGENCIA DE DESARROLLO URBANÍSTICO Y SERVICIOS SOCIALES",29/01/2014,"10.083,32 €",5,23000,20200
2014.0000410,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 14 ALQUILER DEL LOCAL SITO EN PL PAIS VALENCIA 13 1 2 21 CON DESTINO A VIVIENDA,06/02/2014,"319,72 €",5,23000,20200
2014.0000412,FUNDACION CAJA CASTELLON,"ENERO 14 ALQUILER ""EDIFICIO HUCHA"" PROPIEDAD DE LA FUNDACIÓN CAJA CASTELLÓN"" PARA DEPENDENCIAS DE LA AGENCIA DE DESARROLLO URBANÍSTICO Y SERVICIOS SOCIALES",06/02/2014,"10.083,32 €",5,23000,20200
2014.0000414,INTURMED SL,ENERO 14 ALQUILER DEL LOCAL SITO EN CL PELAYO 16 BAJO CON DESTINO A BANCO ALIMENTOS Y MAT HUMANITARIO,06/02/2014,"799,82 €",5,23000,20200
2014.0000415,PI CUATRO CB,"ENERO 14 ALQUILER DEL LOCAL SITO EN CL CARCAGENTE S/N CON DESTINO A AS JUBILADOS ""AZAHAR"", COMPENSACION SEGUN DECRETO FECHA 11-06-2014.",06/02/2014,"804,49 €",5,23000,20200
2014.0000416,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 14 ALQUILER DEL LOCAL SITO EN AV TOMBATOSSALS 56 CON DESTINO A AS JUBILADOS Y PENSIONISTAS ""SAN JUAN BAUTISTA""",06/02/2014,"583,83 €",5,23000,20200
2014.0000417,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 14 ALQUILER DEL LOCAL SITO EN CL LEPANTO 42 2 2 CON DESTINO A VIVIENDA,06/02/2014,"340,52 €",5,23000,20200
2014.0000418,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 14 ALQUILER DEL LOCAL SITO EN CL  MAYOR 100 LOCALES 6 Y 7  CON DESTINO A AS JUBILADOS Y PENSIONISTAS Y CONSEJO FED LOCA,06/02/2014,"876,28 €",5,23000,20200
2014.0000420,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 14 ALQUILER DEL LOCAL SITO EN CL RIO PALANCIA 17 1 2 CON DESTINO A VIVIENDA, COMPENSACION SEGUN DECRETO FECHA 15-04-14.",06/02/2014,"534,81 €",5,23000,20200
2014.0000421,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 14 ALQUILER DEL LOCAL SITO EN CL RIO PALANCIA 17 1 1 CON DESTINO A VIVIENDA, COMPENSACION SEGUN DECRETO FECHA 15-04-14.",06/02/2014,"557,02 €",5,23000,20200
2014.0000422,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 14 ALQUILER DEL LOCAL SITO EN CL RIO PALANCIA 17 1 3 CON DESTINO A VIVIENDA, COMPENSACION SEGUN DECRETO FECHA 15-04-14.",06/02/2014,"557,02 €",5,23000,20200
2014.0000441,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 14 ALQUILER DEL LOCAL SITO EN CL ARQUITECTO ROS 4 2 CON DESTINO A VIVIENDA,06/02/2014,"319,63 €",5,23000,20200
2014.0000442,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 14 ALQUILER DEL LOCAL SITO EN CL ARQUIECTO ROS 4 3 CON DESTINO A VIVIENDA,06/02/2014,"362,23 €",5,23000,20200
2014.0000890,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"NOVIEMBRE 13 DEL ALQUILER DEL LOCAL SITO EN CL AMALIO GIMENO 4  CON DESTINO A AS ""PROVIVA"" Y CENTRO CIVICO CONSTITUCIÓN",29/05/2014,"858,33 €",5,23000,20200
2014.0001115,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DICIEMBRE 13 ALQUILER DEL LOCAL SITO EN CL AMALIO GIMENO 4  CON DESTINO A AS ""PROVIVA"" Y CENTRO CIVICO CONSTITUCIÓN, COMPENSACION SEGUN DECRETO FECHA 24-04-2014.",18/03/2014,"858,33 €",5,23000,20200
2014.0001118,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 14 ALQUILER DEL LOCAL SITO EN CL MARQUES DE LA ENSENADA 10 CON DESTINO A CTRO SERV SOCIALES RAFALAFENA,18/03/2014,"993,17 €",5,23000,20200
2014.0001119,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 14 ALQUILER DEL LOCAL SITO EN CL SAN PEDRO PASCUAL 62 CON DESTINO A CONSULTORIO INSALUD,18/03/2014,"688,26 €",5,23000,20200
2014.0001120,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 14 ALQUILER DEL LOCAL SITO EN CL OBISPO SALINAS CHAFLAN CL CISCAR CON DESTINO A LA FEDERACIÓN DISMINUIDOS ""COCEMFE""",18/03/2014,"1.723,26 €",5,23000,20200
2014.0001121,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 14 ALQUILER DEL LOCAL SITO EN  CL CISCAR 4 CON DESTINO A LA FEDERACIÓN DISMINUIDOS ""COCEMFE""",18/03/2014,"3.844,02 €",5,23000,20200
2014.0001122,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 14 ALQUILER DEL LOCAL SITO EN PSO RIBALTA 21 CON DESTINO A DEPENDENCIAS SERVICIO DE IGUALDAD,18/03/2014,"1.003,01 €",5,23000,20200
2014.0001123,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 14 ALQUILER DEL LOCAL SITO EN CTRA ALMAZORA 219 BAJO B  CON DESTINO A AS JUBILADOS Y PENSIONISTAS GPO STA TERESA,18/03/2014,"500,46 €",5,23000,20200
2014.0001124,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 14 ALQUILER DEL LOCAL SITO EN CL CARCAGENTE 13  CON DESTINO A CENTRO 3 EDAD AZAHAR (TALLERES),18/03/2014,"827,33 €",5,23000,20200
2014.0001125,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 14 ALQUILER DEL LOCAL SITO EN CL AMALIO GIMENO 4  CON DESTINO A AS ""PROVIVA"" Y CENTRO CIVICO CONSTITUCIÓN, COMPENSACION SEGUN DECRETO FECHA 24/04/2014.",18/03/2014,"858,33 €",5,23000,20200
2014.0001126,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 14 ALQUILER DEL LOCAL SITO EN PSO MORELLA 44 PLANTA BAJA CON DESTINO A CENTRO 3 EDAD ""CREMOR""",18/03/2014,"987,77 €",5,23000,20200
2014.0001147,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL SAN PEDRO PASCUAL 62 CON DESTINO A CONSULTORIO INSALUD,18/03/2014,"688,26 €",5,23000,20200
2014.0001148,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL OBISPO SALINAS CHAFLAN CL CISCAR CON DESTINO A LA FEDERACIÓN DISMINUIDOS ""COCEMFE""",18/03/2014,"1.723,26 €",5,23000,20200
2014.0001149,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 14 ALQUILER DEL LOCAL SITO EN  CL CISCAR 4 CON DESTINO A LA FEDERACIÓN DISMINUIDOS ""COCEMFE""",18/03/2014,"3.844,02 €",5,23000,20200
2014.0001150,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO 14 ALQUILER DEL LOCAL SITO EN PSO RIBALTA 21 CON DESTINO A DEPENDENCIAS SERVICIO DE IGUALDAD,18/03/2014,"1.003,01 €",5,23000,20200
2014.0001151,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO 14 ALQUILER DEL LOCAL SITO EN PL PAIS VALENCIA 13 1 2 21 CON DESTINO A VIVIENDA,18/03/2014,"319,72 €",5,23000,20200
2014.0001152,FUNDACION CAJA CASTELLON,"FEBRERO 14 ALQUILER ""EDIFICIO HUCHA"" PROPIEDAD DE LA FUNDACIÓN CAJA CASTELLÓN"" PARA DEPENDENCIAS DE LA AGENCIA DE DESARROLLO URBANÍSTICO Y SERVICIOS SOCIALES",18/03/2014,"10.083,32 €",5,23000,20200
2014.0001153,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO 14 ALQUILER DEL LOCAL SITO EN CTRA ALMAZORA 219 BAJO B  CON DESTINO A AS JUBILADOS Y PENSIONISTAS GPO STA TERESA,18/03/2014,"500,46 €",5,23000,20200
2014.0001156,INTURMED SL,FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL PELAYO 16 BAJO CON DESTINO A BANCO ALIMENTOS Y MAT HUMANITARIO,18/03/2014,"799,82 €",5,23000,20200
2014.0001157,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL CARCAGENTE 13  CON DESTINO A CENTRO 3 EDAD AZAHAR (TALLERES),18/03/2014,"827,33 €",5,23000,20200
2014.0001158,PI CUATRO CB,"FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL CARCAGENTE S/N CON DESTINO A AS JUBILADOS ""AZAHAR"", COMPENSACION SEGUN DECRETO FECHA 11-06-2014.",18/03/2014,"804,49 €",5,23000,20200
2014.0001159,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 14 ALQUILER DEL LOCAL SITO EN AV TOMBATOSSALS 56 CON DESTINO A AS JUBILADOS Y PENSIONISTAS ""SAN JUAN BAUTISTA""",18/03/2014,"583,83 €",5,23000,20200
2014.0001160,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL AMALIO GIMENO 4  CON DESTINO A AS ""PROVIVA"" Y CENTRO CIVICO CONSTITUCIÓN, COMPENSACION SEGUN DECRETO FECHA 24/04/2014.",18/03/2014,"858,33 €",5,23000,20200
2014.0001161,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL  MAYOR 100 LOCALES 6 Y 7  CON DESTINO A AS JUBILADOS Y PENSIONISTAS Y CONSEJO FED LOCAL,18/03/2014,"876,28 €",5,23000,20200
2014.0001162,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 14 ALQUILER DEL LOCAL SITO EN PSO MORELLA 44 PLANTA BAJA CON DESTINO A CENTRO 3 EDAD ""CREMOR""",18/03/2014,"987,77 €",5,23000,20200
2014.0001163,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL RIO PALANCIA 17 1 2 CON DESTINO A VIVIENDA, COMPENSACION SEGUN DECRETO FECHA 15-04-14.",18/03/2014,"534,81 €",5,23000,20200
2014.0001164,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL RIO PALANCIA 17 1 1 CON DESTINO A VIVIENDA, COMPENSACION SEGUN DECRETO FECHA 15-04-14.",18/03/2014,"557,02 €",5,23000,20200
2014.0001165,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL RIO PALANCIA 17 1 3 CON DESTINO A VIVIENDA, COMPENSACION SEGUN DECRETO FECHA 15-04-14.",18/03/2014,"557,02 €",5,23000,20200
2014.0001166,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL ARQUITECTO ROS 4 2 CON DESTINO A VIVIENDA,18/03/2014,"319,63 €",5,23000,20200
2014.0001167,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL ARQUIECTO ROS 4 3 CON DESTINO A VIVIENDA,18/03/2014,"362,23 €",5,23000,20200
2014.0001290,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,1ER TRIMESTRE 14 GASTOS COMUNIDAD DEL ALQUILER DEL LOCAL SITO EN CL  MAYOR 100 LOCALES 6 Y 7  CON DESTINO A AS JUBILADOS Y PENSIONISTAS Y CONSEJO FED LOCAL,01/04/2014,"336,94 €",5,23000,20200
2014.0001292,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 14 GASTOS CDAD DEL ALQUILER DEL LOCAL SITO EN CL ARQUITECTO ROS 4 2 CON DESTINO A VIVIENDA,01/04/2014,"15,00 €",5,23000,20200
2014.0001307,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 14 GASTOS CDAD DEL ALQUILER DEL LOCAL SITO EN CL ARQUIECTO ROS 4 3 CON DESTINO A VIVIENDA,01/04/2014,"15,00 €",5,23000,20200
2014.0001310,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,OCTUBRE A DICIEMBRE 13 GASTOS DE AGUA DEL ALQUILER DEL LOCAL SITO EN CL CARCAGENTE 13  CON DESTINO A CENTRO 3 EDAD AZAHAR (TALLERES),01/04/2014,"45,17 €",5,23000,20200
2014.0001322,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPT. A DICIEMBRE 13 GASTOS COMUNIDAD DEL ALQUILER DEL LOCAL SITO EN CTRA ALMAZORA 219 BAJO B  CON DESTINO A AS JUBILADOS Y PENSIONISTAS GPO STA TERESA,01/04/2014,"184,00 €",5,23000,20200
2014.0001325,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,3ER Y 4º TRIMESTRE 2013 GASTOS DE COMUNIDAD DEL ALQUILER DEL LOCAL SITO EN CL RIO PALANCIA 17 1 2 CON DESTINO A VIVIENDA,01/04/2014,"165,00 €",5,23000,20200
2014.0001326,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,GASTOS COMUNIDAD 2013 DEL ALQUILER DEL LOCAL SITO EN CL RIO PALANCIA 17 1 3 CON DESTINO A VIVIENDA,01/04/2014,"415,00 €",5,23000,20200
2014.0001586,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,NOVIEMBRE 13 INCREMENTO IPC DEL ALQUILER DEL LOCAL SITO EN CTRA ALMAZORA 219 BAJO B  CON DESTINO A AS JUBILADOS Y PENSIONISTAS GPO STA TERESA,29/05/2014,"1,50 €",5,23000,20200
2014.0001736,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE 13 ATRASOS INCREMENTO IPC ALQUILER DEL LOCAL SITO EN CTRA ALMAZORA 219 BAJO B  CON DESTINO A AS JUBILADOS Y PENSIONISTAS GPO STA TERESA,07/05/2014,"1,50 €",5,23000,20200
2014.0001740,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO Y FEBRERO 14 ATRASOS INCREMENTO IPC ALQUILER DEL LOCAL SITO EN CTRA ALMAZORA 219 BAJO B  CON DESTINO A AS JUBILADOS Y PENSIONISTAS GPO STA TERESA,07/05/2014,"3,00 €",5,23000,20200
2014.0001743,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO 14 ATRASOS INCREMENTO IPCALQUILER DEL LOCAL SITO EN CL CARCAGENTE 13  CON DESTINO A CENTRO 3 EDAD AZAHAR (TALLERES),07/05/2014,"2,48 €",5,23000,20200
2014.0001744,PI CUATRO CB,"FEBRERO 14 ATRASOS INCREMENTO IPCALQUILER DEL LOCAL SITO EN CL CARCAGENTE S/N CON DESTINO A AS JUBILADOS ""AZAHAR"", COMPENSACION SEGUN DECRETO FECHA 11-06-2014.",07/05/2014,"2,41 €",5,23000,20200
2014.0001787,COMUNIDAD DE EXPLOTACION FAMILIA CERVERA CB,ENERO 14 ALQUILER DEL LOCAL SITO EN AV BENICASIM 8 CON DESTINO A ALBERGUE TRANSEUNTES Y AS GITANA,07/05/2014,"6.388,56 €",5,23000,20200
2014.0001789,TRANSPORTES MONFORT SA,"ENERO 14 ALQUILER DEL LOCAL SITO EN CL PINTOR SOROLLA ESQ PINTOR OLIET CON DESTINO A AS 3 EDAD ""SAN JOSE OBRERO""",07/05/2014,"1.919,51 €",5,23000,20200
2014.0001791,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 14 ALQUILER DEL LOCAL SITO EN CL DR FLEMING 19 CON DESTINO A AS MADRES UNIDAS DE CASTELLON,07/05/2014,"1.427,10 €",5,23000,20200
2014.0001793,TRANSPORTES MONFORT SA,"FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL PINTOR SOROLLA ESQ PINTOR OLIET CON DESTINO A AS 3 EDAD ""SAN JOSE OBRERO""",07/05/2014,"1.919,51 €",5,23000,20200
2014.0001794,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL MARQUES DE LA ENSENADA 10 CON DESTINO A CTRO SERV SOCIALES RAFALAFENA,07/05/2014,"993,17 €",5,23000,20200
2014.0001798,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO 14 ALQUILER DEL LOCAL SITO EN CL DR FLEMING 19 CON DESTINO A AS MADRES UNIDAS DE CASTELLON,07/05/2014,"1.427,10 €",5,23000,20200
2014.0001799,COMUNIDAD DE EXPLOTACION FAMILIA CERVERA CB,FEBRERO 14 ALQUILER DEL LOCAL SITO EN AV BENICASIM 8 CON DESTINO A ALBERGUE TRANSEUNTES Y AS GITANA,07/05/2014,"6.388,56 €",5,23000,20200
2014.0001840,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MARZO 14 ALQUILER DEL LOCAL SITO EN CL MARQUES DE LA ENSENADA 10 CON DESTINO A CTRO SERV SOCIALES RAFALAFENA,07/05/2014,"993,17 €",5,23000,20200
2014.0001841,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MARZO 14 ALQUILER DEL LOCAL SITO EN CL DR FLEMING 19 CON DESTINO A AS MADRES UNIDAS DE CASTELLON,07/05/2014,"1.427,10 €",5,23000,20200
2014.0001843,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MARZO 14 ALQUILER DEL LOCAL SITO EN PL PAIS VALENCIA 13 1 2 21 CON DESTINO A VIVIENDA,07/05/2014,"319,72 €",5,23000,20200
2014.0001844,COMUNIDAD DE EXPLOTACION FAMILIA CERVERA CB,MARZO 14 ALQUILER DEL LOCAL SITO EN AV BENICASIM 8 CON DESTINO A ALBERGUE TRANSEUNTES Y AS GITANA,07/05/2014,"6.388,56 €",5,23000,20200
2014.0001845,FUNDACION CAJA CASTELLON,"MARZO 14 ALQUILER ""EDIFICIO HUCHA"" PROPIEDAD DE LA FUNDACIÓN CAJA CASTELLÓN"" PARA DEPENDENCIAS DE LA AGENCIA DE DESARROLLO URBANÍSTICO Y SERVICIOS SOCIALES",07/05/2014,"10.083,32 €",5,23000,20200
2014.0001847,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MARZO 14 ALQUILER DEL LOCAL SITO EN CTRA ALMAZORA 219 BAJO B  CON DESTINO A AS JUBILADOS Y PENSIONISTAS GPO STA TERESA,07/05/2014,"501,96 €",5,23000,20200
2014.0001848,INTURMED SL,MARZO 14 ALQUILER DEL LOCAL SITO EN CL PELAYO 16 BAJO CON DESTINO A BANCO ALIMENTOS Y MAT HUMANITARIO,07/05/2014,"799,82 €",5,23000,20200
2014.0001849,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MARZO 14  ALQUILER DEL LOCAL SITO EN CL CARCAGENTE 13  CON DESTINO A CENTRO 3 EDAD AZAHAR (TALLERES),07/05/2014,"829,81 €",5,23000,20200
