#ORG.,PROG.,ECON.,DESCRIPCION, CREDITOS             INICIALES,MODIFIC.,    CREDITOS             DEFINITIVOS, OBLIGACIONES       RECONOCIDAS
5.0,23220.0,226050.0,DINAMIZ.- CELEBRACION DERECHOS INFANCIA,3000.0,,3000.0,2756.06
5.0,23220.0,226051.0,DINAMIZ.- DINAMIZAR RED RECURSOS BARRIS AL SUD,2200.0,,2200.0,1873.95
5.0,23220.0,226052.0,DINAMIZ.- DINAMIZAR POBLACION ESCOLAR DEL GRAO,1700.0,,1700.0,998.25
5.0,23220.0,226053.0,"DINAMIZ.- ACTIVIDADES DE ""LA TAULA""",3000.0,,3000.0,1969.53
5.0,23220.0,226054.0,"DINAMIZ/PIO.- ACTIVIDADES DE ""LA TAULA""",600.0,,600.0,430.62
5.0,23220.0,227990.0,DINAMIZ.- GESTION CENTRO POLIFUNCIONAL URBAN,348432.1,,348432.1,348432.1
5.0,23220.0,227991.0,DINAMIZ.- DINAMIZACION COLECTIVO JOVENES,9520.0,,9520.0,8330.0
5.0,23220.0,227992.0,DINAMIZ.- EDUCACION HIGIENICA,1420.0,,1420.0,1417.22
5.0,23220.0,48900.0,PISOS SOLIDARIOS (UJI),10818.0,,10818.0,10818.0
5.0,23220.0,48901.0,ESPACIO DE CONVIVENCIA(FUND.SECRET.GITANO),18681.75,,18681.75,18681.75
5.0,23230.0,12001.0,COOP.SOCIAL.- SUELDOS DEL GRUPO A2,25813.04,,25813.04,26598.89
5.0,23230.0,12003.0,COOP.SOCIAL.-SUELDOS DEL GRUPO C1,9884.84,,9884.84,9930.3
5.0,23230.0,12006.0,COOP.SOCIAL.-TRIENIOS,8246.21,,8246.21,7889.59
5.0,23230.0,12100.0,COOP.SOCIAL.-COMPLEMENTO DE DESTINO,19135.06,,19135.06,19135.06
5.0,23230.0,12101.0,COOP.SOCIAL.-COMPLEMENTO ESPECÍFICO,39955.0,,39955.0,39955.16
5.0,23230.0,150.0,COOP. SOC.- PRODUCTIVIDAD,18.46,,18.46,
5.0,23230.0,151.0,COOP. SOC.- GRATIFICACIONES,24.07,,24.07,
5.0,23230.0,16000.0,COOP.SOCIAL.-SEGURIDAD SOCIAL,34606.44,-5737.13,28869.31,28664.39
5.0,23230.0,48100.0,COOP.SOC.- PREMIOS SENSIBILIZACION SOLIDARIDAD,1200.0,,1200.0,707.96
5.0,23230.0,48900.0,COOP.SOC.-SUBV.ONG CARACTER SOCIAL,133363.5,,133363.5,133363.5
5.0,23230.0,48902.0,COOP.SOC.- AYUDA HUMANITARIA,10000.0,,10000.0,
5.0,23230.0,48903.0,COOP.SOC.- SUBV.SMARA,5900.0,,5900.0,5900.0
5.0,23230.0,48904.0,COOP.SOC.- SUBV.ANIUKCAS,2100.0,,2100.0,2100.0
5.0,23240.0,12000.0,INMIGRACIÓN.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,3727.03
5.0,23240.0,12001.0,INMIGRACIÓN.- SUELDOS DEL GRUPO A2,12906.52,,12906.52,13111.76
5.0,23240.0,12003.0,INMIGRACIÓN.- SUELDOS DEL GRUPO C1,29654.52,,29654.52,20135.72
5.0,23240.0,12006.0,INMIGRACIÓN.- TRIENIOS,8171.36,,8171.36,8480.22
5.0,23240.0,12009.0,INMIGRAC.-OTRAS RETRIB.BÁSICAS (I.T.),,,,2675.68
5.0,23240.0,12100.0,INMIGRACIÓN.- COMPLEMENTO DE DESTINO,30818.06,,30818.06,19891.0
5.0,23240.0,12101.0,INMIGRACIÓN.- COMPLEMENTO ESPECÍFICO,60516.47,,60516.47,56453.98
5.0,23240.0,12103.0,INMIGRACION.-OTROS COMPLEMENTOS(ATR.FUN.I.T.),,,,13337.5
5.0,23240.0,150.0,INMIGRACIÓN.- PRODUCTIVIDAD,816.79,,816.79,2976.08
5.0,23240.0,151.0,INMIGRACIÓN.- GRATIFICACIONES,111.43,,111.43,
5.0,23240.0,16000.0,INMIGRACIÓN.- SEGURIDAD SOCIAL,45442.12,5496.24,50938.36,47470.02
5.0,23240.0,226050.0,AMICS.- ENCUENTRO MEDIADORES INTERCULTURALES (2.1),1500.0,,1500.0,1499.9
5.0,23240.0,226052.0,AMICS.- GESTION DIVERSIDAD EDUCATIVA (2.2),18000.0,,18000.0,17970.0
5.0,23240.0,226053.0,AMICS.- DONES SOLIDARIES (3.2),1000.0,,1000.0,99.0
5.0,23240.0,226054.0,AMICS.- GESTION DIVERSIDAD COMUNITARIA (2.3),25000.0,,25000.0,26437.63
5.0,23240.0,226056.0,AMICS.- INTERCULTURALIDAD EN EL AMBITO RELIGIOSO,2000.0,,2000.0,1999.99
5.0,23240.0,226991.0,AMICS.- ESCUELA DE ACOGIDA,725.0,,725.0,
5.0,23240.0,227060.0,AMICS.- EVALUACION PLAN MUNICIP. INMIGRACION (14.1,4500.0,,4500.0,4500.0
5.0,23240.0,227990.0,AMICS.- ACCESIBILIDAD A LA COMUNICACION,9000.0,1500.0,10500.0,10500.0
5.0,23240.0,48900.0,CURSO APRENDIZAJE LENGUAS(FPA JOSEP P. TIRADO),9000.0,,9000.0,
5.0,23240.0,48901.0,CURSO APRENDIZAJE LENGUAS(FPA GERMA COLON),9000.0,,9000.0,7500.0
5.0,23240.0,48902.0,PROYECTO ACERCANDO (FED.ESPAÑOLA AS.INMIGRANTES),24117.58,,24117.58,17711.17
5.0,23240.0,48903.0,PROYECTO ARPUJAR (FUNDACION PUNJAB),21000.0,,21000.0,21000.0
5.0,23240.0,48905.0,PROY.ESPAC.INTERC.MENORES(AS.COLOMBIA NOS UNE),12500.0,,12500.0,
5.0,23240.0,48906.0,JOVENES POR LA CONVIVENCIA (AS.VECINOS MERIDIANO),1500.0,-1500.0,,
5.0,23250.0,12000.0,GPTA.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,13990.04
5.0,23250.0,12001.0,GPTA.- SUELDOS DEL GRUPO A2,12906.52,,12906.52,13058.62
5.0,23250.0,12004.0,GPTA.- SUELDOS DEL GRUPO C2,8378.58,,8378.58,8555.88
5.0,23250.0,12006.0,GPTA.- TRIENIOS,5002.7,,5002.7,5657.92
5.0,23250.0,12100.0,GPTA.- COMPLEMENTO DE DESTINO,19332.6,,19332.6,18795.39
5.0,23250.0,12101.0,GPTA.- COMPLEMENTO ESPECÍFICO,40805.51,,40805.51,41366.32
5.0,23250.0,150.0,GPTA.- PRODUCTIVIDAD,18.46,,18.46,
5.0,23250.0,151.0,GPTA.- GRATIFICACIONES,24.07,,24.07,
5.0,23250.0,16000.0,GPTA.- SEGURIDAD SOCIAL,,,,7475.4
5.0,23250.0,226053.0,GPTA/PIO.- CAMPAÑA PREVENCIO VIH,500.0,,500.0,
5.0,23250.0,226054.0,GPTA.- PREVENCION ESCOLAR BASADO EN EL CINE,30000.0,,30000.0,29988.54
5.0,23250.0,226056.0,GPTA.- PREVENCION FAMILIAR,14667.0,,14667.0,14666.5
5.0,23250.0,48900.0,GPTA.-SUBVENCIONES A ONG'S,100000.0,,100000.0,99999.9
5.0,23260.0,12000.0,SIO.- SUELDOS DEL GRUPO A1,29354.64,,29354.64,30091.32
5.0,23260.0,12001.0,SIO.- SUELDOS DEL GRUPO A2,25813.04,,25813.04,26193.29
5.0,23260.0,12004.0,SIO.- SUELDOS DEL GRUPO C2,8378.58,,8378.58,8431.77
5.0,23260.0,12006.0,SIO.- TRIENIOS,9414.55,,9414.55,11236.67
5.0,23260.0,12100.0,SIO.- COMPLEMENTO DE DESTINO,32626.16,,32626.16,32626.16
5.0,23260.0,12101.0,SIO.- COMPLEMENTO ESPECÍFICO,68929.4,,68929.4,68929.42
5.0,23260.0,150.0,SIO.- PRODUCTIVIDAD,816.79,,816.79,1320.92
5.0,23260.0,151.0,SIO.- GRATIFICACIONES,24.07,,24.07,
5.0,23260.0,16000.0,SIO.- SEGURIDAD SOCIAL,80037.56,-868.82,79168.74,73388.95
5.0,23260.0,226050.0,SIO.- CAMPAÑAS PROGRAMA DE SENSIBILIZACION,4600.0,,4600.0,15478.25
5.0,23260.0,226051.0,SIO.- CAMPAÑA  SENSIBILIZACION VIOLENCIA DE GENERO,4000.0,,4000.0,8533.16
5.0,23260.0,227990.0,SIO.- SERVICIOS PROGRAMA DE SENSIBILIZACION,6000.0,,6000.0,5463.39
5.0,23260.0,227991.0,SIO.- SERVICIOS FORMACION Y DESARROLLO PERSONAL,14000.0,,14000.0,13993.0
5.0,23260.0,227994.0,SIO.- FORMACION SOBRE VIOLENCIA DE GENERO,18000.0,,18000.0,17865.0
5.0,23260.0,227996.0,SIO.- ESCOLA DE MATI I DE VESPRADA,327951.64,-8249.18,319702.46,188130.08
5.0,23260.0,227997.0,SIO.- SERVICIOS PARA LA EJECUCION DEL PIO,3500.0,,3500.0,968.0
5.0,23260.0,227998.0,SIO.- EDICION REVISTA,4000.0,,4000.0,1932.0
5.0,23260.0,48100.0,SIO.-PREMIOS PROGRAMA DE SENSIBILIZACION,3500.0,,3500.0,3500.0
5.0,23260.0,48101.0,SIO.-BECAS A VICTIMAS DE VIOLENCIA DE GENERO,,,,1000.0
5.0,23260.0,48900.0,SIO.-SUBVENCIONES PROMOCION  DE LA IGUALDAD,26660.0,,26660.0,22716.07
5.0,23260.0,48901.0,PROMOCION IGUALDAD. FUNDACION ISONOMIA,4940.0,,4940.0,4940.0
5.0,23300.0,12001.0,DEPENDEN.- SUELDOS DEL GRUPO A2,12906.52,,12906.52,12307.94
5.0,23300.0,12003.0,DEPENDEN.-SUELDOS DEL GRUPO C1,9884.84,,9884.84,10188.52
5.0,23300.0,12004.0,DEPENDEN.-SUELDOS DEL GRUPO C2,8378.58,,8378.58,8449.5
5.0,23300.0,12006.0,DEPENDEN.-TRIENIOS,5358.72,,5358.72,7357.56
5.0,23300.0,12100.0,DEPENDEN.-COMPLEMENTO DE DESTINO,18506.32,,18506.32,17945.5
5.0,23300.0,12101.0,DEPENDEN.-COMPLEMENTO ESPECÍFICO,36684.68,,36684.68,37245.58
5.0,23300.0,131.0,DEPENDENCIA.- SALARIO 6 TRABAJADORES SOCIALES,188838.72,,188838.72,102437.28
5.0,23300.0,150.0,DEPENDENCIA.- PRODUCTIVIDAD,18.46,,18.46,
5.0,23300.0,151.0,DEPENDENCIA.- GRATIFICACIONES,24.07,,24.07,
5.0,23300.0,16000.0,DEPENDEN.-SEGURIDAD SOCIAL,92576.2,-63355.65,29220.55,26901.24
5.0,23300.0,22112.0,DEPENDENCIA.- SERVICIO TELEAYUDA DOMICILIARIA,2000.0,,2000.0,702.49
5.0,23300.0,227990.0,DEPENDENCIA.- SERVICIO MAJOR A CASA,49440.0,,49440.0,43322.99
5.0,23300.0,227991.0,DEPENDENCIA. SERVICIO MENJAR A CASA,35893.05,,35893.05,27980.55
5.0,23300.0,227992.0,DEPENDENCIA.- SERVICIO AYUDA DOMICILIO POLIVALENTE,1301000.0,-26800.0,1274200.0,1072244.26
5.0,23300.0,48900.0,PROG ACCION INTEGRAL PERS MAYORES(CRUZ ROJA ESPA.),10000.0,26800.0,36800.0,34589.32
5.0,24100.0,12001.0,A.D.L..  SUELDOS DEL GRUPO A2,64532.6,,64532.6,58355.76
5.0,24100.0,12003.0,A.D.L..SUELDOS DEL GRUPO C1,9884.84,,9884.84,10251.25
5.0,24100.0,12004.0,A.D.L..- SUELDOS DEL GRUPO C2,25135.74,,25135.74,25103.26
5.0,24100.0,12006.0,A.D.L..- TRIENIOS,11947.97,,11947.97,14238.0
5.0,24100.0,12009.0,A.D.L.- OTRAS RETRIB.BÁSICAS (I.T.),,,,351.13
5.0,24100.0,12100.0,A.D.L..COMPLEMENTO DE DESTINO,54183.64,,54183.64,49850.49
5.0,24100.0,12101.0,A.D.L..- COMPLEMENTO ESPECÍFICO,110002.14,,110002.14,113274.48
5.0,24100.0,12103.0,A.D.L.- O.COMPLEM.- (ATRIB.FUN.-I.T.),,,,8496.24
5.0,24100.0,131.0,A.D.L. INDEMN.PROGRAM.SUBVEN.,20000.0,,20000.0,
5.0,24100.0,150.0,A.D.L.- PRODUCTIVIDAD,461.04,,461.04,1000.0
5.0,24100.0,151.0,A.D.L.- GRATIFICACIONES,1960.75,,1960.75,2893.62
5.0,24100.0,16000.0,A.D.L..-SEGURIDAD SOCIAL,77986.04,-8854.63,69131.41,70589.22
5.0,24100.0,22000.0,A.D.L.- MATERIAL ORIENTACION LABORAL,1691.52,,1691.52,
5.0,24100.0,22199.0,A.D.L.- SUMINISTROS PROYECTOS FORMACIÓN Y EMPLEO,6000.0,,6000.0,
5.0,24100.0,226020.0,A.D.L.- PUBLICIDAD ORIENTACION LABORAL,4447.85,,4447.85,
5.0,24100.0,226050.0,A.D.L./PIO.- CAMPAÑAS SENSIBILIZACION,2500.0,,2500.0,
5.0,24100.0,226990.0,A.D.L.-  PARTICIPACION RED RETOS,2000.0,,2000.0,
5.0,24100.0,226991.0,A.D.L.- ACTIVIDADES RED RETOS,,,,3000.0
5.0,24100.0,226992.0,A.D.L. - GASTOS DIVERSOS,,,,128.09
5.0,24100.0,22706.0,A.D.L.-ASIST.TEC.FORO CIUDADES POR EMPLEO(TC 5/13),,2832.0,2832.0,2904.0
5.0,24100.0,47000.0,PLAN CONJUNTO POR EL EMPLEO DE LA CV,167000.0,280875.0,447875.0,
5.0,24100.0,48900.0,GTOS.PERSONAL Y FUNCIONAMIENT (FUND.SECRET.GITANO),10000.0,,10000.0,10000.0
5.0,24100.0,48901.0,"ORIENTACION GESTION E INFORM,(AS.PERS.SORDAS VIRG",9000.0,,9000.0,9000.0
5.0,24100.0,48902.0,CUOTA ADHESIÓN FORO DE CIUDADES POR EL EMPLEO,2832.0,-2832.0,,
5.0,24100.0,48903.0,SUBVENCION A CONFEDERACION EMPRESARIOS DE CS,,10000.0,10000.0,10000.0
5.0,24100.0,62300.0,"A.D.L.-MAQ.,HERRAMIENTAS,UTILL(MODULOS FORMATIVOS)",27000.0,,27000.0,20976.37
5.0,24100.0,6230013.0,"A.D.L.-MAQ.,HERRAMIENTAS,UTILL(MODULOS FORMATIVOS)",,1487.65,1487.65,
5.0,24100.0,62500.0,A.D.L..- MOBILIARIO (MODULOS FORMATIVOS),15000.0,,15000.0,
5.0,24100.0,62600.0,A.D.L..- MATERIAL INFORMATICO (MODULOS FORMATIVOS),12000.0,,12000.0,
5.0,24110.0,13100.0,E.T.RETRIB.PERSONAL DOCENTE,160028.97,,160028.97,157164.98
5.0,24110.0,13101.0,E.T.- RETRIB. ALUMNOS,241045.7,,241045.7,232733.38
5.0,24110.0,16000.0,E.T. SEGURIDAD SOCIAL,71224.46,71112.22,142336.68,72521.54
5.0,24110.0,16205.0,E.T.- PRIMAS SEGUROS ALUMNOS,950.0,,950.0,
5.0,24110.0,20300.0,E.T.- ARRENDAMIENTO CONTENEDORES,5000.0,,5000.0,
5.0,24110.0,21300.0,E.T.- MATENIMIENTO MAQUINARIA Y HERRAMIENTAS,2500.0,,2500.0,3339.98
5.0,24110.0,22000.0,E.T.- MATERIAL DE OFICINA Y DIDACTICO,5200.0,,5200.0,1138.65
5.0,24110.0,22104.0,E.T.-VESTUARIO,,,,1843.19
5.0,24110.0,22199.0,E.T.- SUMINISTROS DE CONSUMO,87256.0,,87256.0,101800.76
5.0,24110.0,22300.0,E.T. - TRANSPORTES,,,,1752.32
5.0,24110.0,22602.0,E.T.- PUBLICIDAD,2000.0,,2000.0,296.45
5.0,24110.0,22699.0,E.T.- VIAJES FORMATIVOS Y OTROS GASTOS,13000.0,-4700.0,8300.0,940.0
5.0,24110.0,23100.0,E.T.- LOCOMOCION,1500.0,,1500.0,
5.0,24110.0,62300.0,"E.T.- MAQUINARIA,HERRAMIENTAS Y UTILLAJE",40000.0,4700.0,44700.0,43895.96
5.0,24140.0,131.0,INEM.- RETRIB.PERS.LAB.TEMPORAL,22651.83,,22651.83,21806.8
5.0,24140.0,16000.0,INEM.- SEGURIDAD SOCIAL,7860.13,,7860.13,10800.0
5.0,24140.0,22199.0,INEM.- SUMINISTROS DE CONSUMO,9200.41,,9200.41,9187.2
7.0,31200.0,12000.0,SAMU.- SUELDOS DEL GRUPO A1,44031.94,,44031.94,53313.7
7.0,31200.0,12001.0,SAMU.- SUELDOS DEL GRUPO A2,64532.6,,64532.6,66223.94
7.0,31200.0,12004.0,SAMU.- SUELDOS DEL GRUPO C2,50271.48,,50271.48,46288.65
7.0,31200.0,12006.0,SAMU.- TRIENIOS,45658.48,,45658.48,46695.92
7.0,31200.0,12009.0,SAMU.- OTRAS RETRIB.BÁSICAS (I.T.),,,,1051.73
7.0,31200.0,12100.0,SAMU.- COMPLEMENTO DE DESTINO,87401.72,,87401.72,89586.77
7.0,31200.0,12101.0,SAMU.- COMPLEMENTO ESPECÍFICO,230102.86,,230102.86,242206.53
7.0,31200.0,12103.0,SAMU.- OTROS COMPLEMENTOS(ATR.FUNC.I.T.),,,,1329.02
7.0,31200.0,131.0,SAMU.- PERSONAL LABORAL TEMPORAL,16000.0,,16000.0,
7.0,31200.0,150.0,SAMU.- PRODUCTIVIDAD,36001.04,,36001.04,
7.0,31200.0,151.0,SAMU.- GRATIFICACIONES,13691.19,,13691.19,
7.0,31200.0,16000.0,SAMU.- SEGURIDAD SOCIAL,155439.83,15056.47,170496.3,168998.66
7.0,31200.0,20400.0,SAMU.- ARRENDAMIENTO VEHICULOS-AMBULANCIA (1.1),27575.52,,27575.52,27578.52
7.0,31200.0,21400.0,SAMU.- REPARACION DE AMBULANCIAS (1.1),1500.0,,1500.0,
7.0,31200.0,22000.0,SAMU.- MATERIAL DE DOCENCIA (2.1),1500.0,,1500.0,83.49
7.0,31200.0,22001.0,SAMU.- LIBROS Y PUBLICACIONES (1.1),500.0,,500.0,
7.0,31200.0,22104.0,SAMU.- VESTUARIO (1.1),2000.0,,2000.0,296.45
7.0,31200.0,22106.0,SAMU.- MATERIAL DE AMBULANCIA (1.1),1500.0,,1500.0,47.3
7.0,31200.0,22110.0,SAMU.- MATERIAL DE LIMPIEZA (1.1),1000.0,,1000.0,597.09
7.0,31200.0,22199.0,SAMU.- SUMINISTROS VARIOS (1.1),500.0,,500.0,25.86
7.0,31200.0,22602.0,SAMU.-COMUNICACIONES,,,,4451.2
7.0,31200.0,48900.0,APORTACION FUNDACION HOSPITAL PROVINCIAL,20000.0,,20000.0,20000.0
6.0,31300.0,12003.0,SANIDAD.- SUELDOS DEL GRUPO C1,9884.84,,9884.84,9603.17
6.0,31300.0,12004.0,SANIDAD.- SUELDOS DEL GRUPO C2,8378.58,,8378.58,8502.69
6.0,31300.0,12006.0,SANIDAD.- TRIENIOS,2454.89,,2454.89,2723.35
6.0,31300.0,12100.0,SANIDAD.- COMPLEMENTO DE DESTINO,11368.56,,11368.56,11020.86
6.0,31300.0,12101.0,SANIDAD.- COMPLEMENTO ESPECÍFICO,19595.93,,19595.93,18815.68
6.0,31300.0,150.0,SANIDAD.- PRODUCTIVIDAD,18.46,,18.46,
6.0,31300.0,151.0,SANIDAD.- GRATIFICACIONES,24.07,,24.07,
6.0,31300.0,16000.0,SANIDAD.- SEGURIDAD SOCIAL,13517.68,1751.7,15269.38,14981.8
6.0,31300.0,221990.0,SANIDAD.- ADQUISICION CHAPAS CENSO CANINO,1920.0,,1920.0,3194.4
6.0,31300.0,226020.0,SANIDAD.- CAMPAÑA PREVENCION,5000.0,,5000.0,5000.0
6.0,31300.0,226021.0,SANIDAD.- CAMPAÑA TENENCIA PERROS,6400.0,,6400.0,6400.0
6.0,31300.0,226022.0,SANIDAD.- CAMPAÑA PROMOCION DEL CENSO CANINO,6400.0,,6400.0,5948.49
6.0,31300.0,226050.0,SANIDAD.- CAMPAÑA DESAYUNOS SALUDABLES,4000.0,,4000.0,4179.09
6.0,31300.0,226051.0,SANIDAD.- CAMPAÑA DE COMBINADOS SALUDABLES,4000.0,,4000.0,3069.48
6.0,31300.0,226052.0,SANIDAD.- CAMPAÑA DE HABITOS HIGIENICOS,4000.0,,4000.0,3102.72
6.0,31300.0,226053.0,SANIDAD.- CAMPAÑA TOT MASCOTES,3396.0,,3396.0,3381.1
6.0,31300.0,226056.0,SANIDAD/PIO.- CAMPAÑAS LACTANCIA MATERNA,1000.0,,1000.0,995.26
6.0,31300.0,226057.0,SANIDAD/PIO.- CAMPAÑAS DOLENCIAS FISICAS MUJERES,4160.0,,4160.0,4160.0
6.0,31300.0,226058.0,SANIDAD/PIO.- CAMPAÑAS EN COLEGIOS,4000.0,,4000.0,3361.4
6.0,31300.0,226060.0,SANIDAD.- CONFERENCIAS (6.7),6400.0,,6400.0,555.39
6.0,31300.0,227000.0,SANIDAD.- LIMPIEZA DOMICILIOS INSALUBRES (1.4),320.0,,320.0,224.2
6.0,31300.0,227990.0,SANIDAD.- RECOGIDA ANIMALES ABANDONADOS,132801.94,,132801.94,128017.57
6.0,31300.0,227992.0,SANIDAD.- SERVICIOS DE DESINSECTACION,46307.4,,46307.4,45652.76
6.0,31300.0,227993.0,SANIDAD.- SERVICIO DE DESRATIZACION,60849.65,,60849.65,59772.25
6.0,31300.0,227994.0,SANIDAD.- SERVICIO INHUMACION PERSONAS SIN RECURSO,8080.0,,8080.0,4800.7
6.0,31300.0,227995.0,SANIDAD.- CONTROL DE TERMITAS,320.0,,320.0,
6.0,31300.0,227996.0,SANIDAD.- ZONA ESPARCIMIENTO Y RECREO CANES,2820.0,,2820.0,
6.0,31300.0,48900.0,SANIDAD.-SUBV.EN MATERIA DE SANIDAD,30865.5,,30865.5,30865.5
6.0,31300.0,48901.0,CUOTA FEMP CIUDAD SALUDABLE,3500.0,,3500.0,
5.0,32000.0,12004.0,EDUCA.- SUELDOS DEL GRUPO C2,8378.58,,8378.58,8716.14
5.0,32000.0,12005.0,EDUCA.- SUELDOS DEL GRUPO E,322500.36,,322500.36,314623.81
5.0,32000.0,12006.0,EDUCA.- TRIENIOS,32641.22,,32641.22,37923.87
5.0,32000.0,12100.0,EDUCA.- COMPLEMENTO DE DESTINO,192422.86,,192422.86,178867.46
5.0,32000.0,12101.0,EDUCA.- COMPLEMENTO ESPECÍFICO,397325.27,,397325.27,399403.36
5.0,32000.0,12103.0,ACT.EDUC.- O.COMPLEM.- (ATRIB.FUN.-I.T.),,,,4520.49
5.0,32000.0,13000.0,EDUCA.- RETRIBUCIONES BÁSICAS,36885.79,,36885.79,16408.56
5.0,32000.0,150.0,EDUC.- PRODUCTIVIDAD,54368.58,,54368.58,69612.36
5.0,32000.0,151.0,EDUC.- GRATIFICACIONES,1372.86,,1372.86,
5.0,32000.0,16000.0,EDUCA.- SEGURIDAD SOCIAL,293061.64,47500.3,340561.94,326628.01
5.0,32000.0,20200.0,EDUC.- ALQUILER TEATRO PRINCIPAL,2180.0,,2180.0,2180.0
5.0,32000.0,22000.0,EDUC.- MATERIAL DE OFICINA (3.1),3600.0,,3600.0,3599.99
5.0,32000.0,226990.0,"EDUC.- CONCURSO ""JOVENES ARTISTAS""",340.0,,340.0,340.0
5.0,32000.0,226991.0,"EDUC.- CONCURSO ""VEN A PINTAR A LLEDO""",960.0,,960.0,957.02
5.0,32000.0,226992.0,EDUC.- PARTICIPACION CON CENTROS Y AMPAS,8000.0,,8000.0,3365.02
5.0,32000.0,227062.0,EDUC.- PUBLICACION LIBRO PREMIO VICENT MARÇA,3500.0,,3500.0,3839.25
5.0,32000.0,227990.0,EDUC.- ACTIVIDADES DE TEATRO (2.1),15380.0,,15380.0,7470.0
5.0,32000.0,48100.0,EDUC.-PREMIOS OLIMPIADAS BACHILLERATO,800.0,,800.0,784.0
5.0,32000.0,48101.0,"EDUC.-PREMIOS ""VEN A PINTAR A  LLEDÓ""",800.0,,800.0,800.0
5.0,32000.0,48102.0,"EDUC.-PREMIOS ""VICENT CASTELL DOMENECH""",200.0,,200.0,200.0
5.0,32000.0,48103.0,"EDUC.-PREMIOS ""JOVENES ARTISTAS""",180.0,,180.0,180.0
5.0,32000.0,48900.0,APORTACION UNED,12000.0,,12000.0,12000.0
6.0,32100.0,21200.0,ENSEÑANZA.- MANTENIMIENTO DE COLEGIOS,416240.0,,416240.0,416175.0
6.0,32100.0,21300.0,ENSEÑANZA.- MANTENIMIENTO DE ALARMAS,54384.0,,54384.0,40104.7
,32100.0,2130012.0,ENSEÑANZA.- MANTENIMIENTO DE ALARMAS (CTA.413),17244.41,,17244.41,2825.96
6.0,32100.0,22102.0,ENSEÑANZA.- SUMINISTRO GAS COLEG.Y OT.DEPENDENCIAS,61525.42,,61525.42,233500.25
,32100.0,2210212.0,ENSEÑANZA.- SUM. GAS COLEG.Y OT.DEPENDEN (CTA.413),16608.19,,16608.19,16554.46
6.0,32100.0,22103.0,ENSEÑANZA.- SUM.DE GASOLEO COLEG.Y OT.DEPENDENCIAS,150837.11,,150837.11,65301.17
6.0,32100.0,22700.0,ENSEÑANZA.- LIMPIEZA COLEGIOS,1828735.27,400000.0,2228735.27,2029107.9
,32100.0,2270012.0,ENSEÑANZA.- LIMPIEZA COLEGIOS (CTA.413),282411.88,,282411.88,274615.64
5.0,33200.0,12000.0,ESP. LECT.- SUELDOS DEL GRUPO A1,29354.64,,29354.64,30286.98
5.0,33200.0,12003.0,ESP. LECT.-SUELDOS DEL GRUPO C1,29654.52,,29654.52,30708.52
5.0,33200.0,12004.0,ESP. LECT.-SUELDOS DEL GRUPO C2,117300.12,,117300.12,112204.02
5.0,33200.0,12005.0,ESP. LECT.-SUELDOS DEL GRUPO E,7678.58,,7678.58,7759.4
5.0,33200.0,12006.0,ESP. LECT.-TRIENIOS,24205.73,2448.04,26653.77,28428.24
5.0,33200.0,12100.0,ESP. LECT.-COMPLEMENTO DE DESTINO,114140.74,,114140.74,109517.92
5.0,33200.0,12101.0,ESP. LECT.-COMPLEMENTO ESPECÍFICO,207262.83,82.18,207345.01,215899.32
5.0,33200.0,12103.0,ARCH.BIBLIOT.- O.COMPLEM.- (ATRIB.FUN.-I.T.),,,,305.29
5.0,33200.0,150.0,ESP. LECTURA.- PRODUCTIVIDAD,12131.35,,12131.35,11568.83
5.0,33200.0,151.0,ESP. LECTURA.- GRATIFICACIONES,24.07,,24.07,84.92
5.0,33200.0,16000.0,ESP. LECT.-SEGURIDAD SOCIAL,156634.97,7426.7,164061.67,161581.03
5.0,33200.0,20200.0,ESP.LECTURA.- ARRENDAMIENTO INMUEBLES,70780.76,,70780.76,39999.55
5.0,33200.0,220010.0,ESP.LECTURA.- PRENSA (3.4),19641.12,,19641.12,19083.44
5.0,33200.0,220011.0,ESP.LECTURA.- ADQUISICIÓN FONDOS BIBLIOGRÁFICOS,25000.0,,25000.0,19642.93
5.0,33200.0,22605.0,ESP.LECTURA.- CAMPANYA D'ANIMACIO A LA LECTURA,4000.0,,4000.0,3937.99
5.0,33200.0,6250013.0,ESP.LECTURA.- ADQUISICION LIBROS,,,,
5.0,33300.0,12000.0,PLANETARIO.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,15045.66
5.0,33300.0,12001.0,PLANETARIO.-SUELDOS DEL GRUPO A2,12906.52,,12906.52,
5.0,33300.0,12003.0,PLANETARIO.-SUELDOS DEL GRUPO C1,19769.68,,19769.68,20201.55
5.0,33300.0,12004.0,PLANETARIO.-SUELDOS DEL GRUPO C2,16757.16,,16757.16,17040.84
5.0,33300.0,12006.0,PLANETARIO.-TRIENIOS,9688.83,,9688.83,8301.42
5.0,33300.0,12100.0,PLANETARIO.-COMPLEMENTO DE DESTINO,36030.68,,36030.68,29874.88
5.0,33300.0,12101.0,PLANETARIO.-COMPLEMENTO ESPECÍFICO,72837.21,,72837.21,56280.7
5.0,33300.0,150.0,PLANETARIO.- PRODUCTIVIDAD,4398.67,,4398.67,3156.84
5.0,33300.0,151.0,PLANETARIO.- GRATIFICACIONES,1493.47,,1493.47,
