Número registro,Nombre tercero,Descripción,Fecha contable,Importe factura,Orgánica,Programa,Económica
2018.0006845,687 UTOPICA SL,"10/09/18. ORGANIZACION DE LA FERIA, MONTAJE Y DESMONTAJE, PROMOCION DE LAS MARCAS MARTE Y CASTELLON, ETC.5ª FIRA INTERNACIONAL D'ART CONTEMPORANI DE CASTELLÓ MARTE.",04/12/18,"18.029,00 ¤",4,33400,226090
2018.0006846,JUAN JOSE SANCHEZ LOPEZ SA,OCTUBRE 2018. SERVICIO DE INSTALACION Y RETIRADA DE LOS ESCENARIOS EN VIA PUBLICA Y EN EDIFICIOS MUNICIPALES DEL TERMINO DE CASTELLON. JGL 28/06/2018 (FORMALIZADO 03/08/18).,30/11/18,"5.315,58 ¤",5,15340,227991
2018.0006847,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,08/11/18. ASISTENCIA TECNICA EN INDICADORES DE GENERO EN EL MARCO DEL PROCESO DE PRESUPUESTOS CON ENFOQUE DE GENERO,28/12/18,"5.747,50 ¤",5,23102,227998
2018.0006850,INSTITUTO PARA EL DESARROLLO MUSICAL SL,"DEL 15 AL 29/10/18. REALIZACIÓN DE TRES ACTUACIONES CON GUITARRA DEL FESTIVAL FORTEA DENTRO DEL CICLO ""LOS LUNES CONCIERTO"".",29/11/18,"2.475,00 ¤",4,33400,226090
2018.0006851,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"OCTUBRE/18. LAVADO DE MOTOCICLETAS, VEHICULOS Y QUAD DE LA POLICIA LOCAL.",29/11/18,"356,95 ¤",5,13230,21400
2018.0006852,"IDEA PUBLICIDAD CASTELLON, S.L",DEL 24 AL 30/10/18. BANNER PUBLICITARIO S/CMPAÑA ASAMBLEA CIUDADANA EN VIVECASTELLON.COM,04/12/18,"363,00 ¤",1,92070,22602
2018.0006853,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"30/10/18. ACTIVIDAD DE NARRACIÓN ""CONTES DE POR PER RIURE"" DENTRO DE LA CAMPAÑA DE ANIMACION A LA LECTURA EN LAS BIBLIOTECAS Y ESPAIS DE LECTURA PUBLICS MUNICIPALS 2018.",29/11/18,"132,00 ¤",4,33210,226990
2018.0006854,DISMELCAS SL,DEL 4 AL 10/10/18. MATERIAL PARA SU USO POR JORNALS DE VILA.,29/11/18,"622,80 ¤",4,24130,221990
2018.0006855,"BALDOCER, S.A.",17/10/18. SUMINISTRO ROTULOS DE CALLES PARA SU POSTERIOR COLOCACIÓN.,29/11/18,"108,90 ¤",5,15350,221990
2018.0006856,"CACICAS, C.B",18/10/18. MATERIAL PARA SU USO POR BRIGADAS.,29/11/18,"3.460,60 ¤",5,15350,221990
2018.0006857,"CACICAS, C.B",DEL 1 AL 23/10/18. MATERIAL PARA SU USO POR BRIGADAS.,29/11/18,"1.446,88 ¤",5,15350,221990
2018.0006858,RICARDO PERIS MATERIALES SL,DEL 3 AL 28/09/18. MATERIAL DE CONSTRUCCIÓN PARA SU USO POR BRIGADAS.,29/11/18,"2.112,61 ¤",5,15350,221990
2018.0006859,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,OCTUBRE/18. PRENSA PARA BIBLIOTECA CENSAL.,29/11/18,"253,95 ¤",4,33210,220010
2018.0006860,ASOC GRUP AU D'ORNITOLOGIA,"OCTUBRE 18. SERVICIO DE SEGUIMIENTO, CONTROL, CENSO Y ELIMINACIÓN DE ALGUNAS ESPECIES DE AVIFAUNA URBANA DE LA CIUDAD DE CASTELLON Y CAMPAÑA DE CONCIENCIACION CIUDADANA.",20/12/18,"1.761,32 ¤",5,17000,227990
2018.0006861,CASTALIA NEUMATICOS SLU,31/10/18. REPARACIÓN VEHICULO MATRICULA 1368-BDH DE BRIGADAS.,29/11/18,"136,93 ¤",5,92040,21400
2018.0006862,CASTALIA NEUMATICOS SLU,15/10/18. REPARACIÓN PINCHAZO RUEDA DEL VEHICULO MATRICULA CS-1551-AM DE BRIGADAS.,29/11/18,"18,73 ¤",5,92040,21400
2018.0006863,"TALLERES SAMPORTS, S.L.",DEL 18 AL 30/10/18. MATERIAL PARA SU USO POR BRIGADAS.,29/11/18,"2.547,68 ¤",5,15350,221990
2018.0006864,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"25/10/18. SUMINISTRO DE CARTEL SEÑALIZADOR DEL PROYECTO ET FORMEM CASTELLÓ II, NECESARIO PARA CUMPLIR LAS INSTRUCCIONES DE CONSELLERÍA SOBRE IDENTIFICACIÓN Y DIFUSIÓN DE SU UBICACIÓN Y FINANCIACIÓN. DEC 12/10/2018",27/11/18,"471,90 ¤",4,24124,22199
2018.0006866,"DISTRIBUCION DE AGUAS MINEROMEDICINALES, S.L.",31/10/18. SUMINISTRO BOTELLAS DE AGUA PARA LOS PARTICIPANTES EN EL APLEC CORALS CIUTAT DE CASTELLÓ.,04/12/18,"66,55 ¤",4,33400,226090
2018.0006867,"SVS AUXILIARES, S.L.",14 Y 15/04/18. SERVICIO EXTRAORDINARIO DE CONSERJERIA CON MOTIVO DE LA FERIA REFORCAS 2018 CELEBRADO EN EL PALAU DE LA FESTA.,04/12/18,"318,27 ¤",5,92031,21200
2018.0006868,"SVS AUXILIARES, S.L.",JUNIO/18. SERVICIO DE LIMPIEZA DEL PALAU DE LA FESTA CON MOTIVO DE LA CELEBRACIÓN DEL ACTO DE LA ACADEMIA COMPASOS Y DE HUELLAS CALLEJERAS.,04/12/18,"713,37 ¤",5,92031,21200
2018.0006870,"BARRACHINA VILLENA, S.L.",09/11/18. SUMIINISTRO 2000 PIN FOTOGRABADO BAÑO PLATA PARA OBSEQUIOS PROTOCOLARIOS.,28/12/18,"1.839,20 ¤",1,91201,226010
2018.0006871,"SVS AUXILIARES, S.L.",MAYO/18. SERVICIO DE CONSERJERÍA PRESTADO POR LA CLAUSURA DEL CURSO ANUAL DE LA ASOCIACION DE PRIMER MOLI CELEBRADA EN EL PALAU DE LA FESTA,04/12/18,"126,22 ¤",5,92031,21200
2018.0006872,VIVERS CENTRE VERD SAU,"OCTUBRE 18.  LOTE 4 (RESTO DE ZONAS VERDES) CONTRATO CONSERVACION, SUMINISTRO Y MANTENIMIENTO  VEGETALES Y MATERIALES PARQUES Y JARDINES DE CASTELLON. JGL 27/04/18 (FORMALIZADO 31/05/18).",30/11/18,"481.587,18 ¤",5,17100,227990
2018.0006873,SUMINISTROS CERRAJEROS CASTALIA SL,31/10/18. MATERIAL DE CARPINTERIA PARA SU USO POR BRIGADAS.  ,13/12/18,"859,64 ¤",5,15350,221990
2018.0006875,"RECA HISPANIA, S.A.U",31/10/18. MATERIAL PARA SU USO POR BRIGADAS.,13/12/18,"4.104,31 ¤",5,15350,221990
2018.0006876,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"08/11/18. REALIZACIÓN DE LOS SERVICIOS NECESARIOS PARA EL DESARROLLO DE LA X EDICION DE LAS JORNADAS ""INNOVACION Y GESTION EN EL COMERCIO"". DEC 8/03/2018",04/12/18,"3.500,00 ¤",4,43100,227062
2018.0006877,WALHALLA DATA CENTER SERVICES S.L,OCTUBRE/18. SERVICIO DE ALOJAMIENTO DE SERVIDORES Y ALMACENAMIENTO CORPORATIVOS EN UN CENTRO DE PROCESO DE DATOS EXTERNO,13/12/18,"1.822,84 ¤",3,92053,20602
2018.0006878,T-SYSTEMS ITC IBERIA SAU,"OCTUBRE 18. SERVICIO DE MANTENIMIENTO DE APLICACIONES: PAC, GESTION TRIBUTARIA, C.E. EJECUTIVA, CONV. ELECTORALES, MULTAS, PADRON HABITAN. Y DERIV RESPONSABILIDAD.",04/12/18,"4.999,09 ¤",3,92052,21610
2018.0006880,SERVIECOLOGIA Y TRATAMIENTO DE AGUAS SL,OCTUBRE 18. CONTRATACION SERVICIO DE CONTROL ANALITICO DE LAS MASAS DE AGUA DE LA MARJALERIA (TANDA DE ANALISIS).  DEC 01/03/17 (FORMALIZADO 13/03/17).,27/11/18,"6.196,41 ¤",5,17000,227992
2018.0006881,ANDACAR 2000 SA,OCTUBRE 18. LOTE 1.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 12 VEHICULOS PATRULLA TOTALMENTE EQUIPADOS CON DESTINO A LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 26/4/18 Y 6/6/18.,30/11/18,"9.449,99 ¤",5,13230,20400
2018.0006882,ANDACAR 2000 SA,OCTUBRE 18. LOTE 2.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 12 VEHICULOS PATRULLA TOTALMENTE EQUIPADOS CON DESTINO A LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 09/4/18.,30/11/18,"8.313,53 ¤",5,13230,20400
2018.0006883,ANDACAR 2000 SA,OCTUBRE18. LOTE 4.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA JEFATURA DE LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 18/4/18.,30/11/18,"782,14 ¤",5,13230,20400
2018.0006884,ANDACAR 2000 SA,OCTUBRE 18. LOTE 5. CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA JEFATURA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 18/4/18.,30/11/18,"831,57 ¤",5,13230,20400
2018.0006885,ANDACAR 2000 SA,OCTUBRE 18. LOTE 6.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 2 VEHICULOS TOTALMENTE EQUIPADOS CON DESTINO A LA UCE DE LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 27/4/18.,30/11/18,"1.763,05 ¤",5,13230,20400
2018.0006886,ANDACAR 2000 SA,OCTUBRE 18. LOTE 7.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 2 VEHICULOS TOTALMENTE EQUIPADOS CON DESTINO A POLICIA PROXIMIDAD Y GPO.OPER.TRAFICO DE POLIC. LOCAL DE CASTELLON.JGL 26/01/18(FORMALIZADO 01/03/18)ACTA ENTREGA 27/4/18.,30/11/18,"1.823,19 ¤",5,13230,20400
2018.0006887,ANDACAR 2000 SA,OCTUBRE 18. LOTE 8.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA POLICIA JUDICIAL (UNIDAD ESPECTAC. PCOS Y ACTIVID.)DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,30/11/18,"582,59 ¤",5,13230,20400
2018.0006888,ANDACAR 2000 SA,OCTUBRE 18. LOTE 9.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA POLICIA JUDICIAL (UNIDAD VIOLENCIA GENERO) DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,30/11/18,"582,61 ¤",5,13230,20400
2018.0006889,ANDACAR 2000 SA,OCTUBRE18. LOTE 10.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA POLICIA JUDICIAL (UNIDAD POLICIA ADMINISTRATIVA) DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,30/11/18,"582,61 ¤",5,13230,20400
2018.0006890,ANDACAR 2000 SA,OCTUBRE 18. LOTE 11.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA UNIDAD DE POLICIA CICLISTA (TRANSP.BICICLETA) DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 27/4/18.,30/11/18,"928,56 ¤",5,13230,20400
2018.0006891,ANDACAR 2000 SA,OCTUBRE 18. LOTE 12.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO  PATRULLERO CAMUFLADO TOTALMENTE EQUIPADO CON DESTINO A  LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,30/11/18,"416,14 ¤",5,13230,20400
2018.0006892,ANDACAR 2000 SA,OCTUBRE 18. ARRENDAMIENTO DE UN FURGON DE ATESTADOS TOTALMENTE EQUIPADO PARA LA POLICIA LOCAL. JGL 7/07/17 (FORMALIZADO 19/7/17) ACTA ENTREGA 28/08/17.,30/11/18,"1.783,50 ¤",5,13250,20400
2018.0006893,ANDACAR 2000 SA,OCTUBRE18. ARRENDAMIENTO DE UN VEHICULO PARA LA ALCALDIA DEL AYUNTAMIENTO DE CASTELLON.,04/12/18,"713,90 ¤",1,91201,20400
2018.0006894,JUAN JOSE SANCHEZ LOPEZ SA,"OCT./18 CERTIF. IMPLANTACIÓN DE CARRIL BICI EN CIUDAD DEL TRANSPORTE,AV.CASALDUCH Y GRAN VIA TARREGA MONTEBLANCO JGL 27/04/2018.",30/11/18,"273.387,12 ¤",5,15115,6090118
2018.0006895,"DIARIO DIGITAL DE CASTELLON, S.L.",31/10/18. BANNER PUBLICITARIO PARA PROMOCIONAR LA ASAMBLEA CIUDADANA EN CASTELLON INFORMACION,18/12/18,"363,00 ¤",1,92070,22602
2018.0006896,RESTAURANTE BRISAMAR GRUP BETXI SL,29/10/18. COMIDA CON MOTIVO DE LA CELEBRACIÓN DEL XIII ENCUENTRO DE ÓRGANOS ECONÓMICO-ADMINISTRATICOS.,29/11/18,"364,00 ¤",3,93210,22606
2018.0006897,ASOC AMIGOS MIRA ESPAÑA,03/11/18. REALIZACIÓN DE PINTA CARAS Y BAILES TÍPICOS DENTRO DE LA FIESTA INTERCULTURAL DE NIÑOS Y NIÑAS.,29/11/18,"100,00 ¤",5,23111,226990
2018.0006898,ASOC VIVA CUBA CASTELLON,05/11/18. PARTICIPACIÓN DENTRO DE LA CAMPAÑA FIESTA INTERCULTURAL DE NIÑOS Y NIÑAS.,29/11/18,"100,00 ¤",5,23111,226990
2018.0006899,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,03/11/18. EMISIÓN DE CUÑAS PUBLICITARIAS Y RETRANSMISIÓN DE  LA CELEBRACIÓN DEL DÍA DE LOS NIÑOS.,29/11/18,"500,00 ¤",5,23111,226990
2018.0006900,ASOC VEUS ATREVIDES,05/11/18. ACTUACIÓN DENTRO DEL CICLO DE MUSICA Y DANZA EN LAS ERMITAS DE CASTELLON.,29/11/18,"300,00 ¤",4,33430,226991
2018.0006901,"PASTELERIA BENAGES,C.B.",28/10/18. SERVICIO CATERING CON MOTIVO DE LA PRESENTACIÓN DE LA DIFUSIÓN DEL PLAN DEPARTAMENTAL DE PROTECCIÓN CIVIL.,29/11/18,"205,00 ¤",5,13500,22602
2018.0006902,GABINETE MARAL CONSULTORES SL,OCTUBRE/18. TALLER DE ENTRENAMIENTO COGNITIVO PARA GENTE MAYOR.,29/11/18,"925,71 ¤",5,23105,227998
2018.0006903,JARDINERIA DE CASTELLON SL,OCTUBRE 18. SERVICIO DE MANTENIMIENTO DE LAS ZONAS DE ESPARCIMIENTO CANINO DE CASTELLON DE LA PLANA  JGL 13-11-2015. (FORMALIZACIÓN 24-11-15) JGL 27/10/17.,30/11/18,"3.502,18 ¤",5,31100,2279912
2018.0006904,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"R22/10/18. DESPLAZAMIENTO Y RETIRADA DE UN VEHICULO PARA SU USO EN UN CURSO DE INVESTIGACIÓN DE ACCIDENTES DIRIGIDOS AL PERSONAL DE LA POLICIA LOCAL, AGENTES DE MOVILIDAD URBANA Y BOMBEROS.",29/11/18,"72,60 ¤",5,13200,22606
2018.0006908,EMPRESA MIXTA NUEVO CEMENTERIO DE CASTELLON,06/11/18. SERVICIO INHUMACIÓN RAFAEL MEDINA SERRANO.,29/11/18,"363,00 ¤",5,31100,227994
2018.0006911,UNIDAD CANINA BUSQUEDA Y RESCATE DE CASTELLON,27/10/18. EXHIBICIÓN CANINA DENTRO DEL FESTIVAL DE ADOPCIÓN CAMPAÑA TENENCIA RESPONSABLE DE ANIMALES.,27/11/18,"250,00 ¤",5,31100,226992
2018.0006913,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,05/11/18. NOTA SIMPLE INFRACCIÓN URBANISITICA Nº 15/17 SITA EN CARRETERA Nº-125 ENTRADOR ACCESO A LA CENTRAL TÉRMICA.,13/12/18,"94,54 ¤",5,15121,22604
2018.0006914,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,05/11/18. NOTA SIMPLE INFRACCIÓN URBANISTICA Nº 83/17 SITA PARCELA CAMINO SERRALLO Nº SL-15.,13/12/18,"101,81 ¤",5,15121,22604
2018.0006915,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"05/11/18. NOTA SIMPLE INFRACCIÓN URBANISTICA Nº 27/17 SITA CUADRA PORTOLÉS PO-7, PO-9 Y PO-11 POL. 83 PARCELA 3 (PARTIDA BENADRESA).",13/12/18,"47,27 ¤",5,15121,22604
2018.0006916,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,05/11/18. SUMINISTRO MATERIAL Y PIENSO PARA LOS CANES DE LA POLICIA LOCAL.,29/11/18,"1.054,37 ¤",5,13230,226991
2018.0006917,AUTO-RECAMBIOS JAIME SL,06/11/18. SUMINISTRO GARRAFA 10 L ADBLUE PARA POLICIA LOCAL.,29/11/18,"62,92 ¤",5,13230,221990
2018.0006918,"COMPONENTES ELECTRON CASTALIA,S.L.",31/10/18. SUMINISTRO MATERIALES ELÉCTRICOS PARA EL MONTAJE Y MANTENIMIENTO DE INSTALACIONES DE ENERGÍAS RENOVABLES DEL PROYECTO T'AVALEM CASTELLÓ ENCLAU JOVE II. DEC 4/10/2018 (APORTACIÓN MUNICIPAL),27/11/18,"3.754,27 ¤",4,24120,22199
2018.0006921,ESPECTACULOS TALIA SL,"07/11/18. . ALQUILER, TRANSPORTE, MONTAJE Y DESMONTAJE 120 SILLAS, 50 MESAS Y UN CASTILLO HINCHABLE  CON MOTIVO DE LA CELEBRACIÓN DE LA IV FIESTA INTERCULTURAL PARA LOS NIÑOS Y NIÑAS",04/12/18,"805,62 ¤",5,23111,226990
2018.0006922,"RECIPLASA, RECICLADOS DE RESIDUOS LA PLANA, S.A.","OCTUBRE 18. PRESTACION DEL SERVICIO DE TRANSPORTE, TRATAMIENTO Y ELIMINACION DE RESIDUOS SOLIDOS URBANOS, PLENO 25-03-94",30/11/18,"561.825,96 ¤",5,16230,227990
2018.0006923,"GRAFICAS CASTAÑ, S.L.",OCTUBRE/18. IMPRESION 3000 EJEMPLARES DE LA AGENDA CULTURAL S/DEC 31/01/2018,04/12/18,"716,35 ¤",4,33400,226021
2018.0006924,"BECSA, S.A.U.",OCT./18 CERTIF. 4 CONSTRUCCIÓN DE PUENTE SOBRE EL RIO SECO EN  LA PROLONGACIÓN DE LA C/.JESUS MARTI MARTIN HACIA LA AV.ALCORA Y REMODELACIÓN DE LA ROTONDA EXISTENTE JGL 04/05/2018.,30/11/18,"45.339,55 ¤",5,15115,6090218
2018.0006925,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DEL 27/08 AL 30/11/18. ASISTENCIA TÉCNICA PARA LA REALIZACIÓN DE TRES  DIAGNÓSTICOS DE GÉNERO EN LAS ÁREAS DE RRHH, SERVICIOS PÚBLICOS Y SEGURIDAD PÚBLICA, S/ DECRETO DE 23/08/2018.",10/12/18,"5.247,17 ¤",5,23102,227998
2018.0006926,CLEMENTE PIANOS SL,12/11/18. AFINACION PIANO GRAN COLA PARA CELEBRACIÓN DEL APLEC DE CORALS EN EL AUDITORIO.,04/12/18,"218,04 ¤",4,33400,226090
2018.0006927,ECODIMENSION SL,"DEL 2/10 AL 30/11/18. EXPOSICIÓN ""HISTORIA DE LA BICICLETA"" CELEBRADA EN EL PLANETARIO.",13/12/18,"4.444,33 ¤",4,33300,22706
2018.0006928,"SERVICIOS DE LEVANTE, S.A.","OCTUBRE 2018. SERVICIO LIMPIEZA EDIFICIOS Y DEPENDENCIAS DEL AYUNTAMIENTO DE CASTELLON  JGL 20/02/15 (FORMALIZADO 16/03/15) 1ª PRORROGA  JGL 10/3/17, MODIF.CTO JGL 20/10/17.",30/11/18,"87.061,07 ¤",5,92031,227000
2018.0006929,FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA,OCTUBRE 2018. SERVICIO LIMPIEZA COLEGIOS PUBLICOS EN CASTELLON. JGL 6/2/15 (FORMALIZADO 16/3/15) REAJUSTE ANUALIDADES 1ª PRORROGA JGL.10/3/17.,30/11/18,"211.409,70 ¤",4,32300,22700
2018.0006930,EDITORIAL PRENSA VALENCIANA SA,01/10/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA DE SESIONES INFORMATIVAS PGU EN DIARIO LEVANTE.,18/12/18,"987,36 ¤",5,15111,22602
2018.0006931,EDITORIAL PRENSA VALENCIANA SA,09/10/18. INSERCIÓN PUBLICITARIA S/PROGRAMACIÓN FESTIVIDAD 9 D'OCTUBRE EN DIARIO LEVANTE.,18/12/18,"968,00 ¤",1,92070,22602
2018.0006932,EDITORIAL PRENSA VALENCIANA SA,10/10/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA MONSTRA D'ARTS ESCENIQUES EN DIARIO LEVANTE.,18/12/18,"987,36 ¤",1,92070,22602
2018.0006933,EDITORIAL PRENSA VALENCIANA SA,11/10/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA MONSTRA D'ARTS ESCENIQUES EN DIARIO LEVANTE.,18/12/18,"987,36 ¤",1,92070,22602
2018.0006934,EDITORIAL PRENSA VALENCIANA SA,22 Y 29/10/18. INSERCIIÓN PUBLICITARIA S/CAMPAÑA DE EXPOSICIÓN PÚBLICA DEL PGOU EN DIARIO LEVANTE.,18/12/18,"1.974,72 ¤",1,92070,22602
2018.0006935,EDITORIAL PRENSA VALENCIANA SA,27/10/18. INSERCIÓN PUBLICITARIA S/CELEBRACIÓN ASAMBLEA CIUDADANA EN DIARIO LEVANTE.,18/12/18,"1.442,32 ¤",1,92070,22602
2018.0006936,PAVASAL EMPRESA CONSTRUCTORA SA,OCTUBRE/18. CERTIFICACION 4  FINALIZACIÓN DE LA URBANIZACIÓN DE LA UNIDAD DE EJECUCIÓN UE-36 R DEL PGOU JGL 3/08/2017 Y MODIFICADO JGL 14/09/2018.,07/12/18,"46.039,97 ¤",5,15112,6090318
2018.0006937,FERRETERIA ESCRIG SL,31/10/18. MATERIAL DE FERRETERIA PARA SU USO POR POLICIA.,13/12/18,"48,63 ¤",5,13230,221990
2018.0006938,RENTOKIL INITIAL ESPAÑA SA,OCTUBRE 18. SERVICIO DE GESTION DE RESIDUOS SANITARIOS DE HIGIENE INTIMA Y SERVICIO BACTERIOSTATICO DEL AYUNTAMIENTO DE CASTELLON. DEC 29/11/16 (FORMALIZADO 14/12/16).,27/11/18,"677,44 ¤",5,92031,227001
2018.0006939,"LABORATORIO DR F ECHEVARNE, ANALISIS SA",31/10/18. ANÁLISIS CUANTITATIVO DE DROGAS POLICIA LOCAL.,04/12/18,"665,50 ¤",5,13250,227990
2018.0006940,TALHER SA,OCTUBRE 2018. CAMPAÑA CONTRA EL PICUDO ROJO DE LAS PALMERAS JGL 23-12-15. (FORMALIZADO 19-01-16).,30/11/18,"2.092,47 ¤",5,17100,227991
2018.0006941,GRUPO CANO LOPERA SL,OCTUBRE 18. TRAB.EXTRAORDINARIOS SERV.CONSERV.Y MANT.INSTALACIONES DE PROTEC.CONTRA INCENDIOS EN EDIFICIOS Y DEPEND. AYTO. JGL 27/3/15 (FORMALIZ. 30/4/15) PRORROGA JGL 23/3/18.,30/11/18,"2.215,51 ¤",5,92031,21301
2018.0006942,GRUPO CANO LOPERA SL,"AGOSTO, SEPTIEMBRE Y OCTUBRE 18. TRABAJOS ORDINARIOS SERVICIO DE CONSERVACION Y MANTENIMIENTO DE INSTALACIONES DE PROTECCION CONTRA INCENDIOS EN EDIFICIOS Y DEPENDENCIAS DEL AYUNTAMIENTO. JGL 27/3/15 (FORMALIZADO 30/4/15) PRORROGA 17/3/17.",30/11/18,"11.629,90 ¤",5,92031,21301
2018.0006943,CRUZ ROJA ESPAÑOLA,27/10/18. JUEGOS SOBRE LA SITUACION DE PERSONAS REFUGIADAS.CAMPAÑA LA DIVERSIDAD NUESTRA MEJOR OPCION. FIESTA INTERCULTURAL DE NIÑOS/AS EN LA PLAZA HUERTOS SOGUEROS DE CASTELLON,04/12/18,"100,00 ¤",5,23111,226990
2018.0006944,CULTURA ATOMICA SLU,"29/10/18. CONCIERTO DE ""ALTIN GÜN"" DENTRO DEL CICLO DE CONCIERTOS DE MUSICA INDEPENDIENTE.",04/12/18,"1.452,00 ¤",4,33400,226090
2018.0006945,COOP AGRICOLA SAN ISIDRO CS,31/10/18. SUMINISTRO DE MATERIALES Y HERRAMIENTAS AGRICOLAS PARA SU USO POR LOS OPERARIOS DEL SEPE 2018.,04/12/18,"3.998,61 ¤",5,17000,221991
2018.0006946,AUTOCARES MESEGUER SL,DEL 24 AL 27/10/18. SERVICIO DE TRANSPORTE DESDE OROPESA HASTA LA FACULTAD DE LA SALUD (UJI)  PARA LAS JORNADAS ESTATES DE ESTUDIANTES DE MEDICINA.,04/12/18,"1.400,00 ¤",4,33700,226092
2018.0006947,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"06/11/18. IMPRESIÓN DE LONA PARA LA EXPOSICIÓN, IMPRESIÓN DE CARTELES E IMPRESIÓN, PLASTIFICADO Y CORTE DE LAS FICHAS IDENTIFICATIVAS DE LAS ESPECIES QUE SE EXPONDRÁN DENTRO DE LA EXPOSICIÓN JORNADAS MICOLÓGICAS ASMICAS.",04/12/18,"243,21 ¤",4,33400,227061
2018.0006948,AS.COLOMBIANA HISPANO AMERICANA UN SOLO CORAZON,05/11/18. REALIZACIÓN TALLER INFANTIL DE PINTA CARAS Y BAILES DENTRO DE LA IV FIESTA INTERCULTURAL PARA LOS NIÑOS Y LAS NIÑAS.,04/12/18,"100,00 ¤",5,23111,226990
2018.0006949,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"07/11/18. SERVICIO DE DISEÑO Y MAQUETACIÓN DEL DOCUMENTO ""MODEL PEDAGÒGIC ETAPA 0 A 3 AÑOS"".",29/11/18,"556,60 ¤",4,32000,226994
2018.0006951,UTE PINAR (GPO CANO LOPERA Y MANT. ENTORNO URBANO),"OCTUBRE 18. LOTE 3 (PARQUE DEL PINAR) CONTRATO CONSERVACION, SUMINISTRO Y MANTENIMIENTO  VEGETALES Y MATERIALES PARQUES Y JARDINES DE CASTELLON. JGL 18/05/18 Y REAJUSTE. JGL 7/09/18.",07/12/18,"17.534,05 ¤",5,17100,227990
