Factura,Nombre o razón social (Tercero),Descripción,Fecha contabilización,Importe factura,Orgánica,Programa,Económica
2019.0001805,"GESTIONA CULTURA, S.L.U.",17/03/19. ACTIVIDAD DE JUEGOS TRADICIONALES DENTRO DE LA CAMPAÑA SENTIM ELS PARCS.,15/04/2019,"363,00 €",4,32000,226994
2019.0000419,"GESTIONA CULTURA, S.L.U.","20/01/19. JUEGOS DE MADERA CON MOTIVO DE LA CAMPAÑA ""SENTIM ELS PARCS"" EN EL BULEVAR BLASCO IBAÑEZ",19/02/2019,"363,00 €",4,32000,226994
2019.0002816,"GESTIONA CULTURA, S.L.U.","28/04/19. JUEGOS DE MADERA EN EL PARQUE GEÓLOGO JOSÉ ROYO DENTRO DE LA CAMPAÑA ""SENTIM ELS PARCS"" 2019",15/05/2019,"363,00 €",4,32000,226994
2019.0001941,"GESTIONA CULTURA, S.L.U.",DEL 11 AL 22/03/19. SERVICIO DE DINAMIZACIÓN PEDAGÓGICA DEL ESPACIO DE LA ERMITA DE LA MAGDALENA Y EL CASTELL VELL,30/04/2019,"5.472,50 €",4,33430,226991
2019.0001603,ENVIDEA MULTIMEDIA SL,11/02/19. SERVICIO DE PRODUCCIÓN LIVE PLENO EXTRAORDINARIO CON 2 CÁMARAS.,08/04/2019,"484,00 €",3,92053,227060
2019.0000181,ENVIDEA MULTIMEDIA SL,20/12/18. SERVICIO DE PRODUCCION LIVE PLENO CON 2 CÁMARAS.,19/02/2019,"484,00 €",3,92053,227060
2019.0001045,ENVIDEA MULTIMEDIA SL,25/01/19. SERVICIO DE PRODUCCIÓN LIVE PLENO EXTRAORDINARIO CON 2 CÁMARAS.,04/03/2019,"484,00 €",3,92053,227060
2019.0001604,ENVIDEA MULTIMEDIA SL,28/02/19. SERVICIO DE PRODUCCIÓN LIVE PLENO CON 2 CÁMARAS.,08/04/2019,"484,00 €",3,92053,227060
2019.0001606,ENVIDEA MULTIMEDIA SL,31/01/19. SERVICIO DE PRODUCCIÓN LIVE PLENO CON 2 CÁMARAS.,08/04/2019,"484,00 €",3,92053,227060
2019.0003303,ENVIDEA MULTIMEDIA SL,ABRIL/19. SERVICIO DE PRODUCCIÓN LIVE CON 2 CÁMARAS EN LOS PLENOS.,12/06/2019,"1.452,00 €",3,92053,227060
2019.0002578,ENVIDEA MULTIMEDIA SL,MARZO/19. SERVICIO DE PRODUCCIÓN LIVE PLENO CON 2 CÁMARAS.,15/05/2019,"968,00 €",3,92053,227060
2019.0000973,BDMED 2010 SL,ENERO 19. SUMINISTRO DE COMBUSTIBLE PARA LA CALEFACCIÓN DE COLEGIOS PUBLICOS Y DEPENDENCIAS MUNICIPALES. JGL 09/06/17 (FORMALIZADO 5/07/17).,01/03/2019,"17.018,94 €",,,
2019.0001536,BDMED 2010 SL,FEBRERO 19. SUMINISTRO DE COMBUSTIBLE PARA LA CALEFACCIÓN DE COLEGIOS PUBLICOS Y DEPENDENCIAS MUNICIPALES. JGL 09/06/17 (FORMALIZADO 5/07/17).,22/03/2019,"13.381,33 €",,,
2019.0003726,AUDITESA SL,28/05/19. SERVICIOS DE AUDITORÍA ENERGÉTICA PARA LA SOLICITUD DE SUBVENCIONES A PROYECTOS SINGULARES DE LAS ENTIDADES LOCALES QUE FAVOREZCAN EL PASO A UNA ECONOMÍA BAJA EN CARBONO.,13/06/2019,"6.025,80 €",1,91202,227060
2019.0002936,PAYNOPAIN SOLUTIONS SL,ABRIL/19. SERVICIO MANTENIMIENTO DE LA WEB PLAN GENERAL DEL AYUNTAMIENTO,29/05/2019,"544,50 €",3,92053,20900
2019.0000047,PAYNOPAIN SOLUTIONS SL,DICIEMBRE/18. SERVICIO MANTENIMIENTO DE LA WEB PLAN GENERAL DEL AYUNTAMIENTO. DEC 17/07/18,18/02/2019,"544,50 €",3,92053,20900
2019.0000667,PAYNOPAIN SOLUTIONS SL,ENERO/19. SERVICIO MANTENIMIENTO DE LA WEB PLAN GENERAL DEL AYUNTAMIENTO,04/03/2019,"544,50 €",3,92053,20900
2019.0001343,PAYNOPAIN SOLUTIONS SL,FEBRERO/19. SERVICIO MANTENIMIENTO DE LA WEB PLAN GENERAL DEL AYUNTAMIENTO,27/03/2019,"544,50 €",3,92053,20900
2019.000215,PAYNOPAIN SOLUTIONS SL,MARZO/19. SERVICIO MANTENIMIENTO DE LA WEB PLAN GENERAL DEL AYUNTAMIENTO,30/04/2019,"544,50 €",3,92053,20900
2019.0000398,"SOLUCIONES CUATROOCHENTA, S.L.",DE ENERO A JULIO/19. INSERCIÓN PUBLICITARIA Y CONTRAPORTADA PROGRAMA DE MANO NOMEPIERDONIUNA Y ESPAI MENUT.,20/03/2019,"2.238,50 €",1,92070,22602
2019.00018,RUNNERS'S HOME SL,"28/02/19. ADQUISICIÓN DE 1000 CAMISETAS DESTINADAS A LA CELEBRACIÓN DE LA 1ª ""MARXA SOLIDARIA PER LA SALUT MENTAL A CASTELLÓ"" ORGANIZADA POR LA ASOCIACIÓN DE FAMILIARES POR LOS DERECHOS DEL ENFERMO MENTAL (AFDEM).",15/04/2019,"3.321,45 €",5,23104,226990
2019.0001465,"MATERIALES DE CONST FADRELL, S.L.L",28/02/19. MATERIAL DE CONSTRUCCIÓN PARA SU USO POR BRIGADAS.,15/04/2019,"1.681,51 €",5,15350,221990
2019.0002266,"MATERIALES DE CONST FADRELL, S.L.L",29/03/19. MATERIAL PARA SU USO POR BRIGADAS.,12/06/2019,"516,14 €",5,15350,221990
2019.0002267,"MATERIALES DE CONST FADRELL, S.L.L","29/03/19. MATERIALES ALBAÑILERÍA (LADRILLOS, CEMENTO, ARENA, YESO...) PARA LAS PRÁCTIVAS DEL MÓDULO REVESTIMIENTOS CON PASTAS Y MORTEROS EN CONSTRUCCIÓN, NIVEL 2 PROYECTO T'AVALEM CASTELLÓ ENCLAU JOVE II. SUBV. SERVEF. DEC 29/01/2019",13/05/2019,"4.466,41 €",4,24122,22199
2019.0000972,"MATERIALES DE CONST FADRELL, S.L.L",31/01/19. MATERIAL DE CONSTRUCCIÓN PARA SU USO POR BRIGADAS.,27/03/2019,"972,53 €",5,15350,221990
2018.0008831,"MATERIALES DE CONST FADRELL, S.L.L",DEL 3 AL 26/12/18. MATERIAL DE CONSTRUCCIÓN PARA SU USO POE BRIGADAS.,22/01/2019,"443,48 €",5,15350,221990
2019.0003395,"INTEGRAL DE COMUNICACION Y EVENTOS, S.L",24/04/19. SERVICIO DE EDICIÓN DE VALES DESCUENTO EN COMPRAS EN EL MERCADO CENTRAL PARA LOS PARTICIPANTES EN LA CRONOESCALADA AL FADRÍ QUE SE REALIZARÁ EN EL EJERCICIO 2019.DEC 22/02/2019,05/06/2019,"1.000,00 €",4,43100,226996
2019.0003017,NOSTRAVANT SLL,ABRIL 2019. ARRENDAMIENTO SIN OPCION DE COMPRA DE EQUIPOS INFORMATICOS(65 ORDENADORES) PARA LAS AULAS DE INFORMATICA DEL AYUNTAMIENTO. DEC 24-09-15 (ACTA RECEPCION 27-10-15).,15/05/2019,"998,25 €",3,92053,20600
2019.0000094,NOSTRAVANT SLL,"DICIEMBRE 18. ARRENDAMIENTO SIN OPCION DE COMPRA DE EQUIPOS INFORMATICOS(65 ORDENADORES) PARA LAS AULAS DE INFORMATICA DEL AYUNTAMIENTO. DEC 24-09-15 (ACTA RECEPCION 27-10-15).
",03/02/2019,"998,25 €",3,92053,20600
2019.0000894,NOSTRAVANT SLL,ENERO 19.  ARRENDAMIENTO SIN OPCION DE COMPRA DE EQUIPOS INFORMATICOS(65 ORDENADORES) PARA LAS AULAS DE INFORMATICA DEL AYUNTAMIENTO. DEC 24-09-15 (ACTA RECEPCION 27-10-15).,01/03/2019,"998,25 €",3,92053,20600
2019.0001518,NOSTRAVANT SLL,FEBRERO 19. ARRENDAMIENTO SIN OPCION DE COMPRA DE EQUIPOS INFORMATICOS(65 ORDENADORES) PARA LAS AULAS DE INFORMATICA DEL AYUNTAMIENTO. DEC 24-09-15 (ACTA RECEPCION 27-10-15).,20/03/2019,"998,25 €",3,92053,20600
2019.0002116,NOSTRAVANT SLL,MARZO 19.  ARRENDAMIENTO SIN OPCION DE COMPRA DE EQUIPOS INFORMATICOS(65 ORDENADORES) PARA LAS AULAS DE INFORMATICA DEL AYUNTAMIENTO. DEC 24-09-15 (ACTA RECEPCION 27-10-15).,15/04/2019,"998,25 €",3,92053,20600
2019.0002463,REHABICONS OBRAS SL,05/04/19. MINUTA DE HONORARIOS TÉCNICOS POR LOS TRABAJOS EN LA REDACCIÓN DE ANEXOS DE LA REMODELACIÓN DEL PARQUE DE LA PANDEROLA.,15/05/2019,"5.844,30 €",5,15300,227060
2019.0001806,RAFASPORT SL,18/03/19.  CAMISETAS IDENTIFICATIVAS CON MOTIVO DEL VIAJE DE VOLUNTARIOS A GHANA QUE TENDRÁ LUGAR ENTRE LOS DÍAS 21 Y 29 DE MARZO.,15/04/2019,"230,00 €",5,23106,226990
2019.0001742,ESCENOART CULTURA SLU,"11/03/19. CONCIERTO DEL GRUPO ALVARO DE LA PUERTA SWING TRÍO DENTRO DE LA CAMPAÑA ""LOS LUNES CONCIERTO"".",15/04/2019,"1.149,50 €",4,33400,226090
2019.0000909,ESCENOART CULTURA SLU,5 Y 6/02/19. PARTICIPACIÓN EN EL CONGRES D´ARTS ESCÈNIQUES DE CASTELLÓ,04/03/2019,"2.722,50 €",4,33400,226090
2019.0001379,"DIARIO DIGITAL DE CASTELLON, S.L.",01/03/19. VIDEO PROMOCIONAL S/CAMPAÑA DECIDIM CASTELLÓ EN CASTELLON INFORMACIÓN.,26/04/2019,"363,00 €",1,92070,22602
2019.0001384,"DIARIO DIGITAL DE CASTELLON, S.L.",04/03/19. INSERCION BANNER PUBLICITARIO S/PROMOCIÓN DEL CARNAVAL EN CASTELLON INFORMACION,26/04/2019,"726,00 €",1,92070,22602
2019.000312,"DIARIO DIGITAL DE CASTELLON, S.L.",04/05/19. INSERCIÓN BANNER PUBLICITARIO S/PLAN DE IMPULSO DE LA ADMINISTRACIÓN ELECTRÓNICA (PIAE) EN CASTELLON INFORMACIÓN.,03/06/2019,"726,00 €",1,92070,22602
2019.0000292,"DIARIO DIGITAL DE CASTELLON, S.L.",07/01/19. BANNER PUBLICITARIO S/AVTIVIDADES CAMPAÑA DE NAVIDAD EN CASTELLON INFORMACION,20/03/2019,"968,00 €",1,92070,22602
2019.0001378,"DIARIO DIGITAL DE CASTELLON, S.L.",25/02/19. INSERCION BANNER PUBLICITARIO S/MARATÓN BP CASTELLÓ Y EL 10K CIUTAT DE CASTELLÓ EN EN CASTELLON INFORMACION,26/04/2019,"363,00 €",1,92070,22602
2019.0001377,"DIARIO DIGITAL DE CASTELLON, S.L.","25/02/19. INSERCION BANNER S/CAMPAÑA PROMOCIÓN DE LAS ""JORNADAS DE LA GALERA DEL GRAU"" EN CASTELLON INFORMACION",26/04/2019,"605,00 €",1,92070,22602
2019.0001025,"DIARIO DIGITAL DE CASTELLON, S.L.","28/01/19. BANNER PUBLICITARIO S/CAMPAÑA ""CONCERT DE BENVINGUDA"" EN CASTELLON INFORMACION",20/03/2019,"363,00 €",1,92070,22602
2019.0001026,"DIARIO DIGITAL DE CASTELLON, S.L.",28/01/19. BANNER PUBLICITARIO S/CAMPAÑA FITUR 2019 EN CASTELLON INFORMACION.,20/03/2019,"726,00 €",1,92070,22602
2019.0002984,"DIARIO DIGITAL DE CASTELLON, S.L.",30/04/19. BANNER PUBLICITARIO S/CAMPAÑA ESCALA A CASTELLÓ EN CASTELLON INFORMACIÓN.,03/06/2019,"726,00 €",1,92070,22602
2019.0001514,FERRETERIA ESCRIG SL,28/02/19. COPIAS LLAVES Y BRIDAS PARA POLICIA LOCAL.,27/03/2019,"33,02 €",5,13230,221990
2019.0000957,FERRETERIA ESCRIG SL,"29/11/18. MATERIAL DE FERRETERIA PARA SU USO EN EL DESARROLLO DE LA ""SEMANA DE DESARROLLO COMUNITARIO BARRIS SUD"".",21/03/2019,"100,28 €",5,23110,226993
2019.0002895,FERRETERIA ESCRIG SL,30/04/19. MATERIAL DE FERRETERIA PARA SU USO POR POLICIA LOCAL.,29/05/2019,"120,59 €",5,13230,221990
2019.0002897,FERRETERIA ESCRIG SL,30/04/19. SUMINISTRO DE MATERIAL DE FERRETERÍA PARA LAS SEDES DEL MUCC.,03/06/2019,"278,22 €",4,33400,227996
2019.0000924,FERRETERIA ESCRIG SL,31/01/19. MATERIAL DE FERRETERIA PARA SU USO POR POLICIA LOCAL.,04/03/2019,"42,01 €",5,13230,221990
2019.0002311,FERRETERIA ESCRIG SL,31/03/19. COPIAS DE LLAVES PARA POLICIA LOCAL.,09/05/2019,"37,04 €",5,13230,221990
2019.000231,FERRETERIA ESCRIG SL,31/03/19. SUMINISTRO DE MATERIAL PARA EL MANTENIMIENTO DEL CAMPANARIO FADRÍ.,30/04/2019,"247,63 €",4,33400,21500
2019.0002832,SERPROANIMAL SL,"ABRIL 19. SERVICIOS DE RECOGIDA, MANTENIMIENTO, SISTEMA DE ADOPCION Y ELIMINACION MEDIANTE METODOS INCRUENTOS DE ANIMALES DE COMPAÑIA EN CASTELLON. JGL 17/02/17 (FORMALIZADO 22/02/17).",17/05/2019,"10.799,25 €",4,31100,227990
2019.0000006,SERPROANIMAL SL,"DICIEMBRE 18. SERVICIOS DE RECOGIDA, MANTENIMIENTO, SISTEMA DE ADOPCION Y ELIMINACION MEDIANTE METODOS INCRUENTOS DE ANIMALES DE COMPAÑIA EN CASTELLON. JGL 17/02/17 (FORMALIZADO 22/02/17).",25/01/2019,"10.799,25 €",4,31100,227990
2019.0000758,SERPROANIMAL SL,"ENERO 19. SERVICIOS DE RECOGIDA, MANTENIMIENTO, SISTEMA DE ADOPCION Y ELIMINACION MEDIANTE METODOS INCRUENTOS DE ANIMALES DE COMPAÑIA EN CASTELLON. JGL 17/02/17 (FORMALIZADO 22/02/17).",22/02/2019,"10.799,25 €",4,31100,227990
2019.0001284,SERPROANIMAL SL,"FEBRERO 19. SERVICIOS DE RECOGIDA, MANTENIMIENTO, SISTEMA DE ADOPCION Y ELIMINACION MEDIANTE METODOS INCRUENTOS DE ANIMALES DE COMPAÑIA EN CASTELLON. JGL 17/02/17 (FORMALIZADO 22/02/17).",15/03/2019,"10.799,25 €",4,31100,227990
2019.0002046,SERPROANIMAL SL,"MARZO 19. SERVICIOS DE RECOGIDA, MANTENIMIENTO, SISTEMA DE ADOPCION Y ELIMINACION MEDIANTE METODOS INCRUENTOS DE ANIMALES DE COMPAÑIA EN CASTELLON. JGL 17/02/17 (FORMALIZADO 22/02/17).",18/04/2019,"10.799,25 €",4,31100,227990
2019.0002195,DVI SERVICES & ASSEMBLES SL,"03/04/19. MATERIALES DE ALBAÑILERÍA (CRUCETAS, PERFILES, CUÑAS, CEMENTO..) PARA PRÁCTICAS CERTIFICADO DE REVESTIMIENTOS EN CONSTRUCCION. PROYECTO ET FORMEM CASTELLÓ II. DEC 4/03/2019",13/05/2019,"2.047,89 €",4,24123,22199
2019.0001448,MONFORT INGENIEROS SLU,04/03/19. PROYECTO DE PLAN DE EMERGENCIA Y DIRECCIÓN DE EJECUCIÓN MATERIAL Y CERTIFICADO FINAL PARA LA ACTIVIDAD EVENTUAL Y DESMONTABLE DE LA FIESTA DE CARNALVAL CELEBRADA EN EL GRAO.,30/04/2019,"1.288,65 €",5,15300,227060
2019.0002312,MONFORT INGENIEROS SLU,08/04/19. HONORARIOS TÉCNICOS TRABAJOS DE REDACCIÓN DE ANEXOS O SEPARATAS DE INSTALACIONES EN PROYECTOS DE OBRA EN EDIFICACIÓN CEIP LUIS REVEST.,23/05/2019,"2.057,00 €",5,15300,227060
2019.0002313,MONFORT INGENIEROS SLU,"08/04/19. LEGALIZACION ACTIVIDADES DE LA GALA FINAL DE ""L’ESCOLA CANTA 2019"".",09/05/2019,"2.456,30 €",4,32000,226992
2019.0000475,MONFORT INGENIEROS SLU,"21/01/19. ASISTENCIA TÉCNICA TRABAJOS PROYECTO ""CENTRO PARA ENFERMOS DE ALZHEIMER LA PINEDA"".",19/02/2019,"5.877,58 €",5,15300,227060
2019.0000165,MONFORT INGENIEROS SLU,31/12/18. SERVICIOS PROFESIONALES INGENIERIA LEGALIZACIÓN CARPA FIN AÑO 2018.,19/02/2019,"1.288,65 €",5,15300,227060
2018.0008815,"CRISTALERIA J VICENT, SL",05/12/18. MATERIAL PARA SU USO POR BRIGADAS.,22/01/2019,"229,90 €",5,15350,221990
2019.0001547,"CRISTALERIA J VICENT, SL",07/03/19. MATERIAL PARA SU USO POR BRIGADAS.,15/04/2019,"249,26 €",5,15350,221990
2019.0001696,"CRISTALERIA J VICENT, SL",14/03/19. MATERIAL PARA SU USO POR BRIGADAS.,15/04/2019,"411,40 €",5,15350,221990
2019.0002604,"CRISTALERIA J VICENT, SL",17/04/19. MATERIAL PARA SU USO POR BRIGADAS.,12/06/2019,"78,65 €",5,15350,221990
2018.0008814,"CRISTALERIA J VICENT, SL",18/12/18. MATERIAL PARA SU USO POR BRIGADAS.,22/01/2019,"84,70 €",5,15350,221990
2018.0008816,"CRISTALERIA J VICENT, SL",18/12/18. MATERIAL PARA SU USO POR BRIGADAS.,22/01/2019,"240,34 €",5,15350,221990
2019.0001554,"CRISTALERIA J VICENT, SL",26/02/19. MATERIAL PARA SU USO POR BRIGADAS.,15/04/2019,"232,32 €",5,15350,221990
2019.0000646,"CRISTALERIA J VICENT, SL",30/01/19. MATERIAL PARA SU USO POR BRIGADAS.,20/03/2019,"2.064,74 €",5,15350,221990
2018.0008764,CASTALIA NEUMATICOS SLU,04/12/18. REPARACIÓN VEHICULO MATRICULA CS-4750-AH DE BRIGADAS.,25/01/2019,"393,76 €",5,92040,21400
2018.0008766,CASTALIA NEUMATICOS SLU,DEL 16 AL 29/11/18. REPARACIÓN VEHICULOS MATRICULAS 7574-DMT Y 1368-BDH DE BRIGADAS.,28/02/2019,"722,28 €",5,92040,21400
2018.0008765,CASTALIA NEUMATICOS SLU,DEL 24/10 AL 12/11/18. REPARACIÓN VEHICULOS MATRICULAS 1953-GKD Y 1368-BDH DE BRIGADAS.,28/02/2019,"392,46 €",5,92040,21400
2019.0003373,SUCINE APLICACIONES DE LA IMAGEN SL,30/04/19. ALQUILER PANTALLA TV Y MONTAJE DE LA EXPOSICIÓN PLAZA COLUMBRETES.,13/06/2019,"3.509,00 €",1,91201,226990
2019.0003239,DOBLE1080ESA SL,"ABRIL/2019, CONTRATO ASISTENCIA TECNICA COMUNICACION Y PUBLICIDAD DE LA ESTRATEGIA DESARROLLO URBANO SOSTENIBLE E INTEGRADO ""EDUSI CASTELLO"" JGL 16/11/18.(FORMALIZADO 20/12/18).",24/05/2019,"8.310,44 €",5,15115,226020
2019.0002241,DOBLE1080ESA SL,"DEL 21 AL 31/12/2018, CONTRATO ASISTENCIA TECNICA COMUNICACION Y PUBLICIDAD DE LA  ESTRATEGIA DESARROLLO URBANO SOSTENIBLE E INTEGRADO ""EDUSI CASTELLO""  JGL 16/11/18",10/05/2019,"2.948,87 €",5,15115,226020
2019.0002243,DOBLE1080ESA SL,"ENERO/2019, CONTRATO ASISTENCIA TECNICA COMUNICACION Y PUBLICIDAD DE LA ESTRATEGIA DESARROLLO URBANO SOSTENIBLE E INTEGRADO ""EDUSI CASTELLO""  JGL 16/11/18.",10/05/2019,"8.310,44 €",5,15115,226020
2019.0002245,DOBLE1080ESA SL,"FEBRERO/2019, CONTRATO ASISTENCIA TECNICA COMUNICACION Y PUBLICIDAD DE LA ESTRATEGIA DESARROLLO URBANO SOSTENIBLE E INTEGRADO ""EDUSI CASTELLO""  JGL 16/11/18.",10/05/2019,"8.310,44 €",5,15115,226020
2019.0002246,DOBLE1080ESA SL,"MARZO/2019, CONTRATO ASISTENCIA TECNICA COMUNICACION Y PUBLICIDAD DE LA ESTRATEGIA DESARROLLO URBANO SOSTENIBLE E INTEGRADO ""EDUSI CASTELLO""  JGL 16/11/18.",10/05/2019,"8.310,44 €",5,15115,226020
2019.000229,EDITORIAL DIGITAL 2014 SLU,01/04/19. BANNER PUBLICITARIO S/CAMPAÑA FIESTAS DE LA MAGDALENA EN ELPERIODIC.COM.,29/05/2019,"2.178,00 €",1,92070,22602
2019.0001577,EDITORIAL DIGITAL 2014 SLU,04/03/19. BANNER PUBLICITARIO S/CAMPAÑA CARNAVAL CELEBRADA EN EL GRAU EN EL PERIODIC.COM,26/04/2019,"726,00 €",1,92070,22602
2019.0001629,EDITORIAL DIGITAL 2014 SLU,11/03/19. BANNER PUBLICITARIO S/CAMPAÑA DIA DE LA DONA EN ELPERIODIC.COM.,26/04/2019,"907,50 €",1,92070,22602
2019.0001319,EDITORIAL DIGITAL 2014 SLU,25/02/19. BANNER PUBLICITARIO S/CAMPAÑA MARATÓN BP DE CASTELLÓN EN ELPERIODIC.COM.,26/04/2019,"1.573,00 €",1,92070,22602
2019.0002873,EDITORIAL DIGITAL 2014 SLU,25/04/19. BANNER PUBLICITARIO S/CAMPAÑA CITA PREVIA EN ELPERIODIC.COM.,03/06/2019,"847,00 €",1,92070,22602
2019.0000991,EDITORIAL DIGITAL 2014 SLU,28/01/19. BANNER PUBLICITARIO S/CAMPAÑA FITUR EN ELPERIODIC.COM,20/03/2019,"2.420,00 €",1,92070,22602
2019.0002879,EDITORIAL DIGITAL 2014 SLU,30/04/19. BANNER PUBLICITARIO S/CAMPAÑA ESCALA A CASTELLÓ EN ELPERIODIC.COM,03/06/2019,"1.815,00 €",1,92070,22602
2019.0000267,EDITORIAL DIGITAL 2014 SLU,DICIEMBRE 2018. BANER PUBLICITARIO S/CAMPAÑA DE NAVIDAD EN DIARIO ELPERIODIC.COM,18/04/2019,"968,00 €",1,92070,22602
2019.0003247,COMERCIAL DE FONTANERIA BBC SRLL,"08/05/19. MATERIAL ELECTRICO Y DE REPOSICIÓN POR DETERIORO PARA PRACTICAS DEL MÓDULO DE ENERGÍAS RENOVABLES DEL PROYECTO ""T'AVALEM CASTELLO ENCLAU JOVE II"".",05/06/2019,"5.001,78 €",4,24122,22199
2019.0001698,PRODUCCIONES Y ESPECTACULOS TS SLU,14/03/19. ALQUILER DEL MATERIAL TÉCNICO Y DE SONIDO DE SONOLAB.,09/04/2019,"2.434,99 €",4,33400,226090
2018.0008768,PASTISSERIA EL TABALET SL,"03/12/18. SERVICIO CATERING CON MOTIVO DE LA CELEBRACIÓN DE LAS ACTIVIDADES DE LA ""SEMANA DE DESARROLLO COMUNITARIO BARRIS SUD"".",25/01/2019,"754,00 €",5,23110,226993
2019.0000694,BLAU RECORDS PRODUCTION,DEL 31/01 AL 03/02/19. SERVICIO DE ORGANIZACION Y GESTION TECNICA Y ARTISTICA DEL 27º FESTIVAL DE MUSICA JAZZ EN CASTELLON.,21/03/2019,"17.363,50 €",4,33400,226090
2019.0002096,ABALPA ESTADIO SL,"ABRIL 2019
ARRENDAMIENTO LOCAL SITO POL. ESTADIO, NAVE 16 CON DESTINO BRIGADAS MUNICIPALES",17/05/2019,"3.686,01 €",3,92020,20200
2018.0008867,ABALPA ESTADIO SL,'DICIEMBRE 2018    ARRENDAMIENTO LOCALES Y VIVENDAS AL AYUNTAMIENTO,22/02/2019,"3.686,01 €",3,92020,20200
2019.0000844,ABALPA ESTADIO SL,"ENERO 2019
ARRENDAMIENTO LOCAL SITO POL. ESTADIO, NAVE 16 CON DESTINO BRIGADAS MUNICIPALES",22/02/2019,"3.686,01 €",3,92020,20200
2019.0001566,ABALPA ESTADIO SL,"FEBRERO 2019.
ARRENDAMIENTO LOCAL SITO POL. ESTADIO, NAVE 16 CON DESTINO BRIGADAS MUNICIPALES.",05/04/2019,"3.686,01 €",3,92020,20200
2019.0001454,ABALPA ESTADIO SL,"MARZO 2019.
ARRENDAMIENTO LOCAL SITO POL. ESTADIO, NAVE 16 CON DESTINO BRIGADAS MUNICIPALES.",10/05/2019,"3.686,01 €",3,92020,20200
2019.0000986,ARCANA COMUNICACION SL,18/12/18. SERVICIO DE READAPTACIÓN DEL DISEÑO EXISTENTE EN ANTERIORES FELICITACIONES NAVIDEÑAS PARA CENTROS ESCOLARES.,21/03/2019,"114,95 €",4,32000,226992
2019.0000488,ARCANA COMUNICACION SL,28/01/19.INSTALACIÓN SEÑALITICA URBANA CERAMICA E IMPLANTACIÓN DE RECORRIDOS URBANOS DE LOS ATRACTIVOS TURISTICOS DE LA CIUDAD DE CASTELLON DEC. 16/11/2018.,12/03/2019,"14.839,44 €",5,15300,6190219
2019.0003297,OMEGA INGENIA OBRAS Y SERVICIOS SL,ABRIL/19 CERTIF. 5 REMODELACIÓN URBANA DEL ENTORNO DE LA PLAZA URBAN EN EL GRUPO SAN LORENZO JGL 26/10/2018.,24/05/2019,"56.724,32 €",3,15341,6190119
2019.0000971,OMEGA INGENIA OBRAS Y SERVICIOS SL,ENERO/19 CERTIF. 2 REMODELACIÓN URBANA DEL ENTORNO DE LA PLAZA URBAN EN EL GRUPO SAN LORENZO JGL 26/10/2018.,15/03/2019,"67.115,20 €",3,15341,6190119
2019.0001546,OMEGA INGENIA OBRAS Y SERVICIOS SL,FEBRERO/19 CERTIF. 3 REMODELACIÓN URBANA DEL ENTORNO DE LA PLAZA URBAN EN EL GRUPO SAN LORENZO JGL 26/10/2018.,22/03/2019,"174.516,80 €",3,15341,6190119
2019.0002396,OMEGA INGENIA OBRAS Y SERVICIOS SL,MARZO/19 CERTIF. 4 REMODELACIÓN URBANA DEL ENTORNO DE LA PLAZA URBAN EN EL GRUPO SAN LORENZO JGL 26/10/2018.,17/05/2019,"77.300,20 €",3,15341,6190119
2019.0000949,CASTELLON BASE SL,DICIEMBRE/18. INSERCIÓN BANNER PUBLICITARIO S/NOTICIAS EN WEB CASTELLON BASE.COM,21/03/2019,"302,50 €",1,92070,22602
2019.0000947,CASTELLON BASE SL,ENERO/19. INSERCIÓN BANNER PUBLICITARIO S/NOTICIAS EN WEB CASTELLON BASE.COM,20/03/2019,"302,50 €",1,92070,22602
2019.0000285,RICARDO PERIS MATERIALES SL,31/12/18. MATERIAL DE CONSTRUCCIÓN PARA SU USO POR BRIGADAS.,19/02/2019,"4.409,69 €",5,15350,221990
2019.0000288,RICARDO PERIS MATERIALES SL,31/12/18. MATERIAL DE CONSTRUCCIÓN PARA SU USO POR JORNALS DE VILA.,19/02/2019,"133,63 €",4,24130,221990
2019.000081,RICARDO PERIS MATERIALES SL,ENERO/19. MATERIAL DE CONSTRUCCIÓN PARA SU USO POR BRIGADAS.,27/03/2019,"2.847,83 €",5,15350,221990
2019.0000806,RICARDO PERIS MATERIALES SL,"ENERO/19. MATERIAL DE CONSTRUCCIÓN PARA SU USO POR JORNALS DE VILA.
",27/03/2019,"83,89 €",4,24130,221990
2019.0001507,RICARDO PERIS MATERIALES SL,FEBRERO/19. MATERIAL DE CONSTRUCCIÓN PARA SU USO POR BRIGADAS.,15/04/2019,"2.264,16 €",5,15350,221990
2019.0002234,RICARDO PERIS MATERIALES SL,MARZO/19. MATERIAL DE CONSTRUCCIÓN PARA SU USO POR BRIGADAS.,12/06/2019,"1.730,31 €",5,15350,221990
2018.0008817,RICARDO PERIS MATERIALES SL,NOVIEMBRE/18. MATERIAL DE CONSTRUCCIÓN PARA SU USO POR BRIGADAS.,28/02/2019,"3.796,28 €",5,15350,221990
2019.0002301,SMART MOBILITY SYSTEMS SL,28/03/19.ADQ. 3 CICLOMOTORES MARCA ASKOLL MOD.ES2 Y 3 BICICLETAS ELECTRICAS MARCA DEVRON MOD.26120 PARA RENOVACIÓN PARQUE MÓVIL LOTE 5 JGL 30/11/2018.,10/05/2019,"14.847,00 €",5,15115,6240019
