#ORG.,PROG.,ECON.,DESCRIPCIÓN,PRESUPUESTO INICIAL,MODIFIC.,PREVISIONES DEFINITIVAS
5.0,23108.0,12104.0,EMERG. SOCIAL.- 49.73% EXTRA 2012,4163.56,,4163.56
5.0,23108.0,15000.0,EMERG.SOCIAL.- PRODUCTIVIDAD,100.0,,100.0
5.0,23108.0,15100.0,EMERG.SOCIAL.- GRATIFICACIONES,100.0,,100.0
5.0,23108.0,16000.0,EMERG.SOCIAL.- SEGURIDAD SOCIAL,57124.34,,57124.34
5.0,23108.0,227990.0,EMERG. SOCIAL.- GEST.PREST. EMERG.EN ESPECIE,565000.0,,565000.0
5.0,23108.0,48000.0,P.E.I. Y PLAN CONTRA POBREZA ENERGÉTICA,1614072.0,,1614072.0
5.0,23108.0,48001.0,PRESTACIONES ECONOMICAS PIO,30000.0,,30000.0
5.0,23108.0,48002.0,PRESTACIONES ACOGIMIENTO FAMILIAR,65295.0,,65295.0
5.0,23109.0,12000.0,FAM. INFANCIA.- SUELDOS DEL GRUPO A1,29648.18,,29648.18
5.0,23109.0,12001.0,FAM. INFANCIA.- SUELDOS DEL GRUPO A2,39106.77,,39106.77
5.0,23109.0,12004.0,FAM. INFANCIA.- SUELDOS DEL GRUPO C2,8462.37,,8462.37
5.0,23109.0,12006.0,FAM. INFANCIA.- TRIENIOS,5801.51,,5801.51
5.0,23109.0,12009.0,FAM. INFANCIA.- I.T.BASICAS,100.0,,100.0
5.0,23109.0,12100.0,FAM. INFANCIA.- COMPLEMENTO DE DESTINO,39644.46,,39644.46
5.0,23109.0,12101.0,FAM. INFANCIA.- COMPLEMENTO ESPECÍFICO,77885.61,,77885.61
5.0,23109.0,12103.0,FAM. INFANCIA.- I.T. COMPLEM.,100.0,,100.0
5.0,23109.0,12104.0,FAM. INFANCIA.- 49.73% EXTRA 2012,6208.76,,6208.76
5.0,23109.0,15000.0,FAM. INFANCIA.- PRODUCTIVIDADES,3087.21,,3087.21
5.0,23109.0,15100.0,FAM. INFANCIA.- GRATIFICACIONES,100.0,,100.0
5.0,23109.0,16000.0,FAM. INFANCIA.- SEGURIDAD SOCIAL,59384.77,,59384.77
5.0,23109.0,22000.0,FAM. INFANCIA.- INTERVENCION SEAFI (1.2.1),1006.28,,1006.28
5.0,23109.0,226990.0,FAM. INFANCIA.- PUNTO DE ENCUENTRO FAMILIAR,2500.0,,2500.0
5.0,23109.0,227990.0,FAM. INFANCIA.- ATENCION A MENORES (1.1.1),26548.72,,26548.72
5.0,23109.0,227991.0,FAM. INFANCIA.- ORIENTACION A MENORES (1.1.2),18000.0,,18000.0
5.0,23109.0,227992.0,FAM.INFANCIA PIO.- ESCUELA MUN.INFANTIL DUENDES,103512.42,,103512.42
5.0,23109.0,227993.0,FAM. INFANCIA.- ANIMACION Y PROMOCION DEL VERANO,77661.7,,77661.7
5.0,23109.0,227994.0,FAM. INFANCIA.- SERV AYUDA A DOMIC SOCIAL Y EDUC,118435.9,,118435.9
5.0,23109.0,227996.0,FAM. INFANCIA.- ATENCIÓN Y ALIMENTACIÓN VACACIONES,50000.0,,50000.0
5.0,23109.0,227997.0,FAM. INFANCIA.- ACTIVIDADES CAES,7855.22,,7855.22
5.0,23109.0,48900.0,AULAS FORMACION FAMILIAR U(CÁRITAS INTERPARROQUIAL),138124.5,,138124.5
5.0,23109.0,48901.0,INTERV.FAMILIAS GITANAS (FUNDACION PUNJAB),12660.0,,12660.0
5.0,23109.0,48902.0,INTERV.FAMILIAS GITANAS (ASOC.GITANA CS),5000.0,,5000.0
5.0,23110.0,12000.0,DINAMIZ.- SUELDOS DEL GRUPO A1,14824.09,,14824.09
5.0,23110.0,12004.0,DINAMIZ.- SUELDOS DEL GRUPO C2,8462.37,,8462.37
5.0,23110.0,12006.0,DINAMIZ.- TRIENIOS,5259.53,,5259.53
5.0,23110.0,12009.0,DINAMIZ.- I.T.BASICAS,100.0,,100.0
5.0,23110.0,12100.0,DINAMIZ.- COMPLEMENTO DE DESTINO,12791.47,,12791.47
5.0,23110.0,12101.0,DINAMIZ.- COMPLEMENTO ESPECÍFICO,26667.98,,26667.98
5.0,23110.0,12103.0,DINAMIZ.- I.T.COMPLEM.,100.0,,100.0
5.0,23110.0,12104.0,DINAMIZ.- 49.73% EXTRA 2012,2996.67,,2996.67
5.0,23110.0,15000.0,DINAMIZ.- PRODUCTIVIDADES,100.0,,100.0
5.0,23110.0,15100.0,DINAMIZ.- GRATIFICACIONES,100.0,,100.0
5.0,23110.0,16000.0,DINAMIZ.- SEGURIDAD SOCIAL,31732.65,,31732.65
5.0,23110.0,221990.0,DINAMIZ.- SUMINISTROS VARIOS (2.4),1349.0,,1349.0
5.0,23110.0,226990.0,DINAMIZ.- DINAMIZAR POBLACIÓN ESCOLAR GRAO (1.3),1615.0,,1615.0
5.0,23110.0,226991.0,DINAMIZ.- CELEBRACION DERECHOS INFANCIA,2850.5,,2850.5
5.0,23110.0,226992.0,DINAMIZ.- ACTIVIDADES DE LA TAULA (2.3),2850.0,,2850.0
5.0,23110.0,226993.0,DINAMIZ.- DINAMIZAR RED RECURSOS BARRIS DEL SUD,2090.0,,2090.0
5.0,23110.0,226994.0,DINAMIZ./PIO.- ACTIVIDADES DE LA TAULA (3.2),570.0,,570.0
5.0,23110.0,227990.0,DINAMIZ.- GESTION CENTRO POLIFUNCIONAL URBAN,355400.74,,355400.74
5.0,23110.0,227991.0,DINAMIZ.- DINAMIZACION COLECTIVO JOVENES (2.8),9044.0,,9044.0
5.0,23110.0,48900.0,PISOS SOLIDARIOS (UJI),10818.0,,10818.0
5.0,23110.0,48901.0,ESPACIO DE CONVIVENCIA(FUND.SECRET.GITANO),22747.66,,22747.66
5.0,23111.0,12000.0,INMIGRACIÓN.- SUELDOS DEL GRUPO A1,14824.09,,14824.09
5.0,23111.0,12001.0,INMIGRACIÓN.- SUELDOS DEL GRUPO A2,13035.59,,13035.59
5.0,23111.0,12003.0,INMIGRACIÓN.- SUELDOS DEL GRUPO C1,69885.82,,69885.82
5.0,23111.0,12006.0,INMIGRACIÓN.- TRIENIOS,7425.61,,7425.61
5.0,23111.0,12009.0,INMIGRACIÓN.- I.T.BASICAS,100.0,,100.0
5.0,23111.0,12100.0,INMIGRACIÓN.- COMPLEMENTO DE DESTINO,54725.9,,54725.9
5.0,23111.0,12101.0,INMIGRACIÓN.- COMPLEMENTO ESPECÍFICO,102655.81,,102655.81
5.0,23111.0,12103.0,INMIGRACIÓN.- I.T.COMPLEM.,100.0,,100.0
5.0,23111.0,12104.0,INMIGRACIÓN.- 49.73% EXTRA 2012,5146.55,,5146.55
5.0,23111.0,15000.0,INMIGRACIÓN.- PRODUCTIVIDADES,5530.77,,5530.77
5.0,23111.0,15100.0,INMIGRACIÓN.- GRATIFICACIONES,100.0,,100.0
5.0,23111.0,16000.0,INMIGRACIÓN.- SEGURIDAD SOCIAL,91291.02,,91291.02
5.0,23111.0,226060.0,INMIGRACIÓN.- ESTRATEGIA PARA LA COMUNICACION(2.1),14300.0,,14300.0
5.0,23111.0,226990.0,INMIGRACIÓN.- DIA INTERNACIONAL DEL PUEBLO GITANO,300.0,,300.0
5.0,23111.0,226992.0,INMIGRACIÓN.- GESTION DIVERSIDAD COMUNITARIA (2.3),73455.0,,73455.0
5.0,23111.0,226993.0,INMIGRACIÓN.- DIVERS EN EL AMBITO RELIGIOSO (2.6),2060.0,,2060.0
5.0,23111.0,226994.0,INMIGRACIÓN.- CORRESPON. INTERCULTURAL (3.2),21095.0,,21095.0
5.0,23111.0,226995.0,INMIGRACIÓN.- GESTIÓN DIVERSIDAD SANITARIA,200.0,,200.0
5.0,23111.0,226997.0,INMIGRACIÓN.- GESTION DIVERSIDAD EDUCATIVA (2.2),22500.0,,22500.0
5.0,23111.0,226998.0,INMIGRACIÓN.- GESTIÓN DIVERSIDAD A TRAVÉS DEL DEPORTE,400.0,,400.0
5.0,23111.0,227990.0,INMIGRACIÓN.- ACCESIBILIDAD  COMUNICACIÓN,6305.0,,6305.0
5.0,23111.0,48903.0,PROYECTO ARPUJAR (FUNDACION PUNJAB),20500.0,,20500.0
4.0,24100.0,12001.0,A.D.L.- SUELDOS DEL GRUPO A2,65177.95,,65177.95
4.0,24100.0,12003.0,A.D.L.- SUELDOS DEL GRUPO C1,9983.69,,9983.69
4.0,24100.0,12004.0,A.D.L.- SUELDOS DEL GRUPO C2,29618.3,,29618.3
4.0,24100.0,12006.0,A.D.L.- TRIENIOS,17245.67,,17245.67
4.0,24100.0,12009.0,A.D.L.- I.T.BASICAS,100.0,,100.0
4.0,24100.0,12100.0,A.D.L.- COMPLEMENTO DE DESTINO,57516.65,,57516.65
4.0,24100.0,12101.0,A.D.L.- COMPLEMENTO ESPECÍFICO,115806.37,,115806.37
4.0,24100.0,12103.0,A.D.L.- I.T.COMPLEM.,100.0,,100.0
4.0,24100.0,12104.0,A.D.L.- 49.73% EXTRA 2012,11988.82,,11988.82
4.0,24100.0,13101.0,A.D.L.- INDEMNIZACIONES,20000.0,,20000.0
4.0,24100.0,14300.0,A.D.L.-INTERINOS ( 3 TÉCNICOS DE EMPLEO),95892.93,,95892.93
4.0,24100.0,15000.0,A.D.L.- PRODUCTIVIDADES,300.0,,300.0
4.0,24100.0,15100.0,A.D.L.- GRATIFICACIONES,300.0,,300.0
4.0,24100.0,16000.0,A.D.L.- SEGURIDAD SOCIAL,147532.74,,147532.74
4.0,24100.0,22000.0,A.D.L.- MATERIAL ORIENTACION LABORAL,1691.52,,1691.52
4.0,24100.0,226020.0,A.D.L.- PUBLICIDAD ORIENTACION LABORAL,3759.14,,3759.14
4.0,24100.0,226991.0,A.D.L./PIO.- CAMPAÑAS SENSIBILIZACION,2500.0,,2500.0
4.0,24100.0,22706.0,A.D.L.- ASIST.TEC.FORO CIUDADES POR EMPLEO,3500.0,,3500.0
4.0,24100.0,47901.0,APOYO Y PROMO.DEL EMPRENDEDURISMO,40000.0,,40000.0
4.0,24100.0,48100.0,BECAS CONVOCATORIA DIPUTACION PROVINCIAL,4000.0,,4000.0
4.0,24100.0,48900.0,SUBV.GTOS.PERSONAL Y FTO.(FUND.SECRET.GITANO),9500.0,,9500.0
4.0,24100.0,48901.0,ORIENTACION GESTION E INFORM  AS PERS SORDAS VIRG,9000.0,,9000.0
4.0,24100.0,48902.0,FOMENTO ECONOMIA SOCIAL Y COOPERATIVA (FEVECTA),100000.0,,100000.0
4.0,24120.0,13100.0,TALLER EMPLEO.- RETRIB.PERSONAL CONTRATADO,64779.24,,64779.24
4.0,24120.0,13101.0,TALLER EMPLEO.- RETRIB.ALUMNOS,113505.0,,113505.0
4.0,24120.0,16000.0,TALLER EMPLEO.- SEG.SOCIAL,31982.1,,31982.1
4.0,24120.0,21300.0,TALLER EMPLEO.- MANTENIMIENTO MAQUINARIA Y HERRAMIENTAS,1500.0,,1500.0
4.0,24120.0,22000.0,TALLER EMPLEO.- MATERIAL DE OFICINA Y DIDÁCTICO,700.0,,700.0
4.0,24120.0,22199.0,TALLER EMPLEO.-  SUMINISTROS DE CONSUMO,94310.0,,94310.0
4.0,24120.0,22400.0,TALLER EMPLEO.- SEGURO MAQUINARIA,90.0,,90.0
4.0,24120.0,22699.0,TALLER EMPLEO.- GASTOS VARIOS,3000.0,,3000.0
4.0,24120.0,23020.0,TALLER EMPLEO.- DIETAS,200.0,,200.0
4.0,24120.0,62300.0,"MAQUINARIA, HERRAMIENTAS Y UTILLAJE MODULOS TALLER EMPLEO",75000.0,,75000.0
4.0,24130.0,13100.0,PROY. EMPLEO JORNALS VILA.- RETRIBUCIONES,228527.58,,228527.58
4.0,24130.0,16000.0,PROY. EMPLEO JORNALS VILA.- SEGURIDAD SOCIAL,86071.57,,86071.57
4.0,24140.0,13100.0,SEPE.- RETRIB.PERSONAL,67689.84,,67689.84
4.0,24140.0,16000.0,SEPE.- SEGURIDAD SOCIAL,25586.64,,25586.64
4.0,24150.0,13100.0,SALARI JOVE.- RETRIB.PERSONAL,8715.36,,8715.36
4.0,24150.0,16000.0,SALARI JOVE.- SEGURIDAD SOCIAL,3590.76,,3590.76
4.0,24170.0,13100.0,PLAN EMPLEO CONJUNTO.- RETRIB.PERSONAL,84854.39,,84854.39
4.0,24170.0,16000.0,PLAN EMPLEO CONJUNTO.- SEG.SOCIAL,87932.65,,87932.65
4.0,24180.0,13100.0,CURSOS VIVEROS Y LIMPIEZA.- RETRIB.PERSONAL,11081.62,,11081.62
4.0,24180.0,16000.0,CURSOS VIVEROS Y LIMPIEZA.- SEGURIDAD SOCIAL,4417.0,,4417.0
4.0,24180.0,22199.0,CURSOS VIVEROS Y LIMPIEZA.- SUMINISTROS VARIOS,17277.82,,17277.82
4.0,24180.0,48100.0,BECAS PARA DESEMPLEADOS,61680.0,,61680.0
4.0,24190.0,46700.0,"APORT.MAL ""CONSORCIO PACTO LOCAL POR EL EMPLEO""",300000.0,,300000.0
5.0,31100.0,12003.0,SANIDAD.- SUELDOS DEL GRUPO C1,9983.69,,9983.69
5.0,31100.0,12004.0,SANIDAD.- SUELDOS DEL GRUPO C2,8462.37,,8462.37
5.0,31100.0,12006.0,SANIDAD.- TRIENIOS,3048.82,,3048.82
5.0,31100.0,12009.0,SANIDAD.- I.T. BÁSICAS,100.0,,100.0
5.0,31100.0,12100.0,SANIDAD.- COMPLEMENTO DE DESTINO,11482.25,,11482.25
5.0,31100.0,12101.0,SANIDAD.- COMPLEMENTO ESPECÍFICO,19791.89,,19791.89
5.0,31100.0,12103.0,SANIDAD.- I.T. COMPLEMENTARIAS,100.0,,100.0
5.0,31100.0,12104.0,SANIDAD.- 49.73% EXTRA 2012,1821.44,,1821.44
5.0,31100.0,15000.0,SANIDAD.- PRODUCTIVIDAD,100.0,,100.0
5.0,31100.0,15100.0,SANIDAD.- GRATIFICACIONES,100.0,,100.0
5.0,31100.0,16000.0,SANIDAD.- SEGURIDAD SOCIAL,19093.81,,19093.81
5.0,31100.0,221990.0,SANIDAD.- ADQUISICIÓN CHAPAS CENSO CANINO (3.3),1000.0,,1000.0
5.0,31100.0,226021.0,SANIDAD.- CAMPAÑA TENENCIA RESPONSABLE ANIMALES,3867.35,,3867.35
5.0,31100.0,226060.0,SANIDAD.- CONFERENCIAS Y CURSOS,3000.0,,3000.0
5.0,31100.0,226990.0,SANIDAD.- CAMPAÑA DESAYUNOS SALUDABLES,4000.0,,4000.0
5.0,31100.0,226991.0,SANIDAD.- CAMPAÑA ESCOLAR DE BEBER EN SALUD (6.2),3900.0,,3900.0
5.0,31100.0,226993.0,SANIDAD/PIO.- CAMPAÑA EN COLEGIOS (6.10),3900.0,,3900.0
5.0,31100.0,226994.0,SANIDAD.- CAMPAÑA DE HÁBITOS HIGIÉNICOS (6.3),3900.0,,3900.0
5.0,31100.0,226995.0,SANIDAD/PIO.- CAMPAÑAS SOBRE DOLENCIAS FÍSICAS MUJ,3000.0,,3000.0
5.0,31100.0,226996.0,SANIDAD.- CAMPAÑA TOT MASCOTES (6.4),2900.0,,2900.0
5.0,31100.0,227000.0,SANIDAD.- LIMPIEZA DOMICILIOS INSALUBRES (1.4),320.0,,320.0
5.0,31100.0,227990.0,SANIDAD.- RECOGIDA ANIMALES ABANDONADOS (1.3),134300.94,,134300.94
5.0,31100.0,227991.0,SANIDAD.- ZONAS DE ESPARCIMIENTO CANINO (3.1),4000.0,,4000.0
5.0,31100.0,227992.0,SANIDAD.- SERVICIO DE DESINSECTACIÓN,46612.57,,46612.57
5.0,31100.0,227993.0,SANIDAD.- SERVICIO DE DESRATIZACIÓN,60849.65,,60849.65
5.0,31100.0,227994.0,SANIDAD.- SERVICIO INHUMACIÓN PERSONAS SIN RECURSO,8000.0,,8000.0
5.0,31100.0,227995.0,SANIDAD.- CONTROL TERMITAS (1.6),320.0,,320.0
5.0,31100.0,227996.0,SANIDAD.- PLAN ESPECIAL CONTRA PLAGAS,35000.0,,35000.0
5.0,31100.0,227997.0,SANIDAD.- TRABAJOS CENSO CANINO,60000.0,,60000.0
5.0,31100.0,48900.0,SUBVENCIONES ONG's Y ASOCIACIONES,29322.23,,29322.23
5.0,31100.0,48901.0,CUOTA FEMP CIUDAD SALUDABLE,3500.0,,3500.0
4.0,32000.0,20200.0,EDUC.- ALQUILER TEATRO PRINCIPAL,2134.0,,2134.0
4.0,32000.0,22000.0,EDUC.- MATERIAL DE OFICINA (3.1),3317.4,,3317.4
4.0,32000.0,22400.0,EDUC.- PÓLIZA SEGUROS CAMINO ESCOLAR SEGURO (6.2),100.0,,100.0
4.0,32000.0,226990.0,"EDUC.- CONCURSO ""JOVENES ARTISTAS""(4.6)",313.31,,313.31
4.0,32000.0,226991.0,"EDUC.- CONCURSO ""VEN A PINTAR A LLEDO""",884.64,,884.64
4.0,32000.0,226992.0,EDUC.- PARTICIPACION CON CENTROS Y AMPAS,10136.5,,10136.5
4.0,32000.0,227062.0,EDUC.- PUBLICACION LIBRO PREMIO VICENT MARÇA (4.5),3734.5,,3734.5
4.0,32000.0,227990.0,EDUC.- ACTIVIDADES DE TEATRO (2.1),11408.17,,11408.17
4.0,32000.0,227991.0,EDUC.- ESCOLA DE MATI I VESPRADA,59941.66,,59941.66
4.0,32000.0,48100.0,PREMIOS OLIMPIADAS BACHILLERATO,760.0,,760.0
4.0,32000.0,48101.0,"PREMIOS ""VEN A PINTAR A  LLEDÓ""",760.0,,760.0
4.0,32000.0,48102.0,"PREMIOS ""VICENT CASTELL DOMENECH""",190.0,,190.0
4.0,32000.0,48103.0,"PREMIOS ""JOVENES ARTISTAS""",171.0,,171.0
4.0,32000.0,48104.0,"PREMIOS CONCURSO ""CORREMATEMATIQUES""",500.0,,500.0
4.0,32000.0,48900.0,"APORTACION UNIVERSIDAD A DISTANCIA ""UNED""",12000.0,,12000.0
4.0,32000.0,48901.0,APORTACION FUNDACION ENRIC SOLER I GODES,15000.0,,15000.0
4.0,32000.0,48902.0,CUOTA ASOC.INTERN.CIUDADES EDUCADORAS,800.0,,800.0
4.0,32300.0,12004.0,CTROS.ENSEÑANZA.- SUELDOS DEL GRUPO C2,8462.37,,8462.37
4.0,32300.0,12005.0,CTROS.ENSEÑANZA.- SUELDOS DEL GRUPO E,333480.91,,333480.91
4.0,32300.0,12006.0,CTROS.ENSEÑANZA.- TRIENIOS,28788.56,,28788.56
4.0,32300.0,12009.0,CTROS.ENSEÑANZA.- I.T.BASICAS,50.0,,50.0
4.0,32300.0,12100.0,CTROS.ENSEÑANZA.- COMPLEMENTO DE DESTINO,198841.49,,198841.49
4.0,32300.0,12101.0,CTROS.ENSEÑANZA.- COMPLEMENTO ESPECÍFICO,410588.89,,410588.89
4.0,32300.0,12103.0,CTROS.ENSEÑANZA.-  I.T.COMPLEMENTARIAS,50.0,,50.0
4.0,32300.0,12104.0,CTROS.ENSEÑANZA.- 49.73% EXTRA 2012,29814.2,,29814.2
4.0,32300.0,13000.0,CTROS.ENSEÑANZA.- RETR.LABORAL FIJO,19418.28,,19418.28
4.0,32300.0,15000.0,CTROS.ENSEÑANZA.- PRODUCTIVIDAD,89207.7,,89207.7
4.0,32300.0,15100.0,CTROS.ENSEÑANZA.- GRATIFICACIONES,1554.48,,1554.48
4.0,32300.0,16000.0,CTROS.ENSEÑANZA.- SEGURIDAD SOCIAL,301663.53,,301663.53
5.0,32300.0,21200.0,CTROS.ENSEÑANZA.-  MANTENIMIENTO DE COLEGIOS,442273.08,,442273.08
5.0,32300.0,21300.0,CTROS.ENSEÑANZA.- MANTENIMIENTO DE ALARMAS,49156.58,,49156.58
5.0,32300.0,22102.0,CTROS.ENSEÑANZA.- SUMINISTRO GAS COLEGIOS,125000.0,,125000.0
5.0,32300.0,22103.0,CTROS.ENSEÑANZA.- SUMINISTRO GASOLEO,150837.11,,150837.11
5.0,32300.0,22700.0,CTROS.ENSEÑANZA.-  LIMPIEZA COLEGIOS,2439481.84,,2439481.84
4.0,32600.0,48200.0,SUBV.LIBROS TEXTO (PLAN XARXALLIBRES),684714.6,,684714.6
4.0,33210.0,12000.0,BIBLIOTECAS.- SUELDOS DEL GRUPO A1,14824.09,,14824.09
4.0,33210.0,12003.0,BIBLIOTECAS.- SUELDOS DEL GRUPO C1,19967.38,,19967.38
4.0,33210.0,12004.0,BIBLIOTECAS.- SUELDOS DEL GRUPO C2,101548.44,,101548.44
4.0,33210.0,12005.0,BIBLIOTECAS.- SUELDOS DEL GRUPO E,7755.37,,7755.37
4.0,33210.0,12006.0,BIBLIOTECAS.- TRIENIOS,24132.5,,24132.5
4.0,33210.0,12009.0,BIBLIOTECAS.- I.T.BASICAS,100.0,,100.0
4.0,33210.0,12100.0,BIBLIOTECAS.- COMPLEMENTO DE DESTINO,90491.33,,90491.33
4.0,33210.0,12101.0,BIBLIOTECAS.- COMPLEMENTO ESPECÍFICO,161041.39,,161041.39
4.0,33210.0,12103.0,BIBLIOTECAS.- I.T.COMPLEM.,100.0,,100.0
4.0,33210.0,12104.0,BIBLIOTECAS.- 49.73% EXTRA 2012,14250.65,,14250.65
4.0,33210.0,15000.0,BIBLIOTECAS.- PRODUCTIVIDADES,10941.16,,10941.16
4.0,33210.0,15100.0,BIBLIOTECAS.- GRATIFICACIONES,182.42,,182.42
4.0,33210.0,16000.0,BIBLIOTECAS.- SEGURIDAD SOCIAL,122333.06,,122333.06
4.0,33210.0,20200.0,BIBLIOTECAS.- ARRENDAMIENTO INMUEBLES,89342.87,,89342.87
4.0,33210.0,20900.0,BIBLIOTECAS.- REMUNERACIÓN AUTORES,2108.8,,2108.8
4.0,33210.0,220010.0,BIBLIOTECAS.- PRENSA (2.4),21000.0,,21000.0
4.0,33210.0,220011.0,BIBLIOTECAS.- ADQUISICIÓN FONDOS BIBLIOGRÁFICOS,22000.0,,22000.0
4.0,33210.0,226990.0,BIBLIOTECAS.- CAMPAÑA ANIMACION LECTURA (4.1),2000.0,,2000.0
4.0,33210.0,62300.0,SISTEMA ANTIHURTO BIBLIOTECAS,16000.0,,16000.0
4.0,33220.0,12000.0,ARCHIVOS.- SUELDOS DEL GRUPO A1,14824.09,,14824.09
4.0,33220.0,12003.0,ARCHIVOS.- SUELDOS DEL GRUPO C1,9983.69,,9983.69
4.0,33220.0,12004.0,ARCHIVOS.- SUELDOS DEL GRUPO C2,16924.74,,16924.74
4.0,33220.0,12006.0,ARCHIVOS.- TRIENIOS,6281.78,,6281.78
4.0,33220.0,12009.0,ARCHIVOS.- I.T.BASICAS,100.0,,100.0
4.0,33220.0,12100.0,ARCHIVOS.- COMPLEMENTO DE DESTINO,24790.81,,24790.81
4.0,33220.0,12101.0,ARCHIVOS.- COMPLEMENTO ESPECÍFICO,48294.09,,48294.09
4.0,33220.0,12103.0,ARCHIVOS.- I.T.COMPLEMENTARIAS,100.0,,100.0
4.0,33220.0,12104.0,ARCHIVOS.- 49.73% EXTRA 2012,4427.64,,4427.64
4.0,33220.0,15000.0,ARCHIVOS.- PRODUCTIVIDAD,1585.05,,1585.05
4.0,33220.0,15100.0,ARCHIVOS.- GRATIFICACIONES,100.0,,100.0
4.0,33220.0,16000.0,ARCHIVOS.- SEGURIDAD SOCIAL,39771.95,,39771.95
4.0,33220.0,227060.0,ARCHIVO.- EXPOSICIONES,3500.0,,3500.0
4.0,33300.0,12000.0,PLANETARIO.- SUELDOS DEL GRUPO A1,14824.09,,14824.09
4.0,33300.0,12003.0,PLANETARIO.- SUELDOS DEL GRUPO C1,19967.38,,19967.38
4.0,33300.0,12004.0,PLANETARIO.- SUELDOS DEL GRUPO C2,16924.74,,16924.74
4.0,33300.0,12006.0,PLANETARIO.- TRIENIOS,9276.65,,9276.65
4.0,33300.0,12009.0,PLANETARIO.- I.T.BASICAS,100.0,,100.0
4.0,33300.0,12100.0,PLANETARIO.- COMPLEMENTO DE DESTINO,30173.63,,30173.63
4.0,33300.0,12101.0,PLANETARIO.- COMPLEMENTO ESPECÍFICO,56843.41,,56843.41
4.0,33300.0,12103.0,PLANETARIO.- I.T.COMPLEM.,100.0,,100.0
4.0,33300.0,12104.0,PLANETARIO.- 49.73% EXTRA 2012,5727.25,,5727.25
4.0,33300.0,15000.0,PLANETARIO.- PRODUCTIVIDADES,2902.37,,2902.37
4.0,33300.0,15100.0,PLANETARIO.- GRATIFICACIONES,100.0,,100.0
4.0,33300.0,16000.0,PLANETARIO.- SEGURIDAD SOCIAL,45475.07,,45475.07
4.0,33300.0,21200.0,PLANETARIO.- MANTENIMIENTO EDIFICIO,7000.0,,7000.0
4.0,33300.0,21300.0,PLANETARIO.- MANTENIMIENTO MAQUINARIA,20000.0,,20000.0
4.0,33300.0,22602.0,PLANETARIO.- PUBLICIDAD,1500.0,,1500.0
4.0,33300.0,22606.0,PLANETARIO.- JORNADAS Y CONGRESOS,24000.0,,24000.0
4.0,33300.0,22609.0,PLANETARIO.- ACTIVIDADES,6000.0,,6000.0
4.0,33300.0,22706.0,PLANETARIO.- EXPOSICIONES,48868.4,,48868.4
4.0,33300.0,22799.0,PLANETARIO.- PROGRAMAS PLANETARIO,6000.0,,6000.0
4.0,33300.0,23120.0,PLANETARIO.- LOCOMOCIÓN,300.0,,300.0
4.0,33400.0,12001.0,CULTURA.- SUELDOS DEL GRUPO A2,13035.59,,13035.59
4.0,33400.0,12003.0,CULTURA.- SUELDOS DEL GRUPO C1,19967.38,,19967.38
4.0,33400.0,12004.0,CULTURA.- SUELDOS DEL GRUPO C2,25387.11,,25387.11
4.0,33400.0,12006.0,CULTURA.- TRIENIOS,10908.8,,10908.8
4.0,33400.0,12009.0,CULTURA.- I.T.BASICAS,100.0,,100.0
4.0,33400.0,12100.0,CULTURA.- COMPLEMENTO DE DESTINO,35755.96,,35755.96
4.0,33400.0,12101.0,CULTURA.- COMPLEMENTO ESPECÍFICO,65995.36,,65995.36
4.0,33400.0,12103.0,CULTURA.- I.T.COMPLEM.,100.0,,100.0
4.0,33400.0,12104.0,CULTURA.- 49.73% EXTRA 2012,5833.01,,5833.01
4.0,33400.0,15000.0,CULTURA.- PRODUCTIVIDADES,768.36,,768.36
4.0,33400.0,15100.0,CULTURA.- GRATIFICACIONES,205.28,,205.28
4.0,33400.0,16000.0,CULTURA.- SEGURIDAD SOCIAL,59710.85,,59710.85
4.0,33400.0,20201.0,CULTURA.- ARRENDAMIENTO TEATRO PRINCIPAL (2.1),4400.0,,4400.0
4.0,33400.0,21200.0,CULTURA.- GASTOS DE FUNCIONAM MUSEO ETNOLOGICO,10000.0,,10000.0
4.0,33400.0,21500.0,CULTURA.- MANTEN. Y REPARACIONES PIEZAS ARTISTICAS,3000.0,,3000.0
4.0,33400.0,22400.0,CULTURA.- SEGUROS BECAS HABITAT,200.0,,200.0
4.0,33400.0,226020.0,CULTURA.- DIFUSION IMAGEN INSTITU MEDIOS ESPECI,16000.0,,16000.0
4.0,33400.0,226060.0,CULTURA.- CONFERENCIAS Y CONGRESOS (2.1),18500.0,,18500.0
4.0,33400.0,226090.0,CULTURA.- ACTIVIDADES CULTURALES (2.1),582845.46,,582845.46
4.0,33400.0,226091.0,CULTURA./PIO.- ACTIVIDADES CULTURALES (2.1),2250.0,,2250.0
4.0,33400.0,226092.0,CULTURA.- ACTIVIDADES INSTITUTO ETNOGRAFIA (6.1),18238.0,,18238.0
4.0,33400.0,226094.0,CULTURA.- HABITAT ARTÍSTIC (4.1),5000.0,,5000.0
4.0,33400.0,226990.0,CULTURA.- ORGANIZACIÓN PREMIOS,21355.0,,21355.0
4.0,33400.0,227061.0,CULTURA.- EXPOSICIONES CULTURALES (2.1),35000.0,,35000.0
4.0,33400.0,227062.0,CULTURA./PIO.- EXPOSICIONES MUJERES (2.1),1500.0,,1500.0
4.0,33400.0,227063.0,CULTURA.- EDICIONES Y PUBLICACIONES (3.1),43000.0,,43000.0
