#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2013.0000092,"ACUSTICA Y TELECOMUNICACIONES, S.L.","10/12/12. SERVICIO ""ESTUDIO DE EVALUACION AMBIENTAL EN ZONA TASCAS DE CASTELLON""",25/04/2013,"3.630,00 €",6,15125,227060
2013.0005645,"PARC CIENTIFIC,TECNOL.I EMPRESARIAL DE LA UJI, S.L",21/05/13. TRABAJOS EN ORGANIZACIÓN Y GESTIÓN DEL PROYECTO CIUDADES PIONERAS DE CLIMATE-KIC.,20/11/2013,"1.000,00 €",1,91201,22699
2013.0005646,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,27/05/13. SERVICIO CATERING COFFEE Y BRUNCH DENTRO DE LA JORNADA DE CIUDADES PIONERAS DE CLIMATE-KIC.,20/11/2013,"528,00 €",1,91201,22699
2013.0006454,"PARC CIENTIFIC,TECNOL.I EMPRESARIAL DE LA UJI, S.L",TRABAJOS DE ASISTENCIA Y CONSULTURÍA PROGRAMA EUROPEO LOW CARBON INCUBATOR DE CLIMATE-KIC VENTURE SUPPORT.,16/12/2013,"5.875,00 €",1,91201,22699
2013.0006455,CAMARA OF.COMERCIO IND.Y NAV,TRABAJOS DE ASISTENCIA Y CONSULTORÍA PROGRAMA EUROPEO LOW CARBON INCUBATOR DE CLIMATE-KIC.,16/12/2013,"4.338,84 €",1,91201,22699
2013.0007136,CAMARA OF.COMERCIO IND.Y NAV,"DIF.IVA (BASE TRAMITADA 4338,84) FRA.TRABAJOS ASISTENCIA Y CONSULTORIA AL AYTO DE CS DENTRO DEL PROGRAMA EUROPEO ""LOW CARBON INCUBATOR DE CLIMATE-DIC""",23/12/2013,"911,16 €",1,91201,22699
2013.0000468,WOLTERS KLUWER SA,2013. SUSCRIPCIÓN EL CONSULTOR DE AYTOS Y JUZGADOS PARA SECRETARIA.,18/02/2013,"614,64 €",2,92000,22001
2013.0001365,"EDITORIAL ARANZADI, S.A.",2013. SUSCRIPCIÓN A LA REVISTA ESPAÑOLA DERECHO ADMINISTRATIVO.,23/04/2013,"138,79 €",2,92000,22001
2013.0002517,"COPISTERIA DE CASTELLON, S.L.",08/05/13. COPIAS PLANOS PARA CONTROL URBANISTICO,18/06/2013,"95,83 €",2,92000,22001
2013.0002518,CONSEJO GENERAL SECRET.INTERV. Y TES.ADMÓN.LOCAL,2013. SUSCRIPCIÓN A LA REVISTA DE ESTUDIOS LOCAL CUNAL.,18/06/2013,"190,00 €",2,92000,22001
2013.0003477,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,29/05/13. ENCUADERNACIÓN TOMOS ACTAS PLENO 2011 Y 2012.,12/08/2013,"338,80 €",2,92000,22799
2013.0006952,CONSEJO GENERAL SECRET.INTERV. Y TES.ADMÓN.LOCAL,MANUAL S/200 AÑOS AL SERVICIO DE LA CIUDADANÍA PARA SECRETARIA.,30/12/2013,"48,00 €",2,92000,22001
2013.0000256,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DEL 11 AL 30/12/12, RECOGIDA DE ANIMALES ABANDONADOS, ADOPCIONES Y SU ELIMINACION MEDIANTE METODOS INCRUENTOS. JGL 26-10-12",13/02/2013,"7.294,55 €",6,31300,227990
2013.0000404,GPM SERVI SL,"DICIEMBRE/12, SERVICIO DE DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS EN TERMINO MUNICIPAL DE CASTELLON. JGL. 13-04-12",04/04/2013,"4.945,81 €",6,31300,227993
2013.0000406,GPM SERVI SL,"DICIEMBRE/12, DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",04/04/2013,"3.750,10 €",6,31300,227992
2013.0000533,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO/13, RECOGIDA DE ANIMALES ABANDONADOS, ADOPCIONES Y SU ELIMINACION . JGL 26-10-12",13/02/2013,"10.941,82 €",6,31300,227990
2013.0000534,"SERVICIOS FUNERARIOS PELLICER, S.L.",25/01/13. GASTOS INHUMACIÓN ,18/02/2013,"810,29 €",6,31300,227994
2013.0000751,GPM SERVI SL,"ENERO/13, DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",04/04/2013,"3.750,10 €",6,31300,227992
2013.0000753,GPM SERVI SL,"ENERO/13, DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS EN TERMINO MUNICIPAL CASTELLON. JGL. 13-04-12",04/04/2013,"4.945,81 €",6,31300,227993
2013.0000925,TROFEOS Y GRABADOS DURBAN SL,"SUMINISTRO 1200 PLACAS DE CENSO CANINO DE 3,5 CM DE ALTO Y 2 CM DE ANCHO , NUMERADAS E IMPRESAS EN COLORES. DEC 30/01/13",04/04/2013,"1.742,40 €",6,31300,221990
2013.0001249,GPM SERVI SL,"FEBRERO/13, DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",22/04/2013,"3.750,10 €",6,31300,227992
2013.0001250,GPM SERVI SL,"FEBRERO/13, DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS DE CASTELLON. JGL. 13-04-12",22/04/2013,"4.945,81 €",6,31300,227993
2013.0001264,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO/13, RECOGIDA DE ANIMALES ABANDONADOS, ADOPCIONES Y SU ELIMINACION  METODOS INCRUENTOS. JGL 26-10-12",22/04/2013,"10.941,82 €",6,31300,227990
2013.0001522,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MARZO/13, SERVICIO DE RECOGIDA DE ANIMALES ABANDONADOS, ADOPCIONES Y SU ELIMINACION. JGL 26-10-12",25/04/2013,"10.941,82 €",6,31300,227990
2013.0001530,GPM SERVI SL,"MARZO/13, DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",25/04/2013,"3.750,10 €",6,31300,227992
2013.0001531,GPM SERVI SL,"MARZO/13, DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS DE CASTELLON. JGL. 13-04-12",25/04/2013,"4.945,81 €",6,31300,227993
2013.0001607,PUBLICIDAD CASTELLON SL,SUMINISTRO DE 600 UDS. DE TOALLA MICROFIBRA. DEC 1/03/13,06/05/2013,"1.437,48 €",6,31300,226051
2013.0001608,PUBLICIDAD CASTELLON SL,SUMINISTRO 800 SET PRIMEROS AUXILIOS . DEC 26/02/13,06/05/2013,"2.337,72 €",6,31300,226052
2013.0001609,PUBLICIDAD CASTELLON SL,SUMINISTRO 1000 UDS LLAVEROS CAMISETA MONEDERO. DEC 26/02/13,06/05/2013,"1.984,40 €",6,31300,226058
2013.0001610,PUBLICIDAD CASTELLON SL,SUMINISTRO 1000 UDS. BOLSAS AMERICANAS . DEC  26/02/13,06/05/2013,"1.706,10 €",6,31300,226050
2013.0001629,PUBLICIDAD CASTELLON SL,"01/03/13. SUMINISTRO 1000 PORTANOTAS PARA LA CAMPAÑA ESCOLAR ""TOT MASCOTES""",06/05/2013,"1.101,10 €",6,31300,226053
2013.0002067,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL/13, RECOGIDA DE ANIMALES ABANDONADOS, ADOPCIONES Y SU ELIMINACION.  JGL 26-10-12",16/05/2013,"10.941,82 €",6,31300,227990
2013.0002142,"BORRIOL SERVEIS FUNERARIS, S.L.",15/04/13. SERVICIO INHUMACIÓN,29/05/2013,"799,86 €",6,31300,227994
2013.0002274,GPM SERVI SL,"ABRIL/13, DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",31/05/2013,"3.750,10 €",6,31300,227992
2013.0002275,GPM SERVI SL,"ABRIL/13, DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS DE CASTELLON. JGL. 13-04-12",31/05/2013,"4.945,81 €",6,31300,227993
2013.0002606,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MAYO/13, RECOGIDA DE ANIMALES ABANDONADOS, ADOPCIONES Y SU ELIMINACION.  JGL 26-10-12",18/06/2013,"10.941,82 €",6,31300,227990
2013.0002661,GPM SERVI SL,"MAYO/13,  DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS DE CASTELLON. JGL. 13-04-12",27/06/2013,"4.945,81 €",6,31300,227993
2013.0002662,GPM SERVI SL,"MAYO/13, DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",27/06/2013,"3.750,10 €",6,31300,227992
2013.0002890,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,CAMPAÑA TENENCIA DE PERROS Y ANTIABANDONO. DEC 23/04/13,04/07/2013,"6.400,00 €",6,31300,226021
2013.0002891,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,CAMPAÑA FORMATIVA SOBRE DOLENCIAS FISICAS EN MUJERES. DEC 23/04/13,04/07/2013,"4.160,00 €",6,31300,226057
2013.0002893,"MARTINEZ QUERALT,SL",SUMINISTRO 900 PACKS DE DESAYUNO CAMPAÑA DESAYUNOS SALUDABLES. DEC 26/02/13,04/07/2013,"1.683,00 €",6,31300,226050
2013.0002898,COL OF DE ENFERMERIA DE CASTELLON,"22/02/13. CHARLAS DENTRO DE LA CAMPAÑA ESCOLAR "" HABITOS HIGIENICOS"" EN CENTROS ESCOLARES. DEC 26/02/13",04/07/2013,"765,00 €",6,31300,226052
2013.0003101,COL OF DE ENFERMERIA DE CASTELLON,"30/05/13. CHARLAS CAMPAÑA ESCOLAR ""BEBE EN SALUD, COMBINADOS SALUDABLES"". DEC 6/05/13",18/07/2013,"204,00 €",6,31300,226051
2013.0003102,COL OF DE ENFERMERIA DE CASTELLON,"30/05/13. CHARLAS  CAMPAÑA ESCOLAR ""DESAYUNOS SALUDABLES"" DEC 26/02/13",18/07/2013,"510,00 €",6,31300,226050
2013.0003103,COL OF DE ENFERMERIA DE CASTELLON,"30/05/13. CHARLAS  ""CAMPAÑA  ESCOLAR HIGIENE POSTURAL"" EN DISTINTOS CENTROS ESCOLARES. DEC 26/02/13",18/07/2013,"1.377,00 €",6,31300,226058
2013.0003104,COL OF DE ENFERMERIA DE CASTELLON,"30/05/13. CHARLAS CAMPAÑA ESCOLAR ""COMBINADOS SALUDABLES"" DEC 1/03/13",18/07/2013,"1.428,00 €",6,31300,226051
2013.0003197,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"JUNIO/13,  RECOGIDA DE ANIMALES ABANDONADOS, ADOPCIONES Y SU ELIMINACION.  JGL 26-10-12",18/07/2013,"10.941,82 €",6,31300,227990
2013.0003200,GPM SERVI SL,"JUNIO/13, DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",18/07/2013,"3.750,10 €",6,31300,227992
2013.0003201,GPM SERVI SL,"JUNIO/13, DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS EN TERMINO CASTELLON. JGL. 13-04-12",18/07/2013,"4.945,81 €",6,31300,227993
2013.0003353,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"CREACIÓN Y ORGANIZACIÓN DE LA CAMPAÑA DE PREVENCION PARA EL CONTROL DE RATAS, CUCARACHAS Y MOSQUITOS. DEC 23/04/13",23/07/2013,"5.000,00 €",6,31300,226020
2013.0003425,ASPAC AMIGOS DE LOS ANIMALES,"PROGRAMACION 19 CHARLAS CAMPAÑA "" TOT MASCOTES"" EN DISTINTOS CENTROS ESCOLARES. DEC 28/03/13",10/09/2013,"2.280,00 €",6,31300,226053
2013.0003426,AMPA CEIP EXERCIT,JORNADA INTERCAMBIO ALMUERZO SALUDABLE ALUMNOS C.P. EJERCITO. DEC 10/06/13,10/09/2013,"279,99 €",6,31300,226050
2013.0003772,"FELIXCAN, S.L.",SUMINISTRO DE 3 LECTORES DE MICROCHIP DENTRO DE LA CAMPAÑA DE PROMOCION DEL CENSO CANINO DURANTE AÑO 2013,10/09/2013,"544,50 €",6,31300,226022
2013.0003832,"NUEVO TANATORIO, S.L.",26/06/13. SERVICIO INHUMACIÓN,30/09/2013,"784,27 €",6,31300,227994
2013.0003846,FUNERARIA LA MAGDALENA SLU,16/07/13. GASTOS INHUMACIÓN ,30/09/2013,"796,18 €",6,31300,227994
2013.0004035,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"JULIO/13,  RECOGIDA DE ANIMALES ABANDONADOS, ADOPCIONES Y SU ELIMINACION.  JGL 26-10-12",11/09/2013,"10.941,82 €",6,31300,227990
2013.0004036,GPM SERVI SL,"JULIO/13, DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",11/09/2013,"3.750,10 €",6,31300,227992
2013.0004037,GPM SERVI SL,"JULIO/13, DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS EN TERMINO CASTELLON. JGL. 13-04-12",11/09/2013,"4.945,81 €",6,31300,227993
2013.0004079,AMTEVO MEDIO AMBIENTE,SUMINISTRO DE 3000 UDS DE PORTA-BOLSAS PARA RECOGIDA DE EXCREMENTOS. DEC 8/07/13,11/09/2013,"2.499,99 €",6,31300,226022
2013.0004080,GPM SERVI SL,LIMPIEZA DE LA VIVIENDA INSALUBRE SITA EN CALLE ALBACETE Nº 4. DEC 22/07/13,11/09/2013,"224,20 €",6,31300,227000
2013.0004119,GPM SERVI SL,"AGOSTO/13, DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",24/09/2013,"3.750,10 €",6,31300,227992
2013.0004120,GPM SERVI SL,"AGOSTO/13, DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS EN TERMINO CASTELLON. JGL. 13-04-12",24/09/2013,"4.945,81 €",6,31300,227993
2013.0004188,TROFEOS Y GRABADOS DURBAN SL,SUMINISTRO PLACAS GRABADAS PARA EL CENSO CANINO. DEC 8/07/13,26/09/2013,"2.904,00 €",6,31300,226022
2013.0004618,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"AGOSTO/13, RECOGIDA DE ANIMALES ABANDONADOS, ADOPCIONES Y SU ELIMINACION. JGL 26-10-12",14/10/2013,"10.941,82 €",6,31300,227990
2013.0005050,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"SEPTIEMBRE/13, RECOGIDA DE ANIMALES ABANDONADOS, ADOPCIONES Y SU ELIMINACION. JGL 26-10-12",29/10/2013,"10.941,82 €",6,31300,227990
2013.0005200,PROMOCIONES Y EDICIONES CULTURALES SA,TRABAJOS ENCARTE FOLLETOS PREVENCION PLAGAS MOSQUITOS TIGRE. DEC 1/08/13,06/11/2013,"555,39 €",6,31300,226060
2013.0005271,"SERVICIOS FUNERARIOS PELLICER, S.L.",27/09/13. GASTOS INHUMACIÓN ,12/11/2013,"810,29 €",6,31300,227994
2013.0005334,GPM SERVI SL,"DEL 08/05 AL 29/07/13, INCREMENTO IPC DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS EN CASTELLON. JGL. 13-04-12",13/11/2013,"132,18 €",6,31300,227993
2013.0005335,GPM SERVI SL,"DEL 29/07 AL 31/08/13, INCREMENTO IPC DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS EN. JGL. 13-04-12",13/11/2013,"77,86 €",6,31300,227993
2013.0005336,GPM SERVI SL,"SEPTIEMBRE/13, DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS EN CASTELLON. JGL. 13-04-12",13/11/2013,"5.016,64 €",6,31300,227993
2013.0005337,GPM SERVI SL,"DEL 24/03 AL 10/07/13, INCREMENTO IPC DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",13/11/2013,"309,37 €",6,31300,227992
2013.0005338,GPM SERVI SL,"DEL 11/07 AL 31/08/13, INCREMENTO IPC. DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",13/11/2013,"123,61 €",6,31300,227992
2013.0005339,GPM SERVI SL,"SEPTIEMBRE/13, DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",13/11/2013,"3.822,96 €",6,31300,227992
2013.0005502,TELECSO SL,"MONTAJE Y DESMONTAJE PUNTO DE LUZ ""CAMPAÑA LACTANCIA MATERNA "" DEC 3/10/13",21/11/2013,"110,74 €",6,31300,226056
2013.0005535,GPM SERVI SL,"OCTUBRE/13, DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",20/11/2013,"3.822,96 €",6,31300,227992
2013.0005536,GPM SERVI SL,"OCTUBRE/13, DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS EN TERMINO MUNICIPAL DE CASTELLON. JGL. 13-04-12",20/11/2013,"5.016,64 €",6,31300,227993
2013.0005566,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"OCTUBRE/13, RECOGIDA DE ANIMALES ABANDONADOS, ADOPCIONES Y SU ELIMINACION MEDIANTE METODOS INCRUENTOS. JGL 26-10-12",20/11/2013,"10.941,82 €",6,31300,227990
2013.0005735,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,05/10/13. ALQUILER MESAS Y SILLAS PARA LA CAMPAÑA LACTANCIA MATERNA . DEC 3/10/13,21/11/2013,"324,52 €",6,31300,226056
2013.0005740,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"HONORARIOS CONFERENCIA ""LACTANCIA, CIENCIA Y SOCIEDAD"" DEC 3/10/13",21/11/2013,"310,00 €",6,31300,226056
2013.0005741,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"HONORARIOS POR LA CONFERENCIA ""PIEL CON PIEL. LACTANCIA EN LOS PRIMEROS MESES DE VIDA"". DEC 3/10/13",21/11/2013,"250,00 €",6,31300,226056
2013.0006250,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"RETIRADA, GESTION Y MANTENIMIENTO DEL EQUINO ABANDONADO EN LA VIA PUBLICA. DEC 7/11/13",30/12/2013,"363,00 €",6,31300,227990
2013.0006444,GPM SERVI SL,"NOVIEMBRE/13, DESINSECTACION Y LUCHA CONTRA POBLACIONES DE MOSQUITOS. JGL. 09-03-12",27/12/2013,"3.822,96 €",6,31300,227992
2013.0006445,GPM SERVI SL,"NOVIEMBRE/13, DESRATIZACION, DESINSECTACION, DESINFECCION Y LUCHA CONTRA CUCARACHAS EN TERMINO MUNICIPAL DE CASTELLON. JGL. 13-04-12",27/12/2013,"5.016,64 €",6,31300,227993
2013.0006543,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"NOVIEMBRE/13, RECOGIDA DE ANIMALES ABANDONADOS, ADOPCIONES Y SU ELIMINACION. JGL 26-10-12",27/12/2013,"10.941,82 €",6,31300,227990
2013.0006609,FUNERARIA LA MAGDALENA SLU,22/11/13. SERVICIO DE INHUMACIÓN.,30/12/2013,"799,81 €",6,31300,227994
2013.0006853,TROFEOS Y GRABADOS DURBAN SL,ADQUISICION CHAPAS CENSO CANINO 2013. DEC 26/11/13,30/12/2013,"1.452,00 €",6,31300,221990
2013.0003489,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"29/05/13. ENCUADERNACIÓN TOMOS JUNTA DE GOBIERNO, DECRETOS ELECTRÓNICOS Y DECRETOS PAPEL.",12/08/2013,"3.751,00 €",2,92001,227991
2013.0003489,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"29/05/13. ENCUADERNACIÓN TOMOS JUNTA DE GOBIERNO, DECRETOS ELECTRÓNICOS Y DECRETOS PAPEL.",12/08/2013,"3.751,00 €",2,92001,227991
2013.0006483,PORTAL DERECHO SA,SUMINISTRO DIARIO DERECHO MUNICIPAL PARA SECRETARIA.,30/12/2013,"290,40 €",2,92001,220010
2013.0004081,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,TRABAJOS DE UN PSICOLOGO PARA EFECTUAR TEST PSICOTECNICOS EN PRUEBAS SELECTIVAS PROVISION EN PROPIEDAD DOS PLAZAS INTENDENTE DE POLICIA LOCAL,30/09/2013,"1.430,00 €",4,92061,227990
2013.0000167,"FRAIKIN ALQUILER DE  VEHICULOS, S.A.","DICIEMBRE/12, ARRENDAMIENTO VEHICULO AMBULANCIA ASISTENCIAL CON DESTINO AL S.A.M.U. DEL AYUNTAMIENTO DE CASTELLON. JGL. 26-11-10",14/03/2013,"2.298,21 €",7,31200,20400
2013.0000410,"CASNET 96, S.L.",01/10/12. MATERIAL DE ASEO PARA SU USO POR SAMU.,25/04/2013,"47,30 €",7,31200,22106
2013.0000411,PINTURAS GALINDO SL,19/11/12. MATERIAL DE LIMPIEZA PARA SU USO POR SAMU.,25/04/2013,"65,33 €",7,31200,22110
2013.0000422,PINTURAS GALINDO SL,11/09/12. MATERIAL DE LIMPIEZA PARA SU USO POR SAMU.,25/04/2013,"100,55 €",7,31200,22110
2013.0000889,"FRAIKIN ALQUILER DE  VEHICULOS, S.A.","ENERO/13, ARRENDAMIENTO VEHICULO AMBULANCIA ASISTENCIAL CON DESTINO AL S.A.M.U. DEL AYUNTAMIENTO DE CASTELLON. JGL. 26-11-10",14/03/2013,"2.298,21 €",7,31200,20400
2013.0001247,"FRAIKIN ALQUILER DE  VEHICULOS, S.A.","FEBRERO/13, AMBULANCIA ASISTENCIAL CON DESTINO AL S.A.M.U. DEL AYUNTAMIENTO DE CASTELLON. JGL. 26-11-10",22/04/2013,"2.298,21 €",7,31200,20400
2013.0001377,"CASNET 96, S.L.",27/02/13. MATERIAL DE LIMPIEZA PARA SU USO POR SAMU.,23/04/2013,"47,30 €",7,31200,22110
2013.0001529,"FRAIKIN ALQUILER DE  VEHICULOS, S.A.",MARZO/13.  AMBULANCIA ASISTENCIAL CON DESTINO AL S.A.M.U. DEL AYUNTAMIENTO DE CASTELLON. JGL. 26-11-10,25/04/2013,"2.298,21 €",7,31200,20400
2013.0002034,ARMERIA RAUL SL,13/02/13. ADQUISICIÓN VESTUARIO PARA SAMU.,17/05/2013,"94,36 €",7,31200,22104
2013.0002272,"FRAIKIN ALQUILER DE  VEHICULOS, S.A.","ABRIL/13,  AMBULANCIA ASISTENCIAL CON DESTINO AL S.A.M.U. DEL AYUNTAMIENTO DE CASTELLON. JGL. 26-11-10",31/05/2013,"2.298,21 €",7,31200,20400
2013.0002561,"FRAIKIN ALQUILER DE  VEHICULOS, S.A.","MAYO/13,  AMBULANCIA ASISTENCIAL CON DESTINO AL S.A.M.U. DEL AYUNTAMIENTO DE CASTELLON. JGL. 26-11-10",12/06/2013,"2.298,21 €",7,31200,20400
2013.0003610,"FRAIKIN ALQUILER DE  VEHICULOS, S.A.","JUNIO/13, AMBULANCIA ASISTENCIAL CON DESTINO AL S.A.M.U. DEL AYUNTAMIENTO DE CASTELLON. JGL. 26-11-10",10/09/2013,"2.298,21 €",7,31200,20400
2013.0003794,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MATERIAL DE LIMPIEZA PARA SU USO POR SAMU.,30/09/2013,"383,91 €",7,31200,22110
2013.0004189,ARMERIA RAUL SL,ADQUISICIÓN VESTUARIO PARA SU USO POR SAMU.,07/10/2013,"56,89 €",7,31200,22104
2013.0004633,"FRAIKIN ALQUILER DE  VEHICULOS, S.A.","JULIO/13,  ARRENDAMIENTO DE UN VEHICULO AMBULANCIA ASISTENCIAL CON DESTINO AL S.A.M.U. DEL AYUNTAMIENTO DE CASTELLON. JGL. 26-11-10",14/10/2013,"2.298,21 €",7,31200,20400
2013.0004634,"FRAIKIN ALQUILER DE  VEHICULOS, S.A.","AGOSTO/13, AMBULANCIA ASISTENCIAL CON DESTINO AL S.A.M.U. DEL AYUNTAMIENTO DE CASTELLON. JGL. 26-11-10",14/10/2013,"2.298,21 €",7,31200,20400
2013.0004901,FERRETERIA ESCRIG SL,15/07/13. MATERIAL PARA SU USO POR SAMU.,06/11/2013,"25,86 €",7,31200,22199
2013.0005193,"FRAIKIN ALQUILER DE  VEHICULOS, S.A.","SEPTIEMBRE/13, ARRENDAMIENTO DE UN VEHICULO AMBULANCIA ASISTENCIAL CON DESTINO AL S.A.M.U. DEL AYUNTAMIENTO DE CASTELLON. JGL. 26-11-10",06/11/2013,"2.298,21 €",7,31200,20400
2013.0005959,ARMERIA RAUL SL,24/10/13. ADQUISICIÓN VESTUARIO PARA SAMU.,17/12/2013,"145,20 €",7,31200,22104
2013.0006393,ANGAL INFORMATICA S.L,"19/11/13. MATERIAL DOCENTE PARA SAMU, COMPENSACION SEGUN DECRETO FECHA 20-01-2014.",30/12/2013,"83,49 €",7,31200,22000
2013.0006803,IMPRENTA ROSELL SL,SUMINISTRO DE FOLLETOS DE PRIMEROS AUXILIOS PARA EL SERVICIO DE ASISTENCIA MEDICA URGENTE DEL AYUNTAMIENTO DE CASTELLON,30/12/2013,"4.451,20 €",7,31200,22602
2013.0007016,"FRAIKIN ALQUILER DE  VEHICULOS, S.A.",OCTUBRE/13. ARRENDAMIENTO DE UN VEHICULO AMBULANCIA ASISTENCIAL CON DESTINO AL S.A.M.U. DEL AYUNTAMIENTO DE CASTELLON. JGL. 26-11-10,30/12/2013,"2.298,21 €",7,31200,20400
2013.0007017,"FRAIKIN ALQUILER DE  VEHICULOS, S.A.","NOVIEMBRE/13, ARRENDAMIENTO DE UN VEHICULO AMBULANCIA ASISTENCIAL CON DESTINO AL S.A.M.U. DEL AYUNTAMIENTO DE CASTELLON. JGL. 26-11-10",30/12/2013,"2.298,21 €",7,31200,20400
2013.0000104,REPARTO MARCO SL,"DICIEMBRE/12, NOTIFICACIONES DE INSPECCION DE TRIBUTOS DEL AYUNTAMIENTO CASTELLON.  DEC. 06-09-11.",13/02/2013,"493,32 €",4,92065,22799
2013.0000128,"COPISTERIA DE CASTELLON, S.L.",20/12/12. COPIAS PLANOS PARA URBANISMO.,20/02/2013,"21,78 €",4,92065,220001
2013.0000129,"COPISTERIA DE CASTELLON, S.L.",19/12/12. COPIAS Y PLANOS PARA URBANISMO.,20/02/2013,"3,75 €",4,92065,220001
2013.0000138,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/12/12. COPIA LLAVES PARA INTERVENCIÓN.,20/02/2013,"5,80 €",4,92065,220001
2013.0000152,REPARTO MARCO SL,DICIEMBRE/12. NOTIFICACIONES DE INSPECCION DE RECAUDACION DEL AYUNTAMIENTO CASTELLON.  DEC. 06-09-11.,13/02/2013,"1.210,14 €",4,92065,22799
