Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2017.0007182,DOS RODES RENT SL,"NOVIEMBRE/17.  ARRENDAMIENTO SIN OPCION DE COMPRA DE DOS MOTOCICLETAS TOTALMENTE EQUIPADAS PARA LA AGENCIA DE MOVILIDAD URBANA, SEGUN DECRETO 28-07-16 (FORMALIZADO 17-08-16).",22/12/17,"940,60 €",5,13250,20405
2017.0006842,UBIK GEOSPATIAL SOLUTIONS SL,24/11/17. DESARROLLO DE UNA PLATAFORMA DE ENCUESTAS GEOLOCALIZADAS PARA CREAR EL MAPA DE SENSACIONES Y PARTICIPACION CIUDADANA EN LA EVALUACION DE LA CONVICENCIA Y SEGURIDAD CIUDADANA. DEC  21/09/2017,27/12/17,"14.250,00 €",5,13250,227991
2017.0007345,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,30/11/17. COPIAS LLAVES PARA POLICIA LOCAL.,29/12/17,"93,41 €",5,13230,221990
2017.0007346,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,NOVIEMBRE/17. LIMPIEZA MOTOCICLETAS Y VEHICULOS POLICIALES.,29/12/17,"302,50 €",5,13230,21400
2017.0008088,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,6/12/17. 16 LIMPIEZAS DE VEHICULOS Y 8 MOTOCICLETAS,29/12/17,"484,00 €",5,13230,21400
2017.0007205,"LABORATORIO DR F ECHEVARNE, ANALISIS SA",DEL 30/10 AL 21/11/17. CONTRAANÁLISIS DROGAS DE POLICIA LOCAL.,29/12/17,"363,00 €",5,13250,227990
2017.0007860,"ANDACAR 2000, S.A.",NOVIEMBRE 17. ARRENDAMIENTO SIN OPCION DE COMPRA DE 36 VEHICULOS TOTALMENTE EQUIPADOS CON DESTINO POLICIA LOCAL. JGL 13-09-13 FORMALIZADO 18-09-13 Y ACTA ENTREGA 01-10-13.,29/12/17,"5.675,86 €",5,13230,20400
2017.0007523,EL CORTE INGLES SA,05/12/17. ADQUISICION DE DOS TABLETAS DIGITALES PARA LA POLICIA DE PROXIMIDAD,29/12/17,"837,32 €",5,13230,221990
2017.0007787,TRANSTEL SA,NOVIEMBRE 17.  ARRENDAMIENTO DE UN FURGÓN DE ATESTADOS TOTALMENTE EQUIPADO PARA LA POLICIA LOCAL. JGL 21-11-14 (FORMALIZADO 12-12-14) ACTA ENTREGA 30-04-15.,29/12/17,"2.316,85 €",5,13250,20401
2017.0007478,PLACIDO GOMEZ SL,30/11/17. ADQUISION DE ROTULADORES DE CINTA IMPRIMIBLE (DYMO) PARA LA UNIDAD DEL MEDIOAMBIENTE Y LA UNIDAD DE VIOLENCIA DE GENERO DE LA POLICIA LOCAL.,29/12/17,"70,89 €",5,13230,221990
2017.0006984,ARMERIA RAUL SL,"29/11/17. SUMINISTRO DE MUNICION PARA LAS TIRADAS ANUALES, PARA LOS ENTRENAMIENTOS POLICIA LOCAL.",29/12/17,"5.998,58 €",5,13230,221991
2017.0007384,ARMERIA RAUL SL,30/11/17. SERVICIO DE MENSAJERIA URGENTE PARA POLICIA LOCAL.,29/12/17,"53,70 €",5,13230,22201
2017.0007387,ARMERIA RAUL SL,04/12/17. SUMINISTRO ARNES Y COLLAR SINTÉTICO.,29/12/17,"67,99 €",5,13230,221990
2017.0007388,ARMERIA RAUL SL,04/12/17. ADQUISICIÓN DE 27 AURICULAR MICRO DIADEMA + TOMA TELEFONO,29/12/17,"674,96 €",5,13230,221990
2017.0007389,ARMERIA RAUL SL,04/12/17. LIMPIEZA DE ESCOPETAS GUARDERÍA RURAL,29/12/17,"499,95 €",5,13230,21300
2017.0007390,ARMERIA RAUL SL,"04/12/17. SUMINISTRO DIANAS DE PRECISIÓN, ESTUCHE DE LIMPIEZA Y ACEITE BERETTA.",29/12/17,"440,00 €",5,13230,221991
2017.0007391,ARMERIA RAUL SL,"04/12/17. SUMINISTRO AURICULAR, GAFA, FUNDA TIRO, CARGADOR.",29/12/17,"3.991,90 €",5,13230,221991
2017.0007392,ARMERIA RAUL SL,"04/12/17. SUMINISTRO MANTAS DESECHABLES, PROTECCTOR HIGIENICO CASCO Y MASCARILLA.",29/12/17,"937,75 €",5,13230,221990
2017.0007505,ARMERIA RAUL SL,"MATERIAL PARA LA UNIDAD CANINA: ARNESES, CORREAS, COLLARES.",29/12/17,"116,00 €",5,13230,221990
2017.0007569,SPY CENTER SLL,06/12/17. INSTALACIÓN DE UN SISTEMA DE CIRCUITO CERRADO DE TELEVISIÓN CON CÁMARAS(TANTO VIDEOVIGILANCIA COMO SISTEMA DE ALARMAS)DEL AYUNTAMIENTO NOBLE DEC.21/11/2017.,29/12/17,"13.676,34 €",5,13220,62300
2017.0007769,FERRETERIA ESCRIG SL,DEL 8 AL 30/11/17. MATERIAL DE FERRETERIA PARA SU USO POR POLICIA LOCAL.,29/12/17,"120,13 €",5,13230,221990
2017.0006912,VETERINARIA MARTA MARTIN SLP,23/11/17. SERVICIO DE ATENCION VETERINARIA  PARA EL CAN DE LA POLICIA LOCAL.,29/12/17,"57,40 €",5,13230,22799
2017.0006915,VETERINARIA MARTA MARTIN SLP,27/10/17.  SERVICIO DE ATENCION VETERINARIA  PARA EL CAN DE LA POLICIA LOCAL,29/12/17,"10,00 €",5,13230,22799
2017.0007746,VETERINARIA MARTA MARTIN SLP,04/12/17. SERVICIO DE ATENCION VETERINARIA  PARA EL CAN DE LA POLICIA LOCAL.,29/12/17,"25,15 €",5,13230,22799
2017.0007747,VETERINARIA MARTA MARTIN SLP,01/12/17. ATENCION VETERINARIA  PARA EL CAN DE LA POLICIA LOCAL.,29/12/17,"40,16 €",5,13230,22799
2017.0007748,VETERINARIA MARTA MARTIN SLP,01/12/17.  ATENCION VETERINARIA  PARA EL CAN DE LA POLICIA LOCAL.,29/12/17,"28,20 €",5,13230,22799
2017.0007776,VETERINARIA MARTA MARTIN SLP,4/12/17. MATERIAL PARA LA UNIDAD CANINA:  PIENSO TANTO PARA LOS DOS CANES COMO PARA EL TERCERO QUE SE HA INCORPORADO.,29/12/17,"234,88 €",5,13230,221990
2017.0007919,VETERINARIA MARTA MARTIN SLP,05/12/17. PELOTAS PARA LA UNIDAD CANINA.,29/12/17,"77,70 €",5,13230,221990
2017.0007920,VETERINARIA MARTA MARTIN SLP,"05/12/17. MATERIAL PARA LA UNIDAD CANINA: BOZAL, CORREA,...",29/12/17,"231,20 €",5,13230,221990
2017.0007921,VETERINARIA MARTA MARTIN SLP,05/12/17. SERVICIO DE ATENCION VETERINARIA  PARA EL CAN DE LA POLICIA LOCAL.,29/12/17,"180,00 €",5,13230,22799
2017.0007922,VETERINARIA MARTA MARTIN SLP,05/12/17. MATERIAL PARA LA UNIDAD CANINA: PIENSO.,29/12/17,"117,44 €",5,13230,221990
2017.0008188,VETERINARIA MARTA MARTIN SLP,14/12/17. 05/12/17. SERVICIO DE ATENCION VETERINARIA  PARA EL CAN DE LA POLICIA LOCAL.,29/12/17,"28,20 €",5,13230,22799
2017.0008061,PUBLYREGAL CASTELLON SL,12/09/17. MATERIAL DE PROTOCOLO (BOLÍGRAFOS SERIGRAFIADOS) PARA LA UNIDAD DE EDUCACIÓN VIAL.,29/12/17,"1.998,92 €",5,13200,220000
2017.0008218,VEDAT MEDITTERRANEO SL,18/12/17. ADQUIRIR VEHICULO FORD TRANSIT CUSTOM KOMBI FT 310 L1 TREND 2.0 TDCi 77 KW (105CV) EURO 6 CON CAPACIDAD PARA NUEVE PERSONAS CON DESTINO A LA AGENCIA DE MOVILIDAD URBANA DEC. 13/12/2017.,29/12/17,"29.250,00 €",5,13250,62400
2017.0007062,ADESAL TELECOM SL,"29/11/17. ADQUISICION DE 31 MICROAURICULARES AJUSTABLES, 45 BATERIAS DE ALTA CAPACIDAD Y 20 MICROALTAVOCES.",29/12/17,"5.981,21 €",5,13200,21300
2017.0007183,ADESAL TELECOM SL,30/11/17. REPARACIÓN DE UN TERMINAL DE COMUNICACIÓN OPERATIVO EN LA RED COMDES POR ROTURA (3PN601019G4N536).,29/12/17,"323,07 €",5,13200,21300
2017.0007184,ADESAL TELECOM SL,30/11/17. REPARACIÓN DE UN TERMINAL DE COMUNICACIÓN OPERATIVO EN LA RED COMDES DE LA POLICÍA LOCAL POR AVERÍA (3PN601013G4M8AS).,29/12/17,"323,07 €",5,13200,21300
2017.0008220,"EUROCOP SECURITY SYSTEMS, S.L.","15 % LOTE 3:SUM.,INSTALACIÓN Y PUESTA EN SERVICIO DE UN NUEVO EQUIPAMIENTO DE VIDEO-WALL EN LA SALA CECOP,SALA DE CRISIS Y SALA DE COORDINACIÓN ÁREA DE SEGURIDAD Y EMERGENCIAS JGL 23/12/2016",29/12/17,"32.742,60 €",5,49100,6270117
2017.0008221,"EUROCOP SECURITY SYSTEMS, S.L.","15 % LOTE 1:SUM.,INSTAL.Y PUESTA EN SERVICIO DE EQUIPAMIENTO INFORMATICO,COMUNICACIONES Y VISUALIZACIÓN CAMARAS EXISTENTES EN EL CONSISTORIO MUN.CON NUEVA SALA CECOP,SALA DE CRISIS Y SALA DE COORD.PARA  AREA SEG.PUB.Y EMERGENCIAS JGL 23/12/16.",29/12/17,"31.464,84 €",5,49100,6270317
2017.0008222,"EUROCOP SECURITY SYSTEMS, S.L.","15 % LOTE 4:SUM.,INSTAL.Y PUESTA EN SERVICIO DE UN NUEVO EQUIPAMIENTO DE CAMARAS DE SEGURIDAD CCTV CON ANALISIS DE VIDEO EN DIFERENTES SEDES MUNICIPALES CON CONEXION A LA SALA CECOP DEL ÁREA DE SEGURIDAD Y EMERGENCIAS JGL 23/12/2016.",29/12/17,"21.721,92 €",5,49100,6270417
2017.0008247,INSIGNA UNIFORMES SL,20/12/17.ADQUIRIR 93 CHALECOS ANTIBALAS CON DESTINO A LA POLICIA LOCAL DE CASTELLON JGL 07/12/2017.,29/12/17,"79.863,67 €",5,13220,62300
2017.0008317,ALGORITMOS PROCESOS Y DISEÑOS SA,"27/12/17.85% LOTE 2:SUM.,INSTAL.Y PUESTA EN SERVICIO DE UNA MATRIZ DE COMUNICACIONES PARA EL CENTRO DE COORDINACIÓN OPERATIVA(CECOP)ÁREA DE SEGURIDAD Y EMERGENCIAS SEGÚN RESOLUCIÓN 270/2017 DEL T.CENTRAL REC.CONTRACTUALES DE 17/3/2017(JGL 26/05/2017)",29/12/17,"163.529,44 €",5,49100,6270217
2017.0007197,SMART MOBILITY SYSTEMS SL,"OCT. Y NOV. 17.  LOTE 3.- BICICLETAS, TRICICLOS Y KARTS A PEDALES, CONTRATO SERVICIO DE REPARACION, REPOSICION DE PIEZAS Y MANTENIMIENTO VEHICULOS POLICIALES Y DE A.M.U.  JGL 28/7/17 (FORMALIZADO 31/7/17).",29/12/17,"732,38 €",5,13230,21400
2017.0008070,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"28/11/17. CURSO ""JORNADA-TALLER VIOLENCIA DE GENERO"" DIRIGIDOS AL PERSONAL DE LA POLICÍA LOCAL Y AGENTES DE MOVILIDAD URBANA.",29/12/17,"90,00 €",5,13200,22606
2017.0008047,COMERCIAL KV SL,04/12/17. ASISTENCIA TECNICA Y ASESORAMIENTO DURANTE LA INSTALACION Y PUESTA EN SERVICIO DEL SUMINISTRO DE EQUIPAMIENTO INTEGRAL DE LA SALA DEL CENTRO DE ATENCION DE EMERGENCIAS.,29/12/17,"3.025,00 €",5,13200,227061
2017.0008257,ROTULOS VILA REAL SL,18/12/17. MATERIAL VINILO PARA SU USO POR LA SALA DE POLICIA LOCAL.,29/12/17,"673,97 €",5,13230,221990
2017.0008073,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"8/11/17.CURSO ""JORNADA-TALLER VIOLENCIA DE GENERO"" DIRIGIDOS AL PERSONAL DE LA POLICÍA LOCAL Y AGENTES DE MOVILIDAD URBANA.",29/12/17,"90,00 €",5,13200,22606
2017.0008068,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"28/11/17. CURSOS ""JORNADA-TALLER VIOLENCIA DE GENERO"" DIRIGIDO AL PERSONAL DE LA POLICÍA LOCAL Y AGENTES DE MOVILIDAD URBANA.",29/12/17,"150,00 €",5,13200,22606
2017.0005178,DOS RODES RENT SL,DEL 28/8 AL 29/9/17. ARRENDAMIENTO DE DOS MOTOCICLETAS TOTALMENTE EQUIPADAS PARA LA AGENCIA DE MOVILIDAD URBANA.  DEC 12/06/17 (FORMALIZADO 19/6/17) ACTA RECEPCION 28/7/17. ,20/10/17,"940,60 €",5,13250,20406
2017.0001791,DOS RODES RENT SL,"MARZO 17.  ARRENDAMIENTO SIN OPCION DE COMPRA DE DOS MOTOCICLETAS TOTALMENTE EQUIPADAS PARA LA AGENCIA DE MOVILIDAD URBANA, SEGUN DECRETO 28-07-16 (FORMALIZADO 17-08-16).                    ",18/04/17,"940,60 €",5,13250,20405
2017.0000634,INSTITUTO BIOMECANICA VALENCIA,2017. SUSCRIPCIÓN AL SERVICIO SOPORTE ERGO/IBV.,02/03/17,"197,23 €",3,92064,22000
2017.0000543,WOLTERS KLUWER SA,02/02/17. CISS PREVENCION RIESGOS LABORALES,17/03/17,"321,86 €",3,92064,22001
2017.0001454,PREVING CONSULTORES SLU,DICIEMBRE 16. SERVICIO DE PREVENCION AJENO DE RIESGOS LABORALES EN LAS ESPECIALIDADES DE MEDICINA EN EL TRABAJO E HIGIENE INDUSTRIAL PARA EL SERVICIO PROPIO DE PREVENCION DE RIESGOS LABORALES.JGL 24-06-16.(FORMAL.30-06-16),31/03/17,"4.991,84 €",3,92064,22706
2017.0001455,PREVING CONSULTORES SLU,ENERO 17. SERVICIO DE PREVENCION AJENO DE RIESGOS LABORALES EN LAS ESPECIALIDADES DE MEDICINA EN EL TRABAJO E HIGIENE INDUSTRIAL PARA EL SERVICIO PROPIO DE PREVENCION DE RIESGOS LABORALES.JGL 24-06-16.(FORMAL.30-06-16),31/03/17,"4.991,84 €",3,92064,22706
2017.0001499,PREVING CONSULTORES SLU,FEBRERO 17. SERVICIO DE PREVENCION AJENO DE RIESGOS LABORALES EN LAS ESPECIALIDADES DE MEDICINA EN EL TRABAJO E HIGIENE INDUSTRIAL PARA EL SERVICIO PROPIO DE PREVENCION DE RIESGOS LABORALES.JGL 24-06-16.(FORMAL.30-06-16),07/04/17,"4.991,84 €",3,92064,22706
2017.0001762,PREVING CONSULTORES SLU,MARZO/17. PREVENCION AJENO DE RIESGOS LABORALES EN LAS ESPECIALIDADES DE MEDICINA EN EL TRABAJO E HIGIENE INDUSTRIAL PARA EL SERVICIO PROPIO DE PREVENCION DE RIESGOS LABORALES.JGL 24-06-16.(FORMAL.30-06-16),21/04/17,"4.991,84 €",3,92064,22706
2017.0002427,WOLTERS KLUWER SA,DEL01/04/17 AL 01/04/18. SUSCRIPCIÓN A SMARTECA-2000 SOLUCIONES LABORALESPARA PREVENCIÓN DE RIESGOS LABORALES.,12/06/17,"153,67 €",3,92064,22001
2017.0002868,PREVING CONSULTORES SLU,ABRIL 17.  SERVICIO DE PREVENCION AJENO DE RIESGOS LABORALES EN LAS ESPECIALIDADES DE MEDICINA EN EL TRABAJO E HIGIENE INDUSTRIAL PARA EL SERVICIO PROPIO DE PREVENCION DE RIESGOS LABORALES.JGL 24-06-16.(FORMAL.30-06-16),23/06/17,"4.991,84 €",3,92064,22706
2017.0003041,PREVING CONSULTORES SLU,MAYO/17. SERVICIO DE PREVENCION AJENO DE RIESGOS LABORALES EN LAS ESPECIALIDADES DE MEDICINA EN EL TRABAJO E HIGIENE INDUSTRIAL PARA EL SERVICIO PROPIO DE PREVENCION DE RIESGOS LABORALES.JGL 24-06-16.(FORMAL.30-06-16),30/06/17,"4.991,84 €",3,92064,22706
2017.0003968,PREVING CONSULTORES SLU,JUNIO/17. SERVICIO DE PREVENCION AJENO DE RIESGOS LABORALES EN LAS ESPECIALIDADES DE MEDICINA EN EL TRABAJO E HIGIENE INDUSTRIAL PARA EL SERVICIO PROPIO DE PREVENCION DE RIESGOS LABORALES.JGL 24-06-16.(FORMAL.30-06-16),03/08/17,"4.991,79 €",3,92064,22706
2017.0004600,ELECTRONICA MARTON SL,25/08/17. COMPRAS DIVERSAS FUNCIONAMIENTO AULA DE FORMACIÓN.1ª OP.CONTABLE SEGUN BASE 6ª DE EJECUCION DEL PRESUPUESTO.,04/10/17,"1.444,74 €",3,92064,221990
2017.0003814,EUROPREVEN SERV. PRL. SL,DEL 19/05 AL 30/06/17. APOYO PSICOLOGICO A TRABAJODRES DE LA BANDA DE MUSICA MUNICIPAL,06/10/17,"2.226,40 €",3,92064,227990
2017.0005537,EUROPREVEN SERV. PRL. SL,DEL 1 DE JULIO AL 30 DE SEPTIEMBRE/17. APOYO PSICOLOGICO A TRABAJADORES DE LA BANDA DE MUSICA MUNICIPAL,09/11/17,"2.710,40 €",3,92064,227990
2017.0006221,FARMACIA ROS CB,MAYO/17. SUMINISTRO MEDICAMENTOS BOTIQUIN PREVENCIÓN.,05/12/17,"1.899,62 €",3,92064,22106
2017.0006222,FARMACIA ROS CB,AGOSTO 2016. SUMINISTRO MEDICAMENTOS BOTIQUIN PREVENCIÓN.,21/12/17,"1.898,82 €",3,92064,22106
2017.0007858,WOLTERS KLUWER SA,DIC 2017. SUSCRIPCIÓN CAPITAL HUMANO ON LINE PARA PREVENCION RIESGOS LABORALES,29/12/17,"277,09 €",3,92064,22001
2017.0007466,PLACIDO GOMEZ SL,30/11/17. ADQUISICION LIBROS PARA PREVENCION RIESGOS LABORALES,29/12/17,"82,00 €",3,92064,22001
2017.0007897,PLACIDO GOMEZ SL,12/12/17. ADQUISICION DE LIBRO MANUAL PRACTICO PREVENCION DE RIESGOS LABORALES,29/12/17,"100,88 €",3,92064,22001
2017.0004288,AMBULANCIAS CSA SL,Fecha: 21/07/2017 Servicio: 170712364,06/10/17,"495,55 €",4,33400,226090
2017.0000725,AMBULANCIAS CSA SL,DICIEMBRE/16. SERVICIO PREVENTIVO COBERTURA ASISTENCIA SANITARIA EN ACTOS PUBLICOS ORGANIZADOS POR EL AYUNTAMIENTO O EN CUYA ORGANIZACION COLABORE. JGL 24-01-14 (FORMALIZADO 31-01-14) PRORROGA JGL 18-12-15.,24/02/17,"699,91 €",5,13500,22799
2017.0000726,AMBULANCIAS CSA SL,ENERO/17. SERVICIO PREVENTIVO COBERTURA ASISTENCIA SANITARIA EN ACTOS PUBLICOS ORGANIZADOS POR EL AYUNTAMIENTO O EN CUYA ORGANIZACION COLABORE. JGL 24-01-14 (FORMALIZADO 31-01-14) PRORROGA JGL 18-12-15.,24/02/17,"864,96 €",5,13500,22799
2017.0000612,VEDAT MEDITTERRANEO SL,31/01/2017.SUMINISTRO DE UN VEHICULO DE MANDO Y COORDINACIÓN CON DESTINO AL SERV. DE PROTECCIÓN CIVIL DECRETO ADJUDICACIÓN  21/12/2016 Y DECRETO REAJUSTE ANUALIDAD 2016 A 2017 DE 22/02/017..,01/03/17,"28.515,49 €",5,13500,62400
2017.0001237,SVRNE MUTUA DE SEGUROS Y REASEGURO A PRIMA FIJA,AÑO 2017. POLIZA Nº20130220325953 DE PROTECCIÓN CIVIL.,04/04/17,"529,21 €",5,13500,22400
2017.0001485,AMBULANCIAS CSA SL,FEBRERO 17. SERVICIO PREVENTIVO COBERTURA ASISTENCIA SANITARIA EN ACTOS PUBLICOS ORGANIZADOS POR EL AYUNTAMIENTO. JGL 24/01/14 (FORMALIZADO 31/01/14) REV.PREC. Y PRORROGA JGL 04/11/16.,07/04/17,"1.171,30 €",5,13500,22799
2017.0000600,AMBULANCIAS CSA SL,16/12/16 SERVICIO EXTRAORDINARIO AMBULANCIA SVB CARTERO REAL GRAO . ,27/04/17,"72,08 €",5,13500,22799
2017.0000601,AMBULANCIAS CSA SL,31/12/16. SERVICIO EXTRAORDINARIO AMBULANCIA SVB FIESTA FIN DE AÑO ,27/04/17,"252,28 €",5,13500,22799
2017.0000830,AMBULANCIAS CSA SL,31/01/17. SERVICIO EXTRAORDINARIO AMBULANCIA EN LA CABALGATA DE REYES.,27/04/17,"540,18 €",5,13500,22799
2017.0001486,AMBULANCIAS CSA SL,FEBRERO 17. SERVICIO AMBULANCIA Y ENFERMERO DESFILE CARNAVAL.,27/04/17,"318,05 €",5,13500,227991
2017.0002096,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,18/04/17. SUMINISTRO BOCADILLOS Y AGUAS PARA ROMERIA MAGDALENA.,24/05/17,"1.125,00 €",5,13500,22105
2017.0002876,AMBULANCIAS CSA SL,MAGDALENA 2017. SERVICIOS SANITARIOS FIESTAS S/DEC 8/02/2017,19/06/17,"8.564,34 €",5,13500,227991
2017.0002874,AMBULANCIAS CSA SL,MAGDALENA 17. SEGUNDA PRORROGA Y REVISION DE PRECIOS DEL CONTRATO SERVICIO PREVENTIVO COBERTURA ASISTENCIA SANITARIA EN ACTOS PUBLICOS ORGANIZADOS POR EL AYUNTAMIENTO. JGL 24/01/14 (FORMALIZADO 31/01/14) REV.PREC. Y PRORROGA JGL 04/11/16.,23/06/17,"11.002,00 €",5,13500,22799
2017.0003331,AMBULANCIAS CSA SL,MAYO/17.  SERVICIO PREVENTIVO COBERTURA ASISTENCIA SANITARIA EN ACTOS PUBLICOS ORGANIZADOS POR EL AYUNTAMIENTO. JGL 24/01/14 (FORMALIZADO 31/01/14) REV.PREC. Y PRORROGA JGL 04/11/16.,21/07/17,"445,53 €",5,13500,22799
2017.0002875,AMBULANCIAS CSA SL,MAGDALENA/17. SERVICIOS FUERA DE CONTRATO,27/07/17,"5.460,64 €",5,13500,22799
2017.0003911,AMBULANCIAS CSA SL,JUNIO/17.SERVICIO PREVENTIVO COBERTURA ASISTENCIA SANITARIA EN ACTOS PUBLICOS ORGANIZADOS POR EL AYUNTAMIENTO. JGL 24/01/14 (FORMALIZADO 31/01/14) REV.PREC. Y PRORROGA JGL 04/11/16.,03/08/17,"405,45 €",5,13500,22799
2017.0003796,"INTUR ESPORT, S.L.","JUNIO/17. SERV.SALVAMENTO Y SOCORRISMO PLAYAS CS , TEMPORADA ESTIVAL AÑO 2017 SUBROGANDOSE EL AYTO CASTELLON EN POSICION CONTRACTUAL DEL PM TURISMO. JGL 12/04/17.",03/08/17,"81.009,42 €",5,13500,227992
2017.0003910,AMBULANCIAS CSA SL,"23/06/17. ZONAS PLAYAS: PLANETARIO, RIO Y ROTONDA CASETAS. ASISTENCIA SANITARIA EN ACTOS PUBLICOS ORGANIZADOS POR EL AYUNTAMIENTO. JGL 24/01/14 (FORMALIZADO 31/01/14) REV.PREC. Y PRORROGA JGL 04/11/16.",15/09/17,"1.424,10 €",5,13500,22799
2017.0004286,AMBULANCIAS CSA SL,JULIO/17. SERVICIO PREVENTIVO COBERTURA ASISTENCIA SANITARIA EN ACTOS PUBLICOS ORGANIZADOS POR EL AYUNTAMIENTO. JGL 24/01/14 (FORMALIZADO 31/01/14) REV.PREC. Y PRORROGA JGL 04/11/16.,22/09/17,"180,20 €",5,13500,22799
2017.0004592,"INTUR ESPORT, S.L.","JULIO/17. SERV.SALVAMENTO Y SOCORRISMO PLAYAS CS , TEMPORADA ESTIVAL AÑO 2017 SUBROGANDOSE EL AYTO CASTELLON EN POSICION CONTRACTUAL DEL PM TURISMO. JGL 12/04/17.",22/09/17,"81.009,42 €",5,13500,227992
2017.0004671,"INTUR ESPORT, S.L.","AGOSTO/17. SERV.SALVAMENTO Y SOCORRISMO PLAYAS CS , TEMPORADA ESTIVAL AÑO 2017 SUBROGANDOSE EL AYTO CASTELLON EN POSICION CONTRACTUAL DEL PM TURISMO. JGL 12/04/17.",22/09/17,"81.009,42 €",5,13500,227992
2017.0004585,ALKIME CONSULTORES S.L,27/08/17. SUMINISTRO Y MANTENIMIENTO DE BATERIAS RED TETRA PARA PROTECCIÓN CIVIL.,27/09/17,"1.700,00 €",5,13500,21300
2017.0003913,AMBULANCIAS CSA SL,"JUNIO/17. DIAS 23/06/17 NOCHE DE SAN JUAN ZONA RIO, 24/06/17 INAUGURACION DE FIESTAS Y 29/06/17 SAN PEDRO.",28/09/17,"675,76 €",5,13500,22799
2017.0004287,AMBULANCIAS CSA SL,29/06/17. SERVICIO DE AMBULANCIA EN FIESTAS SAN PEDRO,28/09/17,"363,60 €",5,13500,22799
2017.0005199,"INTUR ESPORT, S.L.","SEPTIEMBRE 17. SERV.SALVAMENTO Y SOCORRISMO PLAYAS CS , TEMPORADA ESTIVAL AÑO 2017 SUBROGANDOSE EL AYTO CASTELLON EN POSICION CONTRACTUAL DEL PM TURISMO. JGL 12/04/17.",20/10/17,"81.009,19 €",5,13500,227992
2017.0005484,COSUMSE SL,11/10/17. CINTA SEÑALIZACION PROTECION CIVIL,13/11/17,"986,15 €",5,13500,221990
2017.0005391,AMBULANCIAS CSA SL,SEPTIEMBRE 17. SERVICIO PREVENTIVO DE COBERTURA ASISTENCIA SANITARIA EN ACTOS PUBLICOS ORGANIZADOS POR EL AYTO.,30/11/17,"675,75 €",5,13500,22799
2017.0006247,ARMERIA RAUL SL,2017. SUMINISTRO VESTUARIO INVIERNO PROTECCIÓN CIVIL,18/12/17,"4.891,43 €",5,13500,22104
2017.0006808,EL CORTE INGLES SA,24/11/17. ADQUISICIÓN VESTUARIO PARA PROTECCIÓN CIVIL.,20/12/17,"2.893,47 €",5,13500,22104
2017.0006976,AMBULANCIAS CSA SL,OCTUBRE 2017. SERVICIO AMBULANCIA PRESENTACIÓN GAIATAS,21/12/17,"1.306,45 €",5,13500,22799
2017.0006977,AMBULANCIAS CSA SL,NOVIEMBRE 2017. SERVICIO AMBULANCIA PRESENTACIÓN GAIATAS,21/12/17,"901,00 €",5,13500,22799
2017.0007404,IMPRENTA ROSELL SL,04/12/17. IMPRESIÓN 2.500 PULSERAS PERDIDA MENORES,29/12/17,"1.512,50 €",5,13500,22602
2017.0007405,IMPRENTA ROSELL SL,"04/12/17. IMPRESIÓN DOSIERS, PLANOS, CARTELES PARA SERVICIO DE COMUNICACION DE PLANES DE EMERGENCIA",29/12/17,"4.153,93 €",5,13500,22602
2017.0002740,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,24/05/17. SERVICIO DE CATERING CON MOTIVO DE LA CELEBRACIÓN DE LAS REUNIONES DEL PROYECTO EUROPEO COSUDS DE CLIMATE -KIC,03/07/17,"1.540,00 €",5,17220,226990
2017.0003308,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,03/06/17. 55 MENUS CON MOTIVO DE LA REUNION CELEBRADA S/PROYECTOS PARTICIPATIVOS XARXA OBERTA.,07/07/17,"968,00 €",1,91203,226990
2017.0003088,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,12/06/17. DISEÑO GRÁFICO PANELES GRAU XARXA OBERTA BLUE,20/07/17,"508,20 €",5,17220,226990
2017.0003998,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,2017. CUOTAS ADHESION CLIMATE-KIC,08/08/17,"15.125,00 €",5,17220,49100
2017.0004070,PEAKWAY SL,27/07/17. MEMÓRIA TÉCNICA DEL PROYECTO DE RENOVACIÓN ALUMBRADO Y EFICIENCIA ENERGÉTICA DE LOS EDIFICIOS MUNICIPALES DEL AYUNTAMIENTO.,27/10/17,"5.989,50 €",5,17220,226990
