#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica,Unnamed: 4
2015.0004998,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE 15 ALQUILER DEL LOCAL SITO EN POL ESTADIO NAVE 10 CON DESTINO A ALMACEN BRIGADAS,06/11/2015,"774,71 €",4,92020,20200,
2015.0006534,ABALPA ESTADIO SL,SEPTIEMBRE 15 ALQUILER DEL LOCAL SITO EN POL ESTADIO NAVE 16  CON DESTINO A ALMACEN BRIGADAS.,23/12/2015,"3.593,04 €",4,92020,20200,
2015.0004996,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE 15 ALQUILER DEL LOCAL SITO EN POL ESTADIO NAVE 47 CON DESTINO A ALMACEN BRIGADAS,06/11/2015,"1.291,20 €",4,92020,20200,
2015.0004972,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE 15 ALQUILER DEL LOCAL SITO EN PSO MORELLA 44 ENTRESUELO CON DESTINO A AVV SAN JOSE OBRERO,06/11/2015,"473,92 €",5,92400,20200,
2015.0004946,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE 15 ALQUILER DEL LOCAL SITO EN PSO RIBALTA 21 CON DESTINO A DEPENDENCIAS SERVICIO DE IGUALDAD,06/11/2015,"991,97 €",5,23100,20200,
2015.0004990,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE 15 ALQUILER DEL LOCAL SITO EN PSO UNIVERSITAT 27-29 CON DESTINO A AMBULATORIO UNIVERSITAT,06/11/2015,"2.219,38 €",4,92020,20200,
2015.0004963,JOAQUIN LLANSOLA SL,SEPTIEMBRE 15 ALQUILER DEL LOCAL SITO EN RD MIJARES 32 CON DESTINO A ARCHIVO ADMINISTRATIVO MUNICIPAL,06/11/2015,"3.571,65 €",5,33210,20200,
2015.0004938,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE 15 ALQUILER DEL LOCAL SITO EN RONDA VINATEA 12 CON DESTINO A AVV MESTRETS,06/11/2015,"3.832,23 €",5,92400,20200,
2015.0005189,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE 15. ALQUILER DEL LOCAL SITO EN CL ENSEÑANZA 9 CON DESTINO A AVV ZONA CENTRO,18/12/2015,"933,63 €",5,92400,20200,
2015.0004942,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"SEPTIEMBRE 2015 ALQUILER DEL LOCAL SITO EN  CL CISCAR 4 CON DESTINO A LA FEDERACIÓN DISMINUIDOS ""COCEMFE""",06/11/2015,"3.801,64 €",5,23100,20200,
2015.0004939,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE 2015 ALQUILER DEL LOCAL SITO EN CL SAN PEDRO PASCUAL 62 CON DESTINO A CONSULTORIO INSALUD,06/11/2015,"680,03 €",5,23100,20200,
2015.0004945,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"SEPTIEMBRE 2015 ALQUILER DEL LOCAL SITO EN CL TORAS 1 GPO PERPETUO SOCORRO CON DESTINO A AVV ""SAN PABLO""",06/11/2015,"786,50 €",5,92400,20200,
2015.0001397,UTE MAPFRE SEGUROS AYTO CASTELLON,01/01/15. PAGO PRIMAS CORRESPONDIENTE A LOS VEHICULOS MUNICIPALES CON MATRICULA CS001445AU Y OTROS.,18/05/2015,"1.974,02 €",6,92040,22400,
2015.0000573,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,12/02/2015. MINUTA POR INSCRIPCIÓN REGISTRAL EXPROPIACIÓN.,16/04/2015,"114,84 €",4,92020,226041,
2015.0000575,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,12/02/2015. MINUTA POR INSCRIPCIÓN REGISTRAL.,16/04/2015,"139,33 €",4,92020,226041,
2015.0005069,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,15/10/14. CERTIFICACION DE CARGAS Y NOTA  DE AFECCION FISCAL,17/12/2015,"98,18 €",4,92020,226041,
2015.0003945,CDAD PROP PARKING ESCULTOR ADSUARA,"1º SEMESTRE/2015. 6 PLAZAS DE APARCAMIENTO MUNICIPAL, Nº 89, 75, 72, 69, 52 Y 46.",26/09/2015,"325,38 €",6,15200,21200,
2015.0002946,CDAD PROP COMERC EDIFICIO DUCAL,1º TRIMESTRE 2015. GASTOS DE COMUNIDAD ORDINARIOS CORRESPONDIENTES A LOCAL PASAJE DUCAL C/ ENMEDIO 9 Y 11.,23/07/2015,"446,43 €",6,15200,21200,
2015.0002939,COMUNIDAD PROPIETARIOS GRUPO LA PAZ,"1º TRIMESTRE 2015. GASTOS DE COMUNIDAD ORDINARIOS VIVIENDA MINICIPAL EN GRUPO LA PAZ, BLOQUE V, 12º - 50",26/09/2015,"85,00 €",6,15200,21200,
2015.0002948,COMUNIDAD PROPIETARIOS GRUPO LA PAZ,"1º TRIMESTRE 2015. GASTOS DE COMUNIDAD ORDINARIOS VIVIENDA MINICIPAL EN GRUPO LA PAZ, BLOQUE V, 14º - 58",26/09/2015,"85,00 €",6,15200,21200,
2015.0002929,CDAD PROP PINTOR MONTOLIU 45,1º TRIMESTRE 2015. GASTOS DE COMUNIDAD ORDINARIOS VIVIENDA MUNICIPAL C/ PINTOR MONTOLIU 45-5º-10,26/09/2015,"60,00 €",6,15200,21200,
2015.0004505,CDAD PROP ALCALDE TARREGA Nº 45,1º TRIMESTRE 2015. GASTOS ORDINARIOS DE COMUNIDAD DE LA VIVIENDA MUNICIPAL SITA C/ALCALDE TÁRREGA Nº 45-5º-15.,13/10/2015,"60,00 €",6,15200,21200,
2015.0004504,CDAD PROP ALCALDE TARREGA Nº 45,2014. GASTOS ORDINARIOS DE COMUNIDAD DE LA VIVIENDA MUNICIPAL SITA C/ALCALDE TÁRREGA Nº 45-5º-15.,26/11/2015,"240,00 €",6,15200,21200,
2015.0005729,"COM.PROP. BARRACHINA, Nº 100","2014. GASTOS ORDINARIOS VIVIENDA MUNICIPAL CALLE BARRCHINA Nº 100, 4º, 13ª",17/12/2015,"300,00 €",6,15200,21200,
2015.0005096,CDAD PROP MAESTRO FALLA  Nº 29,"2015 GASTOS ORDINARIOS VIVIENDA PROPIEDAD MUNICIPAL CALLE MAESTRO FALLA Nº 29, 4º, 7ª",25/11/2015,"192,00 €",6,15200,21200,
2015.0004518,CDAD PROP CASTELLDEFELS 3,"2015. GASTOS DE COMUNIDAD EXTRAORDINARIOS VIVIENDA C/ CASTELLDEFELS 3, 4º DCHA  ACORDADOS EN JUNTA GENERAL 11/09/15. ""PINTURA DE LA FACHADA DE LA FINCA"".",13/10/2015,"299,80 €",6,15200,21200,
2015.0006044,CDAD PROP SANZ DE BREMOND 13,"2015.GASTOS COMUNIDAD EXTRAORDINARIOS REPARACION BAJANTES VIVIENDA PROPIEDAD MUNICIPAL SANZ DE BREMOND 13, 5º, 9",30/12/2015,"290,00 €",6,15200,21200,
2015.0004517,CDAD PROP MAESTRO FALLA  Nº 29,"2015.GASTOS COMUNIDAD EXTRAORDINARIOS VIVIENDA C/ MAESTRO FALLA 4º 7ª. SEGUN ACUERDO DE FECHA  25/02/2015. ""DERRAMA REPARACION DAÑOS EN BAJO""",13/10/2015,"168,00 €",6,15200,21200,
2015.0002940,COMUNIDAD PROPIETARIOS GRUPO LA PAZ,"2º TRIMESTR 2015. GASTOS DE COMUNIDAD ORDINARIOS VIVIENDA MINICIPAL EN GRUPO LA PAZ, BLOQUE V, 12º - 50",06/08/2015,"85,00 €",6,15200,21200,
2015.0002947,CDAD PROP COMERC EDIFICIO DUCAL,2º TRIMESTRE 2015. GASTOS DE COMUNIDAD ORDINARIOS CORRESPONDIENTES A LOCAL PASAJE DUCAL C/ ENMEDIO 9 Y 11.,06/08/2015,"446,43 €",6,15200,21200,
2015.0002949,COMUNIDAD PROPIETARIOS GRUPO LA PAZ,"2º TRIMESTRE 2015. GASTOS DE COMUNIDAD ORDINARIOS VIVIENDA MINICIPAL EN GRUPO LA PAZ, BLOQUE V, 14º - 58",06/08/2015,"85,00 €",6,15200,21200,
2015.0002930,CDAD PROP PINTOR MONTOLIU 45,2º TRIMESTRE 2015. GASTOS DE COMUNIDAD ORDINARIOS VIVIENDA MUNICIPAL C/ PINTOR MONTOLIU 45-5º-10,06/08/2015,"60,00 €",6,15200,21200,
2015.0004506,CDAD PROP ALCALDE TARREGA Nº 45,2º TRIMESTRE 2015. GASTOS ORDINARIOS DE COMUNIDAD DE LA VIVIENDA MUNICIPAL SITA C/ALCALDE TÁRREGA Nº 45-5º-15.,13/10/2015,"60,00 €",6,15200,21200,
2015.0002935,"CDAD.PROP.SALVADOR GUINOT, 51",3º TRIMESTRE 2014. GASTOS DE COMUNIDAD ORDINARIOS VIVIENDA MUNICIPAL C/ SALVADOR GUINOT 51 5º 18ª.,24/09/2015,"60,00 €",6,15200,21200,
2015.0004501,CDAD PROP COMERC EDIFICIO DUCAL,3º TRIMESTRE 2015. GASTOS DE COMUNIDAD ORDINARIOS VIVIENDA MUNICIPAL C/ ENMEDIO Nº 9 Y 10. PASAJE DUCAL,13/10/2015,"446,43 €",6,15200,21200,
2015.0004499,CDAD PROP PINTOR MONTOLIU 45,3º TRIMESTRE 2015. GASTOS DE COMUNIDAD ORDINARIOS VIVIENDA MUNICIPAL C/ PINTOR MONTOLIU 45-5º-10,13/10/2015,"60,00 €",6,15200,21200,
2015.0004507,CDAD PROP ALCALDE TARREGA Nº 45,3º TRIMESTRE 2015. GASTOS ORDINARIOS DE COMUNIDAD DE LA VIVIENDA MUNICIPAL SITA C/ALCALDE TÁRREGA Nº 45-5º-15.,13/10/2015,"60,00 €",6,15200,21200,
2015.0002932,CDAD PROP COMERC EDIFICIO DUCAL,3º TRIMESTRE. 2014. GASTOS DE COMUNIDAD ORDINARIOS LOCAL MUNICIPAL PASAJE DUCAL C/ ENMEDIO 9 Y 11.,24/09/2015,"510,86 €",6,15200,21200,
2015.0002938,COMUNIDAD PROPIETARIOS GRUPO LA PAZ,"4º TRIMESTR 2014. GASTOS DE COMUNIDAD ORDINARIOS VIVIENDA MINICIPAL EN GRUPO LA PAZ, BLOQUE V, 12º - 50",24/09/2015,"85,00 €",6,15200,21200,
2015.0005098,CDAD PROP PINTOR MONTOLIU 45,"4º TRIMESTRE 15. GASTOS COMUNIDAD ORDINARIOS VIVIENDA DE PROPIEDAD MUNICIPAL CALLE PINTOR MONTOLIU, 45, 5º, 10ª.",25/11/2015,"60,00 €",6,15200,21200,
2015.0005064,COMUNIDAD PROPIETARIOS GRUPO LA PAZ,"4º TRIMESTRE 15. GASTOS COMUNIDAD ORDINARIOS VIVIENDA PROPIEDAD MUNICIPAL GRUPO LA PAZ BLOQUE V, 14º, 58ª",05/11/2015,"85,00 €",6,15200,21200,
2015.0002936,"CDAD.PROP.SALVADOR GUINOT, 51",4º TRIMESTRE 2014. GASTOS DE COMUNIDAD ORDINARIOS VIVIENDA MUNICIPAL C/ SALVADOR GUINOT 51 5º 18ª.,24/09/2015,"60,00 €",6,15200,21200,
2015.0002945,CDAD PROP COMERC EDIFICIO DUCAL,4º TRIMESTRE 2014.GASTOS DE COMUNIDAD ORDINARIOS CORRESPONDIENTES A LOCAL PASAJE DUCAL C/ ENMEDIO 9 Y 11.,24/09/2015,"510,86 €",6,15200,21200,
2015.0005097,CDAD PROP ALCALDE TARREGA Nº 45,"4º TRIMESTRE. GASTOS COMUNIDAD ORDINARIOS VIVIENDA PROPIEDAD MUNICIPAL SITA EN CALLE ALCALDE TARREGA Nº 45, 4º 16ª.",25/11/2015,"60,00 €",6,15200,21200,
2015.0005984,CDAD PROP CUADRA SABONER ESQ CRTA ALCORA,AÑO 2015. GASTOS COMUNIDAD EJERCICIO 2015. (ESCALERA Y BOMBAS DE AGUA),30/12/2015,"200,00 €",6,15200,21200,
2015.0005985,CDAD USUARIOS PARKING PZ CONSTITUCION,"AÑO 2015. GASTOS ORDINARISO PLAZAS GARAJE Nº 170, 171, 172, 173, 174, 175, 176 Y 177 APARCAMIENTO SUBTERRANEO PLAZA CONSTITUCION.",30/12/2015,"800,00 €",6,15200,21200,
2015.0006038,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DE ABRIL 2012 A SEPTIEMBRE 2014. GASTOS AGUA DEL LOCAL SITO CALLE CANALEJAS Nº 95.,17/12/2015,"257,72 €",5,23100,20200,
2015.0000710,UTE MAPFRE SEGUROS AYTO CASTELLON,DEL 03/02 AL 31/12/15. RECIBO PRIMA SEGURO VEHICULOS MUNICIPALES.,13/05/2015,"250,35 €",7,13230,22400,
2015.0001173,UTE MAPFRE SEGUROS AYTO CASTELLON,"DEL 1-1 AL 31-12-15, POLIZA DE SEGURO DE LA FLOTA DE VEHICULOS MUNICIPALES. DEC. 27-08-2014",06/05/2015,"54.711,46 €",6,92040,22400,
2015.0000605,UTE MAPFRE SEGUROS AYTO CASTELLON,"DEL 1-1 AL 31-12-2015, CONTRATACION POLIZA DE SEGURO DE DAÑOS MATERIALES. DEC. 27-08-14",18/03/2015,"10.328,87 €",4,92020,22400,
2015.0000595,UTE MAPFRE SEGUROS AYTO CASTELLON,DEL 1-1 AL 31-12-2015. POLIZA DE SEGURO DE RESPONSABILIDAD CIVIL/PATRIMONIAL. DEC. 27-08-14,20/03/2015,"99.661,00 €",4,92020,22401,
2015.0000960,UTE MAPFRE SEGUROS AYTO CASTELLON,"DEL 16-09 AL 31-12-14, PRIMA PRORRATEADA POR DIAS DE LA POLIZA DE DAÑOS MATERIALES. DEC 27-08-14",30/04/2015,"3.027,77 €",4,92020,22400,
2015.0006375,MAPFRE VIDA S.A.,DEL 19 AL 21/12/15. SEGURO CON MOTIVO DE LA CELEBRACIÓN DE LAS ELECCIONES GENERALES (POLIZA Nº 0551580526562),30/12/2015,"255,28 €",2,92000,227050,
2015.0000961,UTE MAPFRE SEGUROS AYTO CASTELLON,DEL 21/05 AL 15/09/14. RECIBO PRIMA VEHICULO MATRICULA E5154BGG,30/04/2015,"63,25 €",6,92040,22400,
2015.0006034,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 23/04/12 AL 12/12/14. GASTOS LUZ DEL LOCAL ARRENDADO SITO PASEO BUENAVISTA Nº 20 7º.,17/12/2015,"358,31 €",5,23100,20200,
2015.0000709,"MAPFRE SEGUROS DE EMPRESAS, S.A.",DEL 31/07 AL 16/09/14. CONTRATACION DE LA POLIZA DE SEGURO DE DAÑOS MATERIALES DEL AYUNTAMIENTO. DEC. 30-01-14,30/04/2015,"1.585,29 €",4,92020,22400,
2015.0005730,"COM.PROP. BARRACHINA, Nº 100","DICIEMBRE 2013. GASTOS VIVIENDA PROPIEDAD MUNICIPAL CALLE BARRACHINA, Nº 100, 4º, 13ª",17/12/2015,"3,00 €",6,15200,21200,
2015.0002942,"COM.PROP. BARRACHINA, Nº 100","EJERCICIO 2013. GASTOS DE COMUNIDAD EXTRAORDINARIOS VIVIENDA MUNICIPAL C/ BARRACHINA 100, 4º, 13 ACORDADOS EN FECHA 14/11/2013. ""EXTERMINACION TERMITAS"".",24/09/2015,"40,00 €",6,15200,21200,
2015.0002943,"COM.PROP. BARRACHINA, Nº 100","EJERCICIO 2014. GASTOS DE COMUNIDAD EXTRAORDINARIOS VIVIENDA MUNICIPAL C/ BARRACHINA 100, 4º, 13 ACORDADOS EN FECHA 14/11/2013. ""EXTERMINACION DE TERMITAS Y ARREGLO BAJANTES""",24/09/2015,"460,00 €",6,15200,21200,
2015.0002937,CDAD PROP CUADRA SABONER ESQ CRTA ALCORA,EJERCICIO 2014. GASTOS DE COMUNIDAD ORDINARIOS LOCAL MUNICIPAL CUADRA SABONER 1.,24/09/2015,"200,00 €",6,15200,21200,
2015.0002933,CDAD PROP MAESTRO FALLA  Nº 29,EJERCICIO 2014. GASTOS DE COMUNIDAD ORDINARIOS VIVIENDA MUNICIPAL C/ MAESTRO FALLA 4º 7ª.,24/09/2015,"144,00 €",6,15200,21200,
2015.0005061,"COM.PROP. BARRACHINA, Nº 100","ENERO A SEPTIEMBRE 2015. GASTOS CDAD ORDINARIOS VIVIENDA DE PROPIEDAD SITA EN CALLE BARRACHINA Nº 100, 4º, 13ª",05/11/2015,"225,00 €",6,15200,21200,
2015.0002931,CDAD PROP CASTELLDEFELS 3,"GASTOS DE COMUNIDAD EXTRAORDINARIOS VIVIENDA C/ CASTELLDEFELS 3, 4º DCHA  ACORDADOS EN JUNTA GENERAL 14/03/2014. ""ELIMINACION FOSA SEPTICA Y ACOMETIDA DE AGUA"".",24/09/2015,"393,05 €",6,15200,21200,
2015.0002934,CDAD PROP MAESTRO FALLA  Nº 29,"GASTOS DE COMUNIDAD EXTRAORDINARIOS VIVIENDA C/ MAESTRO FALLA 4º 7ª. SEGUN ACUERDO DE FECHA  07/04/2014. ""DERRAMA REPARACION BAJANES""",24/09/2015,"126,00 €",6,15200,21200,
2015.0006040,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"NOVIEMBRE/14. ALQUILER LOCAL CRONISTA MUNTANER 6 BAJO DE CASTELLÓN, S/DEC.SUBROGACIÓN 25/11/15",17/12/2015,"765,47 €",5,92400,20200,
2015.0005506,CDAD PROP PINTOR MONTOLIU 45,"OCTUBRE A DICIEMBRE 2015. GASTOS EXTRAORDINARIOS VIVIENDA PROPIEDAD MUNICIPAL CALLE PINTOR MONTOLIU, Nº 45, 5º, 10",09/12/2015,"388,50 €",6,15200,21200,
2015.0006039,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"OCTUBRE/14. ALQUILER LOCAL CRONISTA MUNTANER 6 BAJO DE CASTELLÓN, S/DEC.SUBROGACIÓN 25/11/15",17/12/2015,"765,47 €",5,92400,20200,
2015.0001698,"AUDICAS,S.L.P",RESTO 50 % SERVICIOS AUDITORIA PROYECTO EUROPEO CERURBIS PRIMER NIVEL,09/06/2015,"605,00 €",6,17220,226990,
2015.0006437,RSA COSMOS,24/11/15. ADQUISICIÓN DE UNA ESTACIÓN DE PRODUCCIÓN PARA NUEVAS SESIONES DEL PLANETARIO,28/12/2015,"6.840,00 €",5,33300,6230015,
2015.0000672,TIEMPO DE ARTE SL,"03/02/15. EXPOSICION DIDACTICA GEMOLOGICA, INSTALADA EN EL PLANETARIO DE CASTELLON",27/04/2015,"1.815,00 €",5,33300,22706,
2015.0003567,MALA ORBITA S.L.,10/04/2015. ACTUACION TEATRAL REALIZADA POR EL GRUPO BIG VAN THEORY (MONOLOGOS CIENTIFICOS).,26/09/2015,"975,00 €",5,33300,22606,
2015.0005802,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"13/11/15 LOCUCIONES Y GRABACIONES DE ""DEEPSKY"" Y ""AL REVÉS"" PARA EL PLANETARIO.",30/12/2015,"1.627,99 €",5,33300,22799,
2015.0000453,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,15/01/15. ALQUILER DE MARAVILLAS GEOLOGICAS DE CASTELLON,17/04/2015,"1.490,00 €",5,33300,22706,
2015.0004436,"NAVARRA DE INFRAESTRUCTURAS DE CULTURA, DEPORTE Y OCIO SL",17/09/15. ADQUISICION DE DOS SESIONES DIGITALES UNA INFANTIL Y OTRA PARA PUBLICO EN GENERAL CON DESTINO AL PLANETARIO DE CASTELLON.,04/12/2015,"10.285,00 €",5,33300,22799,
2015.0000893,INMOBILIARIA COSTA DE AZAHAR SA,"20 AL 22 DE FEBRERO 2015. ESTANCIA HOTEL DEL GOLF PLAYA DE PONENTES EN LA ACTIVIDAD REALIZADA EN EL PLANETARIO CON EL TITULO ""+CIENCIA"".",08/05/2015,"160,32 €",5,33300,22606,
2015.0000899,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"20 AL 24 DE FEBRERO 2015.ALQUILER SILLAS Y MESAS PARA EL PLANETARIO CORRESPONDIENTES A LA ACTIVIDAD ""+CIENCIA"".",08/05/2015,"323,43 €",5,33300,22606,
2015.0001527,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"20/02/2015. ACTUACION TEATRAL EN EL PLANETARIO DENTRO DE LAS JORNADAS DE ""+ CIENCIA"".",11/06/2015,"414,00 €",5,33300,22606,
2015.0003010,"FOTO VIDEO LLEDO, S.L.",20/25 DE MAYO 2015. SUMINISTRO MATERIAL PARA EL PLANETARIO.,26/09/2015,"126,45 €",5,33300,22199,
2015.0001382,"CARL ZEISS, S.A.",2014. SERVICIOS DE MANTENIMIENTO OPTICO-MECANICO DEL PLANETARIO,24/09/2015,"19.026,08 €",5,33300,21300,
2015.0002491,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"2015. ALQUILER EXPOSICIÓN ""MARAVILLAS GEOLÓGICAS DE CASTELLÓN""",23/07/2015,"1.500,00 €",5,33300,22706,
2015.0005171,TIEMPO DE ARTE SL,2015. EXPOSICIÓN DIDÁCTICA GEMOLÓGICA INSTALADA EN EL PLANETARIO.,03/12/2015,"1.815,00 €",5,33300,22706,
2015.0001016,RESTAURACION GUMAR SL,21/02/2015. COMIDA PLANETARIO JORNADAS +CIENCIA. 25 MENUS.,20/04/2015,"500,00 €",5,33300,22606,
2015.0001041,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"21/02/2015. TALLER / CONFERENCIA  EN EL PLANETARIO EN EL MARCO DE LAS ""JORNADAS + CIENCIA"" TITULADA"" ATRAPA AL TIGRE, UN PROYECTO DE CIENCIA CIUDADANA"".",20/04/2015,"400,00 €",5,33300,22606,
2015.0001042,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"21/02/2015. TALLER / CONFERENCIA  EN EL PLANETARIO EN EL MARCO DE LAS ""JORNADAS + CIENCIA"" TITULADA"" ATRAPA AL TIGRE, UN PROYECTO DE CIENCIA CIUDADANA"".",20/04/2015,"500,00 €",5,33300,22606,
2015.0001040,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"21/02/2015. TALLER / CONFERENCIA  EN EL PLANETARIO EN EL MARCO DE LAS ""JORNADAS + CIENCIA"" TITULADA"" ATRAPA AL TIGRE, UN PROYECTO DE CIENCIA CIUDADANA"".",20/04/2015,"200,00 €",5,33300,22606,
2015.0001355,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"21/02/2015. TALLER / CONFERENCIA  EN EL PLANETARIO EN EL MARCO DE LAS ""JORNADAS + CIENCIA"" TITULADA"" ATRAPA AL TIGRE, UN PROYECTO DE CIENCIA CIUDADANA"".",13/05/2015,"600,00 €",5,33300,22606,
2015.0001039,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"21/02/2015. TALLER / CONFERENCIA  EN EL PLANETARIO EN EL MARCO DE LAS ""JORNADAS + CIENCIA"" TITULADA"" ATRAPA AL TIGRE, UN PROYECTO DE CIENCIA CIUDADANA"".",20/04/2015,"300,00 €",5,33300,22606,
2015.0001354,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"21/02/2015. TALLER / CONFERENCIA  EN EL PLANETARIO EN EL MARCO DE LAS ""JORNADAS + CIENCIA"" TITULADA"" ATRAPA AL TIGRE, UN PROYECTO DE CIENCIA CIUDADANA"".",13/05/2015,"200,00 €",5,33300,22606,
2015.0001043,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"21/02/2015. TALLER / CONFERENCIA  EN EL PLANETARIO EN EL MARCO DE LAS JORNADAS ""+ CIENCIA"" TITULADA: FITOPLANCTON, ZOOPLANCTON Y ACUICULTURA.",20/04/2015,"350,00 €",5,33300,22606,
2015.0006298,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"24/11/15. EXPOSICIÓN ""MARAVILLAS GEOLOGICAS DE CASTELLON""",30/12/2015,"1.764,71 €",5,33300,22706,
2015.0002487,RESTAURACION GUMAR SL,28/0315. 40 MENUS JORNADAS DE ASTRONOMÍA,23/07/2015,"800,00 €",5,33300,22606,
2015.0003700,BAOBAB CB,"28/07/15. 4 TALLERES DE LA ACTIVIDAD CULTURAL ""JOGALÀCTICS"" CELEBRADA EN EL PLANETARIO.",02/11/2015,"2.000,00 €",5,33400,226090,
2015.0002096,TRANSPORTES ALEGRE MONFERRER SL,"30/04/2015. PORTES MATERIAL VARIOS ""EXPOSICIÓN MEMORIA HUMANA""  DE VALENCIA A CASTELLON PARA EL PLANETARIO.",23/07/2015,"968,00 €",5,33300,22706,
2015.0003680,IMPRENTA ROSELL SL,31/07/15. IMPRESIÓN 300 FLYERS PLARA EL PLANETARIO.,05/11/2015,"108,90 €",5,33300,22602,
2015.0001396,NH HOTELES ESPAÑA SL,"EL 26/03, 27/03 Y 28/03/15. ALOJAMIENTO Y DESAYUNO",18/05/2015,"881,00 €",5,33300,22606,
2015.0002607,CYLSTAT ASESORAMIENTO ESTADISTICO SL,MAYO 2015. MANTENIMIENTO INDICADORES OBSERVATORIO ESTADISTICO.,23/07/2015,"907,50 €",4,92220,227061,
2015.0004375,RSA COSMOS,SUMINISTRO E INSTALACION DE UN SISTEMA DE PROYECCION DIGITAL A CUPULA COMPLETA PARA EL PLANETARIO JGL 15/05/2015.,16/10/2015,"48.382,62 €",5,33300,62300,
2015.0004440,"AMBIMETRICS,S.L.",SUSTITUCIÓN FUENTE DE ALIMENTACIÓN EN EQUIPO DE ILUMINACIÓN DEL PLANETARIO.,02/11/2015,"169,40 €",5,33300,21300,
2015.0005796,MUDANZAS ROMA SL,"TRASLADO DE LA EXPOSICIÓN ""ANFIBIOS Y REPTILES"" DESDE EL MUSEO DE CUENDA AL PLANETARIO DE CASTELLÓN.",30/12/2015,"1.331,00 €",5,33400,226090,
2015.0000867,ARGOT CULTURAL S L,12/02/2015. ADQUISICIÓN LIBROS PARA ESPAC.,08/04/2015,"81,00 €",7,13200,22001,
2015.0000096,DOS RODES RENT SL,"DICIEMBRE/14.ARRENDAMIENTO SIN OPCION DE COMPRA, DE SEIS MOTOCICLETAS HONDA FORZA NSS300 ABS (MATRICULAS HYJ) TOTALMENTE EQUIPADAS PARA LA POLICIA LOCAL. JGL 13-06-14",18/03/2015,"2.995,80 €",7,13240,20400,
2015.0000489,DOS RODES RENT SL,ENERO/15. ARRENDAMIENTO DE OCHO MOTOCICLETAS TOTALMENTE EQUIPADAS CON DESTINO POLICIA LOCAL. JGL 23-10-14.,30/04/2015,"5.676,03 €",7,13250,20404,
2015.0001259,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"01/03, 02/03, 10/03, 16/03, 23/03 Y 29/03/15. LAVADO VEHICULOS POLICIALES.",18/05/2015,"229,90 €",7,13230,21400,
